game,ply,black,white,empty,rho,disc_diff,a1_minus_energy,b1_energy,b2_energy,d4_a1_occupation_energy,n_legal_moves,max_flip_count,mean_flip_count
1,51,36,19,9,0.859375,17,6.499999999999999,15.25,13.0,50.00000000000001,6,6,2.6666666666666665
1,52,34,22,8,0.875,12,6.374999999999999,17.125,10.875,51.875,3,4,2.0
1,53,39,18,7,0.890625,21,10.625000000000002,17.125,8.125,53.125,3,8,5.333333333333333
1,54,31,27,6,0.90625,4,8.5,23.0,6.0,55.0,3,7,3.3333333333333335
1,55,34,25,5,0.921875,9,8.75,21.5,2.25,56.75,5,6,3.4
1,56,30,30,4,0.9375,0,4.499999999999999,21.5,7.0,57.5,1,7,7.0
1,57,38,23,3,0.953125,15,11.125,6.125,9.125,59.12500000000001,3,5,3.3333333333333335
1,58,37,25,2,0.96875,12,12.375,6.125,11.375,60.37500000000001,0,0,0.0
1,59,37,25,2,0.96875,12,12.375,6.125,11.375,60.37500000000001,2,10,7.5
1,60,27,36,1,0.984375,-9,16.125,1.125,4.125,62.12499999999999,1,1,1.0
1,61,29,35,0,1.0,-6,13.5,1.5,5.5,64.0,0,0,0.0
2,0,2,2,60,0.0625,0,0.0,0.0,4.0,4.0,4,1,1.0
2,1,4,1,59,0.078125,3,1.1249999999999998,0.125,1.125,4.125000000000001,3,1,1.0
2,2,3,3,58,0.09375,0,0.0,0.5,0.5,4.499999999999999,5,1,1.0
2,3,5,2,57,0.109375,3,1.2500000000000002,0.5,1.75,4.750000000000001,4,2,1.25
2,4,4,4,56,0.125,0,0.37499999999999994,0.125,1.375,5.375,7,2,1.2857142857142858
2,5,6,3,55,0.140625,3,2.125,0.125,3.125,6.125,5,2,1.6
2,6,4,6,54,0.15625,-2,2.25,0.25,1.25,6.25,7,2,1.2857142857142858
2,7,7,4,53,0.171875,3,2.5000000000000004,1.25,0.5,7.5,7,2,1.4285714285714286
2,8,6,6,52,0.1875,0,0.875,1.125,0.875,7.875,9,2,1.4444444444444444
2,9,8,5,51,0.203125,3,2.9999999999999996,1.25,1.0,8.000000000000002,6,2,1.6666666666666667
2,10,7,7,50,0.21875,0,3.875,2.125,1.875,8.875,12,2,1.1666666666666667
2,11,10,5,49,0.234375,5,4.0,3.25,2.0,10.000000000000002,10,4,1.8
2,12,9,7,48,0.25,2,4.375,2.125,2.375,11.375,13,2,1.3076923076923077
2,13,11,6,47,0.265625,5,3.5,4.75,2.5,11.999999999999998,10,4,2.2
2,14,9,9,46,0.28125,0,3.6250000000000004,6.375,2.625,13.625,13,3,1.7692307692307692
2,15,12,7,45,0.296875,5,3.5,8.25,2.5,15.5,10,3,2.2
2,16,9,11,44,0.3125,-2,0.875,5.125,1.875,15.875000000000002,9,4,2.3333333333333335
2,17,11,10,43,0.328125,1,1.0,6.25,1.0,16.0,16,4,1.875
2,18,10,12,42,0.34375,-2,1.6249999999999998,5.875,1.625,16.125,10,5,2.5
2,19,14,9,41,0.359375,5,3.5,2.75,1.5,17.0,13,4,2.923076923076923
2,20,12,12,40,0.375,0,1.875,0.625,3.875,17.374999999999996,7,6,2.7142857142857144
2,21,14,11,39,0.390625,3,1.4999999999999998,1.75,3.5,17.999999999999996,13,4,2.6153846153846154
2,22,13,13,38,0.40625,0,1.875,2.125,2.375,18.375000000000004,8,4,2.5
2,23,15,12,37,0.421875,3,2.5000000000000004,2.75,2.0,18.5,13,4,2.5384615384615383
2,24,14,14,36,0.4375,0,3.1250000000000004,2.375,1.625,19.624999999999996,11,4,2.727272727272727
2,25,19,10,35,0.453125,9,8.000000000000002,2.25,4.5,20.500000000000004,11,6,3.0
2,26,17,13,34,0.46875,4,6.374999999999999,1.625,3.375,21.875000000000004,11,4,2.1818181818181817
2,27,19,12,33,0.484375,7,6.499999999999999,2.25,4.5,22.5,11,6,3.272727272727273
2,28,17,15,32,0.5,2,7.125,1.875,4.625,23.124999999999996,10,6,2.3
2,29,20,13,31,0.515625,7,8.000000000000002,2.75,2.0,23.500000000000004,10,6,2.8
2,30,19,15,30,0.53125,4,10.125,3.875,2.125,24.625,9,4,2.4444444444444446
2,31,22,13,29,0.546875,9,9.0,1.75,2.0,25.499999999999996,10,5,2.5
2,32,21,15,28,0.5625,6,8.625,3.375,2.625,26.625000000000004,8,5,2.625
2,33,23,14,27,0.578125,9,10.000000000000002,2.25,2.5,27.5,9,6,3.6666666666666665
2,34,20,18,26,0.59375,2,8.625,7.875,1.625,28.125000000000004,7,4,2.5714285714285716
2,35,25,14,25,0.609375,11,9.249999999999998,11.0,1.75,29.250000000000004,6,5,3.6666666666666665
2,36,23,17,24,0.625,6,5.375,10.125,6.375,30.875000000000004,9,3,1.6666666666666667
2,37,25,16,23,0.640625,9,6.75,12.5,4.75,32.75,6,5,4.0
2,38,22,20,22,0.65625,2,9.125,11.375,4.625,34.12500000000001,11,3,1.7272727272727273
2,39,24,19,21,0.671875,5,7.5,15.25,5.0,35.5,5,4,2.4
2,40,21,23,20,0.6875,-2,6.75,13.75,2.25,37.24999999999999,12,5,2.6666666666666665
2,41,24,21,19,0.703125,3,6.875,11.375,2.375,38.875,8,4,1.75
2,42,23,23,18,0.71875,0,9.0,8.0,2.0,40.5,9,7,3.3333333333333335
2,43,25,22,17,0.734375,3,10.25,8.0,3.25,40.74999999999999,7,3,1.8571428571428572
2,44,24,24,16,0.75,0,10.125,5.375,4.125,41.625,8,6,3.0
2,45,26,23,15,0.765625,3,10.5,7.25,4.5,42.99999999999999,5,5,2.8
2,46,23,27,14,0.78125,-4,5.25,7.25,12.25,43.75,5,6,4.4
2,47,28,23,13,0.796875,5,5.125000000000001,8.125,17.125,45.625,4,6,4.0
2,48,25,27,12,0.8125,-2,3.2499999999999996,7.75,13.25,47.25,5,4,2.4
2,49,30,23,11,0.828125,7,3.5,16.75,12.5,47.5,4,8,4.0
2,50,28,26,10,0.84375,2,5.25,16.75,9.25,48.24999999999999,5,6,3.0
2,51,30,25,9,0.859375,5,4.875000000000001,17.875,9.875,49.37500000000001,2,8,5.0
2,52,22,34,8,0.875,-12,15.625,16.375,3.625,50.625,6,7,4.5
2,53,28,29,7,0.890625,-1,7.875,16.375,12.875,51.875,2,3,2.5
2,54,26,32,6,0.90625,-6,6.75,21.25,10.75,53.24999999999999,4,7,4.0
2,55,32,27,5,0.921875,5,6.625000000000001,11.125,10.625,55.12499999999999,1,5,5.0
2,56,27,33,4,0.9375,-6,14.500000000000002,11.0,10.5,57.0,3,8,7.0
2,57,36,25,3,0.953125,11,10.625000000000002,13.125,7.625,58.62500000000001,1,2,2.0
2,58,34,28,2,0.96875,6,6.374999999999999,15.125,9.375,60.37500000000001,2,6,5.5
2,59,40,23,1,0.984375,17,9.249999999999998,11.0,11.25,62.24999999999999,1,1,1.0
2,60,39,25,0,1.0,14,7.5,11.5,13.5,64.0,0,0,0.0
3,0,2,2,60,0.0625,0,0.0,0.0,4.0,4.0,4,1,1.0
3,1,4,1,59,0.078125,3,1.1249999999999998,0.125,1.125,4.125000000000001,3,1,1.0
3,2,3,3,58,0.09375,0,0.0,0.5,0.5,4.499999999999999,5,1,1.0
3,3,5,2,57,0.109375,3,1.2500000000000002,0.5,1.75,4.750000000000001,4,2,1.25
3,4,4,4,56,0.125,0,0.37499999999999994,1.125,0.375,5.375,6,1,1.0
3,5,6,3,55,0.140625,3,1.2500000000000002,2.0,1.75,6.25,6,2,1.5
3,6,5,5,54,0.15625,0,0.37499999999999994,1.125,1.375,7.375,11,2,1.2727272727272727
3,7,7,4,53,0.171875,3,2.125,1.125,3.125,8.125,7,3,1.8571428571428572
3,8,4,8,52,0.1875,-4,3.2499999999999996,0.25,2.25,8.25,7,2,1.4285714285714286
3,9,6,7,51,0.203125,-1,3.5,1.25,1.5,9.499999999999998,11,2,1.2727272727272727
3,10,5,9,50,0.21875,-4,6.875,2.125,0.875,10.875,8,4,2.25
3,11,7,8,49,0.234375,-1,6.499999999999999,0.25,0.5,12.500000000000002,11,2,1.4545454545454546
3,12,6,10,48,0.25,-4,6.625000000000001,1.375,0.625,12.625,9,4,2.3333333333333335
3,13,8,9,47,0.265625,-1,6.499999999999999,0.75,0.5,12.999999999999998,12,4,1.75
3,14,7,11,46,0.28125,-4,6.625000000000001,1.375,1.625,13.625,13,4,2.0
3,15,10,9,45,0.296875,1,3.5,1.75,2.0,14.0,13,4,2.076923076923077
3,16,7,13,44,0.3125,-6,7.875,3.625,0.875,14.875,12,4,1.8333333333333333
3,17,9,12,43,0.328125,-3,7.5,2.25,1.5,15.000000000000002,12,3,1.8333333333333333
3,18,8,14,42,0.34375,-6,7.875,3.625,1.375,15.375000000000002,11,6,2.4545454545454546
3,19,12,11,41,0.359375,1,7.000000000000001,1.75,2.5,15.5,10,3,1.7
3,20,11,13,40,0.375,-2,8.125,2.375,2.125,16.125,12,6,2.5
3,21,13,12,39,0.390625,1,8.5,3.75,1.0,16.500000000000004,11,3,1.8181818181818181
3,22,11,15,38,0.40625,-4,8.375,3.625,1.875,17.374999999999996,13,7,3.230769230769231
3,23,13,14,37,0.421875,-1,9.499999999999998,1.75,2.5,17.999999999999996,10,3,1.7
3,24,12,16,36,0.4375,-4,9.625,1.875,2.125,18.625,10,6,3.3
3,25,17,12,35,0.453125,5,4.0,2.25,2.5,20.500000000000004,7,5,2.2857142857142856
3,26,15,15,34,0.46875,0,5.125000000000001,2.375,6.625,21.625,14,4,2.4285714285714284
3,27,20,11,33,0.484375,9,5.000000000000001,3.25,3.5,22.5,7,5,2.4285714285714284
3,28,18,14,32,0.5,4,4.25,1.75,4.75,24.249999999999996,11,5,2.3636363636363638
3,29,21,12,31,0.515625,9,4.375,3.375,3.375,25.375000000000004,9,5,2.0
3,30,20,14,30,0.53125,6,4.499999999999999,3.5,3.5,26.500000000000004,12,4,2.0833333333333335
3,31,22,13,29,0.546875,9,4.375,3.375,4.875,27.874999999999996,9,5,2.0
3,32,21,15,28,0.5625,6,5.25,2.75,3.75,28.749999999999996,10,4,2.3
3,33,24,13,27,0.578125,11,4.875000000000001,5.875,3.375,29.875000000000004,8,5,2.5
3,34,22,16,26,0.59375,6,3.5,5.5,3.0,30.0,11,4,2.090909090909091
3,35,25,14,25,0.609375,11,6.875,3.375,3.375,31.375,7,4,2.2857142857142856
3,36,21,19,24,0.625,2,4.750000000000001,6.25,7.75,32.75,10,4,2.6
3,37,25,16,23,0.640625,9,6.875,3.375,12.375,34.37500000000001,8,4,2.375
3,38,23,19,22,0.65625,4,3.7500000000000004,2.75,12.25,34.74999999999999,8,4,1.875
3,39,26,17,21,0.671875,9,5.875000000000001,0.875,13.875,36.375,8,5,2.75
3,40,21,23,20,0.6875,-2,4.25,1.25,18.25,38.24999999999999,6,5,3.0
3,41,27,18,19,0.703125,9,4.625,1.625,15.125,39.625,8,3,1.75
3,42,26,20,18,0.71875,6,4.0,1.0,18.5,41.50000000000001,7,2,1.4285714285714286
3,43,28,19,17,0.734375,9,5.25,1.0,15.75,41.75,10,4,2.2
3,44,26,22,16,0.75,4,2.875,0.125,16.375,43.37500000000001,6,3,1.5
3,45,28,21,15,0.765625,7,2.9999999999999996,0.75,17.5,44.0,10,4,2.2
3,46,27,23,14,0.78125,4,3.2499999999999996,0.75,17.75,44.25,5,3,1.6
3,47,29,22,13,0.796875,7,3.875,1.375,14.875,45.87499999999999,8,6,3.125
3,48,25,27,12,0.8125,-2,4.25,0.75,10.25,47.75,5,4,2.2
3,49,30,23,11,0.828125,7,8.625,3.125,9.625,49.62500000000001,7,6,3.7142857142857144
3,50,28,26,10,0.84375,2,8.5,4.5,11.0,50.5,5,3,1.8
3,51,31,24,9,0.859375,7,9.125,6.625,13.125,51.625,6,5,2.6666666666666665
3,52,29,27,8,0.875,2,5.875000000000001,7.625,14.875,52.375,5,8,3.4
3,53,38,19,7,0.890625,19,7.625000000000001,10.625,13.625,53.125,3,6,5.0
3,54,32,26,6,0.90625,6,6.875,13.625,17.875,54.37499999999999,3,6,4.333333333333333
3,55,35,24,5,0.921875,11,4.625,13.625,25.625,56.125,3,6,5.333333333333333
3,56,29,31,4,0.9375,-2,16.875,13.625,14.875,57.37499999999999,4,6,3.25
3,57,36,25,3,0.953125,11,4.625,13.625,28.625,59.12500000000001,2,5,3.0
3,58,35,27,2,0.96875,8,5.5,13.0,25.5,60.49999999999999,2,1,1.0
3,59,37,26,1,0.984375,11,4.625,13.625,24.625,62.12499999999999,1,2,2.0
3,60,35,29,0,1.0,6,5.999999999999999,15.0,22.0,64.0,0,0,0.0
4,0,2,2,60,0.0625,0,0.0,0.0,4.0,4.0,4,1,1.0
4,1,4,1,59,0.078125,3,1.1249999999999998,0.125,1.125,4.125000000000001,3,1,1.0
4,2,3,3,58,0.09375,0,0.0,0.5,0.5,4.499999999999999,5,1,1.0
4,3,5,2,57,0.109375,3,1.2500000000000002,0.5,1.75,4.750000000000001,4,2,1.25
4,4,4,4,56,0.125,0,0.37499999999999994,1.125,0.375,5.375,6,1,1.0
4,5,6,3,55,0.140625,3,1.2500000000000002,2.0,1.75,6.25,6,2,1.5
4,6,5,5,54,0.15625,0,0.37499999999999994,1.125,1.375,7.375,11,2,1.2727272727272727
4,7,7,4,53,0.171875,3,2.125,1.125,3.125,8.125,7,3,1.8571428571428572
4,8,6,6,52,0.1875,0,0.37499999999999994,1.125,7.375,9.375,11,2,1.4545454545454546
4,9,9,4,51,0.203125,5,1.7500000000000002,0.0,5.25,10.749999999999998,5,4,2.8
4,10,6,8,50,0.21875,-2,1.375,0.625,3.875,10.875,8,3,1.75
4,11,8,7,49,0.234375,1,1.7500000000000002,0.0,5.75,11.250000000000002,12,4,1.6666666666666667
4,12,7,9,48,0.25,-2,4.375,0.125,3.875,12.875,12,4,2.0
4,13,10,7,47,0.265625,3,8.125,1.125,2.625,14.625000000000002,15,4,1.4666666666666666
4,14,9,9,46,0.28125,0,6.25,0.25,4.25,15.249999999999998,10,4,2.2
4,15,12,7,45,0.296875,5,3.1250000000000004,0.125,3.125,17.125,13,4,2.0
4,16,11,9,44,0.3125,2,1.7500000000000002,0.75,1.75,17.25,13,4,2.1538461538461537
4,17,13,8,43,0.328125,5,1.6249999999999998,2.125,1.625,17.625,12,6,2.1666666666666665
4,18,11,11,42,0.34375,0,1.2500000000000002,0.75,2.25,17.75,12,4,2.25
4,19,13,10,41,0.359375,3,1.375,1.875,1.375,17.875,12,4,2.0833333333333335
4,20,10,14,40,0.375,-4,2.25,0.75,1.75,18.249999999999996,11,4,2.5454545454545454
4,21,13,12,39,0.390625,1,3.6250000000000004,1.125,3.125,19.124999999999996,10,5,2.8
4,22,12,14,38,0.40625,-2,4.499999999999999,1.5,3.5,19.500000000000004,11,4,2.090909090909091
4,23,14,13,37,0.421875,1,3.6250000000000004,1.625,3.125,20.125000000000004,9,5,3.111111111111111
4,24,11,17,36,0.4375,-6,5.000000000000001,1.0,2.5,21.0,9,3,2.2222222222222223
4,25,14,15,35,0.453125,-1,9.125,1.125,1.625,22.125,11,6,3.727272727272727
4,26,11,19,34,0.46875,-8,6.25,0.75,1.75,22.75,8,4,1.75
4,27,13,18,33,0.484375,-5,6.625000000000001,1.125,3.125,23.625,12,7,2.6666666666666665
4,28,12,20,32,0.5,-8,6.25,0.75,1.75,24.75,8,5,2.375
4,29,14,19,31,0.515625,-5,4.875000000000001,0.875,2.875,25.375000000000004,11,6,3.4545454545454546
4,30,12,22,30,0.53125,-10,3.7500000000000004,0.25,2.75,26.750000000000004,9,4,2.888888888888889
4,31,17,18,29,0.546875,-1,0.875,4.375,2.875,26.874999999999996,11,4,2.3636363636363638
4,32,16,20,28,0.5625,-4,1.7500000000000002,4.25,1.25,28.250000000000004,9,7,2.7777777777777777
4,33,18,19,27,0.578125,-1,1.6249999999999998,6.625,2.125,29.124999999999996,10,4,2.1
4,34,17,21,26,0.59375,-4,2.75,7.75,2.75,30.750000000000004,12,7,2.5833333333333335
4,35,19,20,25,0.609375,-1,2.875,4.875,3.875,31.874999999999996,9,4,2.111111111111111
4,36,16,24,24,0.625,-8,8.5,5.0,5.5,33.5,8,8,3.75
4,37,21,20,23,0.640625,1,4.125000000000001,4.125,5.125,34.625,7,4,2.142857142857143
4,38,19,23,22,0.65625,-4,10.375000000000002,4.125,3.375,34.87499999999999,10,8,3.1
4,39,21,22,21,0.671875,-1,7.749999999999999,3.5,3.75,36.75,8,5,2.75
4,40,18,26,20,0.6875,-8,10.125,8.875,3.625,38.12499999999999,12,5,2.75
4,41,22,23,19,0.703125,-1,4.0,12.75,4.5,40.00000000000001,8,4,2.5
4,42,18,28,18,0.71875,-10,9.875,11.125,5.875,41.375,12,6,3.4166666666666665
4,43,21,26,17,0.734375,-5,7.125,11.125,7.125,41.625,6,4,2.5
4,44,17,31,16,0.75,-14,16.249999999999996,7.25,5.75,43.25,7,8,5.0
4,45,24,25,15,0.765625,-1,5.125000000000001,15.125,6.625,45.125,5,3,1.8
4,46,23,27,14,0.78125,-4,6.25,11.75,7.25,46.75,8,5,2.75
4,47,26,25,13,0.796875,1,8.125,16.625,3.625,47.12500000000001,5,3,1.8
4,48,25,27,12,0.8125,-2,7.375,14.125,4.875,47.875,7,6,3.857142857142857
4,49,28,25,11,0.828125,3,8.125,14.125,9.625,48.625,5,3,1.8
4,50,27,27,10,0.84375,0,6.75,14.75,8.75,49.24999999999999,5,8,4.6
4,51,36,19,9,0.859375,17,13.625,2.625,8.625,51.12499999999999,6,4,2.1666666666666665
4,52,32,24,8,0.875,8,14.875,5.625,9.875,52.375,2,5,4.0
4,53,38,19,7,0.890625,19,21.750000000000004,2.5,8.25,53.24999999999999,4,3,1.75
4,54,35,23,6,0.90625,12,22.875000000000004,2.625,11.875,54.37499999999999,3,3,2.3333333333333335
4,55,39,20,5,0.921875,19,24.124999999999996,2.625,11.125,55.62500000000001,4,4,2.0
4,56,35,25,4,0.9375,10,33.0,0.0,7.0,57.0,1,1,1.0
4,57,37,24,3,0.953125,13,34.74999999999999,0.0,6.75,58.75,3,5,3.6666666666666665
4,58,32,30,2,0.96875,2,32.5,0.0,10.5,60.49999999999999,2,1,1.0
4,59,34,29,1,0.984375,5,30.125,0.125,11.125,62.12499999999999,1,3,3.0
4,60,31,33,0,1.0,-2,38.5,0.5,8.5,64.0,0,0,0.0
5,0,2,2,60,0.0625,0,0.0,0.0,4.0,4.0,4,1,1.0
5,1,4,1,59,0.078125,3,1.1249999999999998,0.125,1.125,4.125000000000001,3,1,1.0
5,2,3,3,58,0.09375,0,0.0,0.5,0.5,4.499999999999999,5,1,1.0
5,3,5,2,57,0.109375,3,1.1249999999999998,1.125,2.125,5.125000000000001,5,2,1.2
5,4,4,4,56,0.125,0,0.0,2.0,0.5,5.999999999999999,7,1,1.0
5,5,6,3,55,0.140625,3,1.1249999999999998,1.125,2.125,7.125,5,2,1.6
5,6,4,6,54,0.15625,-2,1.0,0.5,3.0,8.5,8,3,1.75
5,7,7,4,53,0.171875,3,1.1249999999999998,0.125,2.125,10.125,7,3,1.4285714285714286
5,8,6,6,52,0.1875,0,1.375,1.125,4.375,10.375000000000002,11,2,1.2727272727272727
5,9,8,5,51,0.203125,3,1.1249999999999998,0.125,2.125,11.125,8,3,2.0
5,10,6,8,50,0.21875,-2,0.37499999999999994,0.125,4.375,12.375,8,2,1.75
5,11,9,6,49,0.234375,3,1.4999999999999998,0.25,2.5,12.500000000000002,10,3,1.9
5,12,6,10,48,0.25,-4,1.375,1.625,1.375,12.875,12,4,2.0
5,13,8,9,47,0.265625,-1,1.4999999999999998,0.25,2.5,13.5,11,3,1.7272727272727273
5,14,6,12,46,0.28125,-6,4.875000000000001,0.625,4.875,15.375000000000002,11,6,2.6363636363636362
5,15,10,9,45,0.296875,1,0.7499999999999999,2.5,2.75,16.249999999999996,9,2,1.4444444444444444
5,16,8,12,44,0.3125,-4,2.3749999999999996,0.125,3.375,17.374999999999996,14,4,2.0
5,17,10,11,43,0.328125,-1,2.5000000000000004,0.25,3.5,17.5,12,4,2.25
5,18,9,13,42,0.34375,-4,2.625,1.375,2.625,17.625,11,4,2.1818181818181817
5,19,11,12,41,0.359375,-1,2.75,0.5,3.75,17.75,12,4,2.25
5,20,10,14,40,0.375,-4,2.875,0.625,3.875,17.875,11,4,2.090909090909091
5,21,12,13,39,0.390625,-1,1.7500000000000002,1.0,2.25,18.249999999999996,11,4,2.3636363636363638
5,22,11,15,38,0.40625,-4,2.125,0.875,1.625,18.625,13,4,1.7692307692307692
5,23,13,14,37,0.421875,-1,2.0000000000000004,1.75,2.0,19.000000000000004,10,5,2.7
5,24,12,16,36,0.4375,-4,1.6249999999999998,1.875,3.125,19.624999999999996,12,4,1.8333333333333333
5,25,14,15,35,0.453125,-1,1.7500000000000002,3.0,1.75,20.25,10,6,3.1
5,26,12,18,34,0.46875,-6,2.125,1.875,4.125,20.625,11,4,1.9090909090909092
5,27,14,17,33,0.484375,-3,1.4999999999999998,1.75,3.0,21.5,11,7,3.727272727272727
5,28,13,19,32,0.5,-6,2.3749999999999996,1.625,5.375,22.375000000000004,11,5,2.090909090909091
5,29,17,16,31,0.515625,1,6.125,3.625,7.125,24.124999999999996,11,7,3.5454545454545454
5,30,16,18,30,0.53125,-2,5.000000000000001,3.0,6.0,25.499999999999996,11,3,1.8181818181818181
5,31,20,15,29,0.546875,5,14.125,1.625,5.125,27.125000000000004,11,8,4.0
5,32,15,21,28,0.5625,-6,4.750000000000001,5.75,5.75,27.749999999999996,14,3,1.3571428571428572
5,33,18,19,27,0.578125,-1,6.875,1.875,6.375,28.875,12,5,2.75
5,34,16,22,26,0.59375,-6,5.999999999999999,1.5,8.0,30.0,14,4,2.142857142857143
5,35,18,21,25,0.609375,-3,6.374999999999999,1.375,8.375,31.375,13,5,2.923076923076923
5,36,17,23,24,0.625,-6,4.750000000000001,2.75,6.75,33.25000000000001,12,5,2.75
5,37,20,21,23,0.640625,-1,8.875,4.375,5.875,34.87499999999999,14,5,3.2142857142857144
5,38,15,27,22,0.65625,-12,4.25,2.75,3.75,36.25,11,6,2.909090909090909
5,39,17,26,21,0.671875,-9,4.125000000000001,5.625,4.125,37.12500000000001,10,5,3.4
5,40,15,29,20,0.6875,-14,4.750000000000001,3.25,3.25,38.75,9,6,3.2222222222222223
5,41,18,27,19,0.703125,-9,3.875,7.375,4.875,39.87500000000001,9,7,2.6666666666666665
5,42,11,35,18,0.71875,-24,13.25,2.75,10.25,41.75,8,5,2.875
5,43,15,32,17,0.734375,-17,7.625000000000001,3.125,10.625,43.625,5,6,3.8
5,44,14,34,16,0.75,-20,9.75,2.75,7.75,44.25,7,5,2.857142857142857
5,45,20,29,15,0.765625,-9,10.125,2.625,11.125,45.625,4,4,3.25
5,46,19,31,14,0.78125,-12,13.75,2.75,9.75,47.25,9,4,2.6666666666666665
5,47,22,29,13,0.796875,-7,10.000000000000002,2.75,14.0,47.5,4,4,3.75
5,48,19,33,12,0.8125,-14,10.25,2.75,14.25,47.75,8,4,2.875
5,49,21,32,11,0.828125,-11,9.625,3.125,14.625,48.625,2,4,4.0
5,50,17,37,10,0.84375,-20,11.0,7.5,13.0,50.5,8,8,3.375
5,51,26,29,9,0.859375,-3,4.750000000000001,7.5,11.75,51.25,1,1,1.0
5,52,25,31,8,0.875,-6,7.5,7.5,10.5,51.99999999999999,7,5,3.5714285714285716
5,53,31,26,7,0.890625,5,8.75,7.5,10.75,53.24999999999999,2,1,1.0
5,54,30,28,6,0.90625,2,7.375,7.125,10.375,54.37499999999999,5,4,3.0
5,55,33,26,5,0.921875,7,5.749999999999999,5.0,11.25,55.75,2,1,1.0
5,56,32,28,4,0.9375,4,7.5,4.5,13.0,57.0,4,5,3.5
5,57,37,24,3,0.953125,13,6.625000000000001,3.125,18.625,58.62500000000001,1,1,1.0
5,58,36,26,2,0.96875,10,5.375,3.125,17.375,60.37500000000001,2,6,5.5
5,59,42,21,1,0.984375,21,10.749999999999998,2.5,8.75,62.24999999999999,0,0,0.0
5,60,42,21,1,0.984375,21,10.749999999999998,2.5,8.75,62.24999999999999,1,6,6.0
5,61,49,15,0,1.0,34,27.0,2.0,3.0,64.0,0,0,0.0
6,0,2,2,60,0.0625,0,0.0,0.0,4.0,4.0,4,1,1.0
6,1,4,1,59,0.078125,3,1.1249999999999998,0.125,1.125,4.125000000000001,3,1,1.0
6,2,3,3,58,0.09375,0,0.0,0.5,0.5,4.499999999999999,5,1,1.0
6,3,5,2,57,0.109375,3,1.2500000000000002,0.5,1.75,4.750000000000001,4,2,1.25
6,4,4,4,56,0.125,0,0.37499999999999994,1.125,0.375,5.375,6,1,1.0
6,5,6,3,55,0.140625,3,1.2500000000000002,2.0,1.75,6.25,6,2,1.5
6,6,5,5,54,0.15625,0,0.37499999999999994,1.125,1.375,7.375,11,2,1.2727272727272727
6,7,8,3,53,0.171875,5,4.25,2.0,0.75,8.75,5,4,1.8
6,8,7,5,52,0.1875,2,4.499999999999999,0.5,0.0,9.499999999999998,12,1,1.0
6,9,9,4,51,0.203125,5,4.125000000000001,0.125,0.125,11.125,5,4,3.2
6,10,6,8,50,0.21875,-2,0.25,1.25,1.25,11.250000000000002,9,2,1.4444444444444444
6,11,9,6,49,0.234375,3,4.125000000000001,2.125,2.125,13.124999999999998,7,4,2.7142857142857144
6,12,8,8,48,0.25,0,5.000000000000001,0.5,1.0,13.5,13,2,1.2307692307692308
6,13,10,7,47,0.265625,3,4.625,0.125,0.625,13.625,7,5,3.0
6,14,8,10,46,0.28125,-2,2.0000000000000004,0.5,2.5,14.0,13,3,1.4615384615384615
6,15,10,9,45,0.296875,1,1.6249999999999998,1.125,2.125,14.125,8,4,2.5
6,16,9,11,44,0.3125,-2,3.2499999999999996,2.25,1.75,14.749999999999998,12,3,1.5833333333333333
6,17,13,8,43,0.328125,5,4.499999999999999,0.25,1.0,16.0,8,5,2.75
6,18,11,11,42,0.34375,0,5.125000000000001,0.875,0.625,16.125,16,3,1.625
6,19,13,10,41,0.359375,3,5.5,2.25,0.5,16.500000000000004,7,6,4.285714285714286
6,20,10,14,40,0.375,-4,5.125000000000001,1.875,3.625,17.125,18,4,1.4444444444444444
6,21,12,13,39,0.390625,-1,4.0,1.75,5.0,17.5,6,6,3.3333333333333335
6,22,10,16,38,0.40625,-6,4.750000000000001,1.75,5.75,19.250000000000004,13,4,2.230769230769231
6,23,12,15,37,0.421875,-3,5.375,2.375,5.375,19.375,4,4,2.5
6,24,11,17,36,0.4375,-6,7.749999999999999,3.75,3.75,20.25,13,5,2.6923076923076925
6,25,16,13,35,0.453125,3,3.1250000000000004,4.125,1.625,21.125,4,3,2.0
6,26,15,15,34,0.46875,0,4.375,4.125,2.875,21.375,18,5,2.1666666666666665
6,27,17,14,33,0.484375,3,5.5,2.25,3.5,22.0,4,5,3.75
6,28,12,20,32,0.5,-8,11.125,5.875,2.625,22.624999999999996,16,5,2.5
6,29,15,18,31,0.515625,-3,12.999999999999998,3.25,2.5,22.999999999999996,3,5,2.3333333333333335
6,30,14,20,30,0.53125,-6,16.625,3.875,2.125,24.124999999999996,16,7,3.5625
6,31,19,16,29,0.546875,3,7.249999999999999,5.5,2.25,25.25,3,6,3.0
6,32,18,18,28,0.5625,0,5.875000000000001,6.625,2.875,25.874999999999996,15,7,3.066666666666667
6,33,26,11,27,0.578125,15,6.75,0.5,2.75,26.750000000000004,4,8,3.5
6,34,25,13,26,0.59375,12,5.125000000000001,1.875,4.125,27.625000000000004,14,4,2.2857142857142856
6,35,27,12,25,0.609375,15,7.249999999999999,1.0,3.25,28.749999999999996,4,8,3.75
6,36,25,15,24,0.625,10,5.125000000000001,3.875,3.625,30.125,12,6,2.5833333333333335
6,37,27,14,23,0.640625,13,6.25,2.0,5.75,31.250000000000004,3,8,4.666666666666667
