game,ply,side_to_move,chosen_idx,n_legal,n_empties,i_move_bits,log2_m_bits,p_chosen,total_raw_count,chosen_raw_count,in_book,chosen_in_book,a1_minus_energy,e_minus_energy,d4_a1_occupation_energy,d4_a2_occupation_energy,d4_b1_occupation_energy,d4_b2_occupation_energy,d4_e_occupation_energy
9,9,-1,13,7,51,3.709428501368347,2.807354922057604,0.5351170568561873,591,319,1,1,1.4999999999999998,4.499999999999999,9.5,0.25,0.25,0.5,2.5
9,10,1,26,10,50,3.6124095060659798,3.321928094887362,0.817629179331307,319,268,1,1,0.6250000000000001,7.000000000000001,9.625,0.375,0.375,0.625,3.0
9,11,-1,53,9,49,3.450777153326759,3.169925001442312,0.8231046931407943,268,227,1,1,4.499999999999999,4.499999999999999,11.0,0.25,0.25,1.0,2.5
9,12,1,22,11,48,4.830687425888228,3.4594316186372973,0.3865546218487395,227,91,1,1,4.875000000000001,7.000000000000001,11.375,0.125,0.625,0.875,3.0
9,13,-1,29,8,47,3.3814291066360243,3.0,0.7676767676767676,91,75,1,1,5.000000000000001,7.5,12.0,0.25,0.25,1.0,3.5
9,14,1,30,11,46,3.695871814459378,3.4594316186372973,0.8488372093023255,75,72,1,1,4.625,7.000000000000001,13.625,0.375,0.375,0.625,3.0
9,15,-1,43,7,45,3.4387103282632117,2.807354922057604,0.6455696202531646,72,50,1,1,8.000000000000002,7.5,14.0,0.25,0.25,1.0,3.5
9,16,1,42,13,44,4.0630097975258,3.700439718141092,0.7777777777777778,50,48,1,1,5.375,11.0,15.875,0.125,0.125,0.875,3.0
9,17,-1,25,9,43,4.144834020479482,3.169925001442312,0.5087719298245614,48,28,1,1,7.625000000000001,8.5,17.625,0.125,0.125,0.625,2.5
9,18,1,41,15,42,4.873723731673319,3.9068905956085187,0.5116279069767442,28,21,1,1,5.749999999999999,11.0,18.25,0.25,0.25,0.25,3.0
9,19,-1,17,9,41,4.491853096329674,3.169925001442312,0.4,21,11,1,1,7.125,8.5,19.125,0.625,0.125,0.625,2.5
9,20,1,33,14,40,4.866248611111173,3.807354922057604,0.48,11,11,1,1,2.75,12.999999999999998,20.25,0.25,0.25,0.25,3.0
9,21,-1,38,12,39,4.938599455335856,3.584962500721156,0.391304347826087,11,8,1,1,4.625,10.5,21.125,0.125,0.625,0.625,2.5
9,22,1,24,18,38,6.548436624696041,4.169925001442312,0.19230769230769232,8,4,1,1,1.7500000000000002,14.0,22.25,0.25,1.25,0.25,2.0
9,23,-1,32,13,37,6.787902559391432,3.700439718141092,0.11764705882352941,4,1,1,1,2.875,16.500000000000004,22.375,0.375,1.375,0.375,2.5
9,24,1,16,17,36,7.257387842692651,4.087462841250339,0.1111111111111111,1,1,1,1,1.2500000000000002,21.0,22.75,0.25,1.75,0.25,3.0
9,25,-1,51,15,35,6.906890595608519,3.9068905956085187,0.125,1,1,1,1,1.375,21.5,22.875,0.375,1.875,0.375,3.5
9,26,1,40,16,34,7.087462841250339,4.0,0.11764705882352941,1,1,1,1,0.25,25.0,24.25,0.75,1.25,0.75,3.0
9,27,-1,23,10,33,5.78135971352466,3.321928094887362,0.18181818181818182,1,1,1,1,1.6249999999999998,23.500000000000004,24.625,0.625,1.625,0.625,3.5
9,28,1,31,16,32,8.087462841250339,4.0,0.058823529411764705,1,0,1,0,0.7499999999999999,27.0,25.25,0.75,2.25,0.75,3.0
9,29,-1,39,9,31,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,1.875,24.5,25.875,0.875,2.875,0.875,2.5
9,30,1,5,15,30,7.813781191217037,3.9068905956085187,0.06666666666666667,0,0,0,0,0.7499999999999999,28.000000000000004,26.75,0.75,3.75,0.75,2.0
9,31,-1,11,10,29,6.643856189774724,3.321928094887362,0.1,0,0,0,0,2.125,28.5,27.625,0.625,3.125,1.125,2.5
9,32,1,4,11,28,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,7.249999999999999,21.0,29.25,0.25,2.75,0.75,3.0
9,33,-1,2,9,27,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,8.375,21.5,30.375,0.375,1.875,0.875,3.5
9,34,1,50,10,26,6.643856189774724,3.321928094887362,0.1,0,0,0,0,7.000000000000001,22.0,31.5,0.5,1.5,0.5,4.0
9,35,-1,49,7,25,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,3.375,23.500000000000004,32.875,0.375,1.375,0.875,3.5
9,36,1,3,13,24,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,1.1249999999999998,28.000000000000004,33.125,0.375,1.375,1.125,4.0
9,37,-1,6,7,23,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,7.000000000000001,26.500000000000004,34.5,0.25,0.75,1.0,4.5
9,38,1,52,12,22,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,6.625000000000001,25.0,34.625,0.375,0.875,1.125,5.0
9,39,-1,15,8,21,6.0,3.0,0.125,0,0,0,0,9.0,22.5,36.5,0.25,0.75,1.0,4.5
9,40,1,47,12,20,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,4.875000000000001,27.0,36.875,0.125,0.625,1.375,5.0
9,41,-1,55,10,19,6.643856189774724,3.321928094887362,0.1,0,0,0,0,9.249999999999998,24.5,38.25,0.0,1.0,1.25,4.5
9,42,1,46,11,18,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,10.375000000000002,27.0,38.875,0.125,1.125,0.875,5.0
9,43,-1,60,9,17,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,13.5,22.5,40.5,0.25,1.25,0.5,4.5
9,44,1,56,7,16,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,9.125,25.999999999999996,42.125,0.375,0.875,0.625,4.0
9,45,-1,48,5,15,4.643856189774724,2.321928094887362,0.2,0,0,0,0,12.375,24.5,42.375,0.375,0.875,0.875,4.5
9,46,1,57,6,14,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,11.250000000000002,20.000000000000004,43.25,0.25,1.25,1.25,4.0
9,47,-1,58,5,13,4.643856189774724,2.321928094887362,0.2,0,0,0,0,10.875,29.5,44.375,0.375,0.875,1.875,3.5
9,48,1,59,5,12,4.643856189774724,2.321928094887362,0.2,0,0,0,0,8.5,28.999999999999996,46.0,0.5,0.5,2.0,3.0
9,49,-1,61,6,11,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,12.875,30.500000000000004,47.875,0.375,0.375,1.875,2.5
9,50,1,62,3,10,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,9.249999999999998,30.0,49.75,0.25,0.25,1.75,2.0
9,51,-1,9,5,9,4.643856189774724,2.321928094887362,0.2,0,0,0,0,9.125,32.5,51.125,0.125,0.125,1.125,2.5
9,52,1,10,4,8,4.0,2.0,0.25,0,0,0,0,7.875,35.0,51.875,0.125,0.125,0.875,3.0
9,53,-1,1,4,7,4.0,2.0,0.25,0,0,0,0,9.75,32.5,53.75,0.0,0.0,0.75,2.5
9,54,1,0,4,6,4.0,2.0,0.25,0,0,0,0,7.375,44.0,55.375,0.125,0.125,0.375,2.0
9,55,-1,8,3,5,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,9.125,44.5,56.125,0.125,0.125,0.125,2.5
9,56,1,7,3,4,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,12.999999999999998,36.0,58.0,0.0,0.0,0.0,2.0
9,57,-1,14,2,3,2.0,1.0,0.5,0,0,0,0,8.25,23.500000000000004,59.25,0.0,0.0,0.25,1.5
9,58,1,63,2,2,2.0,1.0,0.5,0,0,0,0,7.5,22.999999999999996,60.5,0.0,0.0,0.5,1.0
9,59,-1,54,1,1,0.0,0.0,1.0,0,0,0,0,15.249999999999998,34.5,62.25,0.0,0.0,0.25,0.5
10,0,1,19,4,60,4.0,2.0,0.25,246196,61549,1,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0
10,1,-1,18,3,59,3.090070792267306,1.584962500721156,0.35230374317650115,61549,21684,1,1,1.1249999999999998,2.5000000000000004,4.125,0.125,0.125,0.125,0.5
10,2,1,26,4,58,2.0238777851547174,2.0,0.9835853928439691,21684,21331,1,1,0.37499999999999994,1.0,4.375,0.125,0.125,0.375,1.0
10,3,-1,34,2,57,2.0,1.0,0.5,42662,21331,1,1,1.7500000000000002,3.5,4.75,0.0,0.0,0.75,1.5
10,4,1,45,9,56,7.189951911135342,3.169925001442312,0.06163839431749147,21390,1318,1,1,0.37499999999999994,5.999999999999999,5.375,0.125,0.125,0.375,2.0
10,5,-1,20,7,55,4.384715700045422,2.807354922057604,0.3350943396226415,1318,443,1,1,1.1249999999999998,5.5,6.125,0.125,0.125,1.125,1.5
10,6,1,42,6,54,2.698566609228016,2.584962500721156,0.9242761692650334,443,414,1,1,2.0000000000000004,8.000000000000002,7.0,0.0,0.0,1.0,2.0
10,7,-1,29,6,53,4.216254052497785,2.584962500721156,0.3227990970654628,437,142,1,1,3.2499999999999996,6.499999999999999,8.25,0.0,0.0,0.25,2.5
10,8,1,33,8,52,3.286304185156641,3.0,0.82,142,122,1,1,3.375,8.000000000000002,9.375,0.125,0.125,0.375,2.0
10,9,-1,41,7,51,3.326729081151184,2.807354922057604,0.6976744186046512,122,89,1,1,1.4999999999999998,10.5,9.5,0.25,0.25,0.5,2.5
10,10,1,11,9,50,4.740240726199067,3.169925001442312,0.336734693877551,89,32,1,1,3.6250000000000004,9.0,9.625,0.375,0.375,0.625,3.0
10,11,-1,37,13,49,8.192292814470767,3.700439718141092,0.044444444444444446,32,1,1,1,2.9999999999999996,7.5,10.0,0.75,0.25,0.5,3.5
10,12,1,43,13,48,6.507794640198696,3.700439718141092,0.14285714285714285,1,1,1,1,3.875,7.000000000000001,11.375,0.625,0.625,0.375,3.0
10,13,-1,25,13,47,7.507794640198696,3.700439718141092,0.07142857142857142,1,0,1,0,2.0000000000000004,10.5,13.0,0.75,0.25,0.5,2.5
10,14,1,10,14,46,7.614709844115208,3.807354922057604,0.07142857142857142,0,0,0,0,1.6249999999999998,11.0,13.625,0.375,0.375,0.625,3.0
10,15,-1,51,13,45,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,2.5000000000000004,13.5,14.0,0.75,0.25,0.5,3.5
10,16,1,50,14,44,7.614709844115208,3.807354922057604,0.07142857142857142,0,0,0,0,0.875,14.0,14.875,0.625,0.125,0.375,4.0
10,17,-1,44,14,43,7.614709844115208,3.807354922057604,0.07142857142857142,0,0,0,0,2.9999999999999996,14.500000000000002,15.5,0.25,0.25,0.5,4.5
10,18,1,52,15,42,7.813781191217037,3.9068905956085187,0.06666666666666667,0,0,0,0,1.375,14.0,17.375,0.125,0.125,0.375,4.0
10,19,-1,61,14,41,7.614709844115208,3.807354922057604,0.07142857142857142,0,0,0,0,0.5000000000000001,15.5,18.5,0.25,0.25,0.5,3.5
10,20,1,53,13,40,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,2.625,14.0,18.625,0.375,0.375,0.625,4.0
10,21,-1,17,13,39,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,1.4999999999999998,9.499999999999998,19.5,0.75,0.75,0.5,3.5
10,22,1,16,15,38,7.813781191217037,3.9068905956085187,0.06666666666666667,0,0,0,0,2.625,14.0,20.625,0.375,0.375,0.625,4.0
10,23,-1,24,13,37,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,1.4999999999999998,18.5,21.0,0.25,0.25,1.0,4.5
10,24,1,40,13,36,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,2.125,15.000000000000002,21.125,0.375,0.375,1.125,5.0
10,25,-1,8,13,35,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,3.2499999999999996,15.5,21.75,0.5,0.5,0.75,5.5
10,26,1,30,9,34,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,3.375,16.0,21.875,0.625,0.625,0.875,6.0
10,27,-1,38,15,33,7.813781191217037,3.9068905956085187,0.06666666666666667,0,0,0,0,3.2499999999999996,19.500000000000004,23.25,1.0,0.5,0.75,5.5
10,28,1,13,10,32,6.643856189774724,3.321928094887362,0.1,0,0,0,0,3.375,17.0,24.875,0.625,0.625,0.875,5.0
10,29,-1,21,16,31,8.0,4.0,0.0625,0,0,0,0,2.75,16.500000000000004,26.25,0.5,1.0,0.75,4.5
10,30,1,22,9,30,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,2.9999999999999996,20.000000000000004,28.0,0.5,1.0,0.5,4.0
10,31,-1,4,17,29,8.174925682500678,4.087462841250339,0.058823529411764705,0,0,0,0,4.625,15.5,29.625,0.625,0.625,0.625,3.5
10,32,1,32,10,28,6.643856189774724,3.321928094887362,0.1,0,0,0,0,5.000000000000001,17.999999999999996,30.0,1.0,0.5,0.5,4.0
10,33,-1,48,17,27,8.174925682500678,4.087462841250339,0.058823529411764705,0,0,0,0,4.625,16.500000000000004,30.625,0.625,0.625,0.625,4.5
10,34,1,47,10,26,6.643856189774724,3.321928094887362,0.1,0,0,0,0,4.499999999999999,22.999999999999996,31.0,0.5,1.0,0.5,5.0
10,35,-1,5,16,25,8.0,4.0,0.0625,0,0,0,0,4.875000000000001,26.500000000000004,31.875,0.375,1.375,0.875,4.5
10,36,1,46,7,24,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,4.499999999999999,28.999999999999996,33.0,0.5,1.0,0.5,5.0
10,37,-1,23,13,23,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,5.875000000000001,28.5,34.875,0.375,0.875,0.375,4.5
10,38,1,12,7,22,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,6.25,25.999999999999996,36.25,0.25,1.25,0.25,4.0
10,39,-1,2,11,21,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,12.125,19.500000000000004,38.125,0.125,1.125,0.125,3.5
10,40,1,9,6,20,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,13.75,21.0,39.75,0.25,0.75,0.25,3.0
10,41,-1,39,10,19,6.643856189774724,3.321928094887362,0.1,0,0,0,0,23.500000000000004,11.5,40.0,0.25,0.75,0.5,3.5
10,42,1,31,5,18,4.643856189774724,2.321928094887362,0.2,0,0,0,0,15.375000000000002,15.000000000000002,40.875,0.625,1.125,0.375,3.0
10,43,-1,55,12,17,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,17.0,16.500000000000004,42.0,0.25,1.75,0.5,2.5
10,44,1,6,5,16,4.643856189774724,2.321928094887362,0.2,0,0,0,0,23.124999999999996,11.999999999999998,42.625,0.375,2.375,0.625,2.0
10,45,-1,3,12,15,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,22.999999999999996,10.5,43.5,0.75,1.75,0.5,2.5
10,46,1,14,5,14,4.643856189774724,2.321928094887362,0.2,0,0,0,0,14.375,19.000000000000004,44.875,0.625,1.125,0.375,3.0
10,47,-1,62,11,13,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,19.124999999999996,17.5,45.625,0.625,1.125,0.125,3.5
10,48,1,49,3,12,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,20.75,14.0,46.75,0.25,0.75,0.25,4.0
10,49,-1,0,10,11,6.643856189774724,3.321928094887362,0.1,0,0,0,0,21.5,11.5,48.0,0.25,0.75,0.5,3.5
10,50,1,1,2,10,2.0,1.0,0.5,0,0,0,0,16.75,14.0,48.25,0.25,0.75,0.75,4.0
10,51,-1,56,8,9,6.0,3.0,0.125,0,0,0,0,10.625000000000002,23.500000000000004,49.625,0.125,0.625,1.125,3.5
10,52,1,57,2,8,2.0,1.0,0.5,0,0,0,0,8.375,28.000000000000004,50.375,0.125,0.625,0.875,4.0
10,53,-1,58,6,7,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,10.000000000000002,25.499999999999996,52.0,0.25,0.75,0.5,3.5
10,54,1,60,3,6,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,6.875,30.999999999999996,53.875,0.125,0.625,0.375,3.0
10,55,-1,59,4,5,4.0,2.0,0.25,0,0,0,0,9.0,30.500000000000004,55.5,0.25,0.25,0.5,2.5
10,56,1,54,1,4,0.0,0.0,1.0,0,0,0,0,8.875,32.00000000000001,57.375,0.125,0.125,0.375,2.0
10,57,-1,63,3,3,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,14.625000000000002,27.5,59.125,0.125,0.125,0.125,1.5
10,59,-1,7,2,2,2.0,1.0,0.5,0,0,0,0,11.875,27.0,60.375,0.125,0.125,0.375,1.0
10,60,1,15,1,1,0.0,0.0,1.0,0,0,0,0,37.625,12.500000000000002,62.125,0.125,0.125,0.125,0.5
11,0,1,37,4,60,4.0,2.0,0.25,246196,61549,1,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0
11,1,-1,29,3,59,8.18841892558943,1.584962500721156,0.010283987522744996,61549,632,1,1,1.1249999999999998,2.5000000000000004,4.125,0.125,0.125,0.125,0.5
11,2,1,20,5,58,2.5656152945870385,2.321928094887362,0.8445839874411303,632,537,1,1,0.0,5.000000000000001,4.5,0.0,0.5,0.0,1.0
11,3,-1,13,4,57,4.909559782384504,2.0,0.133086876155268,537,71,1,1,1.1249999999999998,3.5,5.125,0.125,0.125,0.125,1.5
11,4,1,12,7,56,3.5691951848628394,2.807354922057604,0.5897435897435898,71,45,1,1,1.2500000000000002,4.0,5.25,0.25,0.25,0.25,2.0
11,5,-1,45,3,55,2.7930706960513563,1.584962500721156,0.43283582089552236,64,28,1,1,1.375,4.499999999999999,5.375,0.375,0.375,0.375,2.5
11,6,1,19,9,54,4.017921907997263,3.169925001442312,0.5555555555555556,36,24,1,1,0.6250000000000001,2.9999999999999996,5.625,0.375,0.375,0.625,3.0
11,7,-1,26,6,53,3.68449817427207,2.584962500721156,0.4666666666666667,24,13,1,1,1.4999999999999998,5.5,6.5,0.25,0.25,0.5,3.5
11,8,1,21,9,52,4.307428525192247,3.169925001442312,0.45454545454545453,13,9,1,1,1.6249999999999998,5.000000000000001,7.625,0.375,0.375,0.625,3.0
11,9,-1,4,7,51,3.6374299206152916,2.807354922057604,0.5625,9,8,1,1,0.37499999999999994,3.5,8.375,0.375,0.375,0.375,3.5
11,10,1,46,7,50,6.714245517666123,2.807354922057604,0.06666666666666667,8,0,1,0,2.5000000000000004,5.999999999999999,8.5,0.5,0.5,0.5,4.0
11,11,-1,38,9,49,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,0.37499999999999994,6.499999999999999,8.875,0.875,0.375,0.375,4.5
11,12,1,44,9,48,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,1.7500000000000002,5.000000000000001,9.25,1.25,0.25,0.25,5.0
11,13,-1,30,12,47,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,3.1250000000000004,6.499999999999999,10.625,1.125,0.125,0.625,4.5
11,14,1,39,10,46,6.643856189774724,3.321928094887362,0.1,0,0,0,0,2.75,7.000000000000001,11.25,0.75,0.25,0.75,5.0
11,15,-1,11,9,45,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,1.1249999999999998,9.499999999999998,11.625,1.125,0.125,0.625,5.5
11,16,1,23,11,44,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,2.0000000000000004,11.999999999999998,12.5,1.0,0.0,0.5,6.0
11,17,-1,31,8,43,6.0,3.0,0.125,0,0,0,0,1.6249999999999998,12.500000000000002,12.625,1.125,0.125,0.625,6.5
11,18,1,22,9,42,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,2.25,12.999999999999998,13.25,0.75,0.25,0.75,7.0
11,19,-1,42,8,41,6.0,3.0,0.125,0,0,0,0,1.375,13.5,13.875,0.375,0.375,0.875,7.5
11,20,1,5,8,40,6.0,3.0,0.125,0,0,0,0,1.6249999999999998,12.999999999999998,15.125,0.375,0.375,1.125,7.0
11,21,-1,6,8,39,6.0,3.0,0.125,0,0,0,0,2.9999999999999996,15.5,15.5,0.25,0.25,1.5,7.5
11,22,1,3,8,38,6.0,3.0,0.125,0,0,0,0,1.6249999999999998,16.0,15.625,0.375,0.375,1.625,8.0
11,23,-1,2,8,37,6.0,3.0,0.125,0,0,0,0,2.0000000000000004,16.500000000000004,16.5,0.25,0.25,1.5,8.5
11,24,1,34,8,36,6.0,3.0,0.125,0,0,0,0,2.625,17.0,17.125,0.375,0.375,1.125,9.0
11,25,-1,41,9,35,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,1.7500000000000002,18.5,18.75,0.5,0.5,0.75,8.5
11,26,1,18,7,34,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,1.6249999999999998,22.0,19.625,0.375,0.875,1.125,8.0
11,27,-1,10,9,33,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,4.375,17.5,21.375,0.375,0.875,0.875,7.5
11,28,1,25,8,32,6.0,3.0,0.125,0,0,0,0,2.5000000000000004,22.0,22.5,0.5,0.5,0.5,8.0
11,29,-1,24,12,31,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,4.125000000000001,19.500000000000004,23.625,0.625,0.625,0.625,7.5
11,30,1,33,7,30,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,1.7500000000000002,27.0,24.75,0.75,0.75,0.75,7.0
11,31,-1,43,9,29,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,8.125,20.500000000000004,26.125,0.625,1.125,0.625,6.5
11,32,1,17,9,28,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,5.000000000000001,22.0,28.0,0.5,1.0,0.5,6.0
11,33,-1,16,12,27,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,7.375,17.5,29.375,0.375,1.375,0.375,5.5
11,34,1,51,9,26,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,6.25,20.000000000000004,30.25,0.25,1.25,0.25,6.0
11,35,-1,40,13,25,7.400879436282184,3.700439718141092,0.07692307692307693,0,0,0,0,12.375,15.5,31.875,0.375,0.875,0.375,5.5
11,36,1,32,4,24,4.0,2.0,0.25,0,0,0,0,8.000000000000002,25.0,33.0,0.5,1.0,0.5,5.0
11,37,-1,50,12,23,7.169925001442312,3.584962500721156,0.08333333333333333,0,0,0,0,9.875,20.500000000000004,34.375,0.375,1.375,0.375,4.5
11,38,1,1,7,22,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,5.5,23.999999999999996,36.0,0.5,1.0,0.5,4.0
11,39,-1,0,10,21,6.643856189774724,3.321928094887362,0.1,0,0,0,0,9.875,20.500000000000004,36.375,0.375,1.375,0.375,4.5
11,40,1,14,7,20,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,10.625000000000002,21.0,36.625,0.375,1.375,0.625,5.0
11,41,-1,8,11,19,6.918863237274595,3.4594316186372973,0.09090909090909091,0,0,0,0,16.875,21.5,36.875,0.375,1.375,0.875,5.5
11,42,1,9,6,18,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,16.500000000000004,23.999999999999996,37.5,0.5,1.0,1.0,6.0
11,43,-1,60,9,17,6.339850002884624,3.169925001442312,0.1111111111111111,0,0,0,0,18.249999999999996,22.5,38.25,0.5,1.0,0.75,6.5
11,44,1,57,5,16,4.643856189774724,2.321928094887362,0.2,0,0,0,0,15.875000000000002,23.999999999999996,39.875,0.625,0.625,0.875,6.0
11,45,-1,58,10,15,6.643856189774724,3.321928094887362,0.1,0,0,0,0,17.25,23.500000000000004,40.75,1.0,1.0,0.75,5.5
11,46,1,49,3,14,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,16.125,25.0,42.125,0.875,0.875,1.125,5.0
11,47,-1,53,8,13,6.0,3.0,0.125,0,0,0,0,22.375000000000004,20.500000000000004,43.375,0.875,0.875,1.375,4.5
11,48,1,59,5,12,4.643856189774724,2.321928094887362,0.2,0,0,0,0,11.250000000000002,23.999999999999996,45.25,0.75,0.75,1.25,4.0
11,49,-1,52,8,11,6.0,3.0,0.125,0,0,0,0,13.625,27.5,47.125,0.625,0.625,1.125,3.5
11,50,1,61,4,10,4.0,2.0,0.25,0,0,0,0,13.5,30.999999999999996,49.0,0.5,0.5,1.0,3.0
11,51,-1,56,7,9,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,14.125,32.5,50.625,0.625,0.625,0.625,2.5
11,52,1,54,3,8,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,13.875,33.0,51.375,0.625,0.625,0.375,3.0
11,53,-1,48,7,7,5.614709844115208,2.807354922057604,0.14285714285714285,0,0,0,0,16.125,28.5,53.125,0.625,0.625,0.125,2.5
11,55,-1,55,6,6,5.169925001442312,2.584962500721156,0.16666666666666666,0,0,0,0,15.249999999999998,33.0,54.25,0.25,0.25,0.25,3.0
11,56,1,47,3,5,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,7.625000000000001,40.5,55.625,0.625,0.125,0.125,2.5
11,57,-1,62,4,4,4.0,2.0,0.25,0,0,0,0,8.000000000000002,37.99999999999999,57.5,0.5,0.0,0.0,2.0
11,58,1,63,3,3,3.169925001442312,1.584962500721156,0.3333333333333333,0,0,0,0,16.125,31.5,59.125,0.125,0.125,0.125,1.5
11,59,-1,15,1,2,0.0,0.0,1.0,0,0,0,0,11.375,33.0,60.375,0.125,0.125,0.375,1.0
11,60,1,7,1,1,0.0,0.0,1.0,0,0,0,0,15.249999999999998,30.500000000000004,62.25,0.0,0.0,0.25,0.5
12,0,1,44,4,60,4.0,2.0,0.25,246196,61549,1,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0
12,1,-1,29,3,59,2.2346638063499955,1.584962500721156,0.6374122693007538,61549,39233,1,1,1.1249999999999998,2.5000000000000004,4.125,0.125,0.125,0.125,0.5
12,2,1,20,5,58,4.496253552987338,2.321928094887362,0.2215454406442734,39233,8692,1,1,0.0,5.000000000000001,4.5,0.5,0.0,0.0,1.0
12,3,-1,43,4,57,2.0405471857299635,2.0,0.9722861085556578,8692,8454,1,1,1.1249999999999998,3.5,5.125,0.125,0.125,0.125,1.5
12,4,1,34,5,56,2.609976286759761,2.321928094887362,0.819009339165386,8454,6927,1,1,1.0,5.000000000000001,6.0,0.0,0.5,0.5,1.0
12,5,-1,21,11,55,3.5937986443852172,3.4594316186372973,0.9110694724704526,6927,6320,1,1,0.12500000000000003,8.5,7.125,0.125,0.125,1.125,0.5
12,6,1,26,9,54,3.5423896769832375,3.169925001442312,0.7724617085109743,6324,4891,1,1,1.375,7.000000000000001,7.375,0.125,0.125,1.375,1.0
12,7,-1,45,9,53,3.6878669908428314,3.169925001442312,0.6983673469387756,4891,3421,1,1,0.7499999999999999,9.499999999999998,8.75,0.0,0.0,0.75,1.5
12,8,1,37,9,52,3.19410125948436,3.169925001442312,0.9833819241982508,3421,3372,1,1,1.0,10.000000000000002,9.5,0.0,0.0,0.5,2.0
12,9,-1,30,9,51,3.2461506638940425,3.169925001442312,0.9485359361135759,3372,3206,1,1,2.125,7.5,11.125,0.125,0.125,0.125,1.5
12,10,1,50,9,50,4.276529573523081,3.169925001442312,0.4643856920684292,3206,1492,1,1,2.25,10.000000000000002,11.25,0.25,0.25,0.25,2.0
12,11,-1,19,9,49,3.2158217091434063,3.169925001442312,0.9686875416389074,1492,1453,1,1,2.3749999999999996,8.5,11.375,0.375,0.375,0.375,2.5
12,12,1,52,11,48,5.81526012014295,3.4594316186372973,0.1953551912568306,1453,285,1,1,2.75,10.000000000000002,13.25,0.25,0.25,0.25,2.0
