obf,side_to_move,n_empties,black_count,white_count,disc_diff_player_minus_opp,count_wthor,edax_score,edax_alpha,edax_beta,a1_minus_energy,b1_energy,b2_energy,e_energy,d4_a1_occupation_energy
-----------OX------OO------OOO---XXXOX----X-O------------------- X;,1,50,6,8,-2,0,-12,0,64,1.875,2.125,2.375,7.0,9.875
-----------OX-----XOO-----OOOO----OXXX----X--------------------- X;,1,50,6,8,-2,1,-14,0,64,2.9999999999999996,0.0,1.0,9.0,10.0
-----------OX-----OOO-----XXXO----XXXX----X--------------------- X;,1,50,9,5,4,0,-14,0,64,4.0,2.0,2.0,5.0,10.0
------------X------XX------XXOX---OOOOO---XO-------------------- X;,1,50,7,7,0,0,-14,0,64,0.875,2.125,1.875,9.0,9.875
-------------X-----XX------XXOX---OOOOO---XO-------------------- X;,1,50,7,7,0,0,-16,0,64,0.875,2.125,1.375,9.0,9.375
----------XXX-----OOO------OXO----OXXX----X--------------------- X;,1,50,8,6,2,0,-20,0,64,2.75,0.75,3.25,6.0,8.75
---X-------XX------XO-----OOOO----OXXX----X--------------------- X;,1,50,8,6,2,0,-20,0,64,1.375,1.125,2.375,9.0,9.375
------------X-----XXX-----OOXO----OOXX----X-O------------------- X;,1,50,8,6,2,0,-10,0,64,1.2500000000000002,1.25,0.25,10.0,11.25
-----------------XXXO----OOOOO----OXXX----X--------------------- X;,1,50,7,7,0,1,-14,0,64,1.7500000000000002,0.75,2.25,9.0,9.75
-----------O------XOO-X---OOOX----OXXX----X--------------------- X;,1,50,7,7,0,0,-16,0,64,1.7500000000000002,0.75,0.25,11.0,9.75
------------------XXXX----OOXX----OOXX----XO-------------------- X;,1,50,9,5,4,1,-18,0,64,2.3749999999999996,0.125,0.375,11.0,12.375
------------------X------XXXXX----XOOO----XOO------O------------ X;,1,50,8,6,2,1,-20,0,64,1.0,2.5,1.0,9.0,10.0
------------------XXXX----XXX-----XXOO------OO-------O---------- X;,1,50,9,5,4,1,-14,0,64,1.875,0.125,1.875,10.0,10.875
-------------------XXX-----OXX---XOXXX---OOO-------------------- X;,1,50,9,5,4,0,-14,0,64,1.7500000000000002,0.25,1.75,10.0,9.75
-------------------XXX----XXXX---OOOXX----XO-------------------- X;,1,50,10,4,6,2,-16,0,64,3.2499999999999996,0.25,3.25,7.0,11.25
------------------OXXX----XOXX----XOOX----XO-------------------- X;,1,50,9,5,4,0,-16,0,64,4.375,1.125,3.375,5.0,12.375
-------------------XXX-----XXX---OOOOX---XXO-------------------- X;,1,50,9,5,4,0,-16,0,64,1.7500000000000002,0.25,1.75,10.0,9.75
-------------------XXX-----XXX---XXXXX---OOO-------------------- X;,1,50,11,3,8,0,-20,0,64,6.25,0.75,0.25,6.0,9.75
------------------XXX-----XXX-----XXOX------OOOO---------------- X;,1,50,9,5,4,0,-22,0,64,3.2499999999999996,0.75,1.25,8.0,9.75
------------------XXO-X---OOOX----OOXX----XO-------------------- X;,1,50,7,7,0,0,-14,0,64,2.25,0.25,2.25,8.0,11.25
-------------X----OXX-----XOOO----XOOX----XO-------------------- X;,1,50,7,7,0,0,-14,0,64,5.25,0.25,2.25,6.0,11.25
-------------X----OXXX-----OXX----OXOX----XO-------------------- X;,1,50,9,5,4,0,-14,0,64,0.875,0.125,6.875,6.0,10.875
-------------X-----XX-----OOOO----XOOX---XXO-------------------- X;,1,50,7,7,0,0,-16,0,64,4.875000000000001,0.125,0.875,8.0,10.875
-------------------XO-X----OOX---XXXOX----XOO------------------- X;,1,50,8,6,2,0,-18,0,64,1.6249999999999998,3.375,1.625,6.0,10.625
-------------------XOOX---XXOX----XOXX----XO-------------------- X;,1,50,9,5,4,0,-18,0,64,1.2500000000000002,3.25,5.25,3.0,11.25
----------X--------XX----XXXX-----XOOO------OO-------O---------- X;,1,50,8,6,2,0,-18,0,64,0.875,0.125,0.875,12.0,9.375
-----------X-------XX-X----OOX----OOOX----XOO------------------- X;,1,50,7,7,0,0,-20,0,64,4.625,0.375,0.625,8.0,10.625
-------------X-----XX------XOO---XXXOX----XOO------------------- X;,1,50,9,5,4,0,-22,0,64,0.6250000000000001,0.375,0.625,12.0,10.625
------------X-------XX----XOX-----XOOO----XOO------O------------ X;,1,50,7,7,0,1,-16,0,64,2.0000000000000004,0.5,2.5,9.0,10.0
-----------X------XX-------XOX----XOOO---XOOO------------------- X;,1,50,7,7,0,1,-20,0,64,1.2500000000000002,0.75,2.75,7.0,9.75
-------------X----OXX------OOO---XXXOX----X-O------------------- X;,1,50,8,6,2,0,-20,0,64,1.7500000000000002,0.25,2.25,9.0,9.75
-----------X------XX-----X-XOX----XOOO----OOO------------------- X;,1,50,7,7,0,0,-22,0,64,1.4999999999999998,0.5,3.0,7.0,10.0
------------O------XOX----XXXOX---XXO-O---X--------------------- X;,1,50,9,5,4,0,-12,0,64,2.25,0.25,3.25,7.0,9.25
-----X------X------XOX----XOOO----XOO-----XO-------------------- X;,1,50,7,7,0,0,-14,0,64,5.25,0.75,3.25,4.0,9.75
-------------------XXX--X-XOOO---XOOO-----XO-------------------- X;,1,50,7,7,0,0,-16,0,64,5.25,0.75,3.25,4.0,9.75
---------------------X----XXXX----XXOX----XOOO-----O------------ X;,1,50,9,5,4,0,-16,0,64,1.875,4.625,3.375,4.0,10.875
-----------OOX-----XOX----XXOO----XXO-----X--------------------- X;,1,50,8,6,2,0,-16,0,64,1.7500000000000002,0.75,2.25,9.0,8.75
-------------------OOX----XOXX----XOOX----XOO------------------- X;,1,50,7,7,0,1,-12,0,64,2.0000000000000004,8.0,2.0,2.0,13.0
------------O-----XXOX----XOOX-----OOX----XO-------------------- X;,1,50,7,7,0,0,-12,0,64,6.875,2.125,2.375,2.0,10.875
-------------X-----OXX----XOO-----XOOX----XOO------------------- X;,1,50,7,7,0,0,-14,0,64,5.25,3.25,1.25,3.0,11.25
-----------XO------OOX----XOOX-----OOX----XO-------------------- X;,1,50,6,8,-2,0,-14,0,64,5.000000000000001,4.5,2.0,2.0,10.0
----------X-------OOOX----XOXX-----OOX----XO-------------------- X;,1,50,7,7,0,0,-14,0,64,1.375,4.625,3.875,4.0,10.875
------------X------XXX----XOOOO----OOX----XO-------------------- X;,1,50,7,7,0,0,-14,0,64,5.5,0.5,3.0,4.0,10.0
------------------OXXX----XOX-----XXOX----XOO------------------- X;,1,50,9,5,4,0,-18,0,64,1.375,1.125,6.375,5.0,12.375
---------------------X---X-OXX----XXOX----XOOO-----O------------ X;,1,50,8,6,2,1,-12,0,64,0.37499999999999994,3.625,6.875,3.0,9.875
------------O------XOOO----OOO---XXXO-X---X--------------------- X;,1,50,6,8,-2,0,-14,0,64,1.2500000000000002,1.25,1.75,9.0,8.25
-----------X--------XX-X---OOOX----XOOO---XO-------------------- X;,1,50,7,7,0,0,-14,0,64,2.75,0.75,2.25,7.0,8.25
---X--------X------XOX-----OOX----OOO-X---XO-------------------- X;,1,50,7,7,0,0,-14,0,64,5.749999999999999,0.25,2.25,4.0,8.75
--------------------XX---X-XXO----XOO-----XOOO-----O------------ X;,1,50,7,7,0,0,-14,0,64,0.37499999999999994,0.625,2.875,10.0,9.875
-----------X-------XXX-----XXOO----XOO----XOO------------------- X;,1,50,8,6,2,0,-14,0,64,2.5000000000000004,1.0,2.5,8.0,10.0
-----------XO------OXX----OOOX----OXO-X---X--------------------- X;,1,50,7,7,0,0,-16,0,64,2.25,0.25,4.25,7.0,9.25
-----X------X-----OOOX-----OOO---XXXO-----X--------------------- X;,1,50,7,7,0,0,-16,0,64,2.3749999999999996,0.625,3.875,7.0,8.875
------------X-----O-XX--X-OOX----XOOO-----XO-------------------- X;,1,50,7,7,0,0,-16,0,64,2.3749999999999996,0.625,3.875,7.0,8.875
---------------------X----XXXXX---XXOO----XOO------O------------ X;,1,50,9,5,4,0,-16,0,64,2.0000000000000004,2.5,2.5,6.0,10.0
-----------OOX-----XOX-----XOO---XXXO-----X--------------------- X;,1,50,8,6,2,0,-18,0,64,1.2500000000000002,1.25,1.75,9.0,8.25
-------------X-----OXX----XOOO----XXOX----XO-------------------- X;,1,50,8,6,2,0,-16,0,64,2.25,1.25,2.25,7.0,11.25
-------------X----XXXX----XOOO----XOO-----XO-------------------- X;,1,50,8,6,2,0,-18,0,64,6.875,0.125,0.875,6.0,10.875
------------XX-----XXX----XOOO----XOO-----XO-------------------- X;,1,50,8,6,2,0,-18,0,64,5.749999999999999,0.25,1.75,6.0,9.75
-------------------XXX----OOOX----XOO-X--XXO-------------------- X;,1,50,8,6,2,0,-20,0,64,5.749999999999999,0.25,1.75,4.0,9.75
-------------------XXX----OOXX----XOXX---XXO-------------------- X;,1,50,10,4,6,0,-20,0,64,2.25,0.25,1.25,9.0,11.25
----------X--X-----XXX----XOX----OOOO-----XO-------------------- X;,1,50,8,6,2,0,-22,0,64,2.75,0.75,3.25,7.0,8.75
-------------------O-X----XOXXX---OOO-----XOO-------O----------- X;,1,50,6,8,-2,0,-12,0,64,2.5000000000000004,2.5,2.5,6.0,10.0
-----------XO-----X-O----XXXOX-----OO------OO------O------------ X;,1,50,6,8,-2,0,-12,0,64,1.375,3.625,3.375,5.0,9.375
---X-------X------OOO------OO----XXXOX----X-O------------------- X;,1,50,7,7,0,0,-14,0,64,1.7500000000000002,3.25,2.25,6.0,8.75
-----------O-X----OOX------OO----XXXOX----X-O------------------- X;,1,50,7,7,0,0,-14,0,64,1.2500000000000002,1.75,3.75,6.0,8.75
----------XO-------XO------OX----XXOOX----XOO------------------- X;,1,50,7,7,0,0,-14,0,64,1.375,2.625,2.375,7.0,9.375
------------OX----X-O----XXXOX-----OO------OO------O------------ X;,1,50,6,8,-2,1,-16,0,64,1.6249999999999998,4.375,2.625,5.0,8.625
------------X-----X-XX---OXOX-----OOO----OX-O------------------- X;,1,50,7,7,0,0,-14,0,64,3.375,0.625,1.875,6.0,8.875
------------X-----O-XX--XXOOX-----OOO-----X-O------------------- X;,1,50,7,7,0,1,-16,0,64,2.3749999999999996,0.625,3.875,6.0,8.875
-----------O-X-----OOX-----XOO---XXXOO----X--------------------- X;,1,50,7,7,0,0,-16,0,64,2.25,0.75,1.75,9.0,8.75
-------------------O-X---XXOXXX----OO-----XOO-------O----------- X;,1,50,7,7,0,0,-20,0,64,2.25,4.25,2.25,5.0,9.25
------------X----OXXXX---OOOX-----XOO----X---------------------- X;,1,50,8,6,2,0,-14,0,64,2.5000000000000004,1.0,2.5,7.0,8.0
------------X---X--OXX---XOOOO----XOO----X---------------------- X;,1,50,7,7,0,0,-16,0,64,5.125000000000001,0.375,1.625,6.0,8.125
------------X----O-XXX---OOOX----XXOO----X---------------------- X;,1,50,8,6,2,0,-16,0,64,1.875,0.625,3.375,7.0,7.875
-----------O-X-----OOX----OOOO---XXXO-----X--------------------- X;,1,50,6,8,-2,0,-16,0,64,3.2499999999999996,0.75,2.75,7.0,8.75
-----------O-X-----OOO----OOO----XXXXX----X--------------------- X;,1,50,7,7,0,0,-16,0,64,0.25,1.75,0.75,11.0,8.75
------------X------OXX---OOOX-----OXXX---XO--------------------- X;,1,50,8,6,2,0,-18,0,64,1.2500000000000002,0.75,1.75,9.0,8.75
----------X-X------XXX---OOOX-----OOO----XO--------------------- X;,1,50,7,7,0,0,-20,0,64,1.4999999999999998,2.5,1.5,8.0,8.0
------------X-----OOXX--XXXOX-----XOO----X---------------------- X;,1,50,9,5,4,0,-26,0,64,2.25,0.75,2.75,7.0,7.75
-----------OX-----XOXX--XXXOX-----OOO--------------------------- X;,1,50,8,6,2,0,-16,0,64,2.25,0.25,1.25,7.0,8.25
---X-------X-------XX-----OOOX---XXOO-----XO-------------------- X;,1,50,8,6,2,0,-18,0,64,5.375,0.125,0.875,5.0,9.375
----------X-XO-----XOX--XXXOX-----OOO--------------------------- X;,1,50,8,6,2,0,-20,0,64,1.875,0.125,3.875,7.0,7.375
---X-------X-------XXX----OOX----XXOO-----XO-------------------- X;,1,50,9,5,4,0,-22,0,64,2.75,0.25,2.25,7.0,8.75
---X-------X------OOO-----OOX----XXXXX----X--------------------- X;,1,50,9,5,4,0,-24,0,64,1.7500000000000002,1.25,2.25,8.0,8.75
-----------------XXX-----XXXXX---OOOO------X-O------------------ X;,1,50,9,5,4,0,-10,0,64,1.2500000000000002,0.25,0.75,11.0,8.75
-----------------X-X-O----XOO-----XOXX---XXO-------O------------ X;,1,50,8,6,2,0,-12,0,64,2.75,1.75,2.25,7.0,8.75
----------X-------XXXX----XXXX----OOO------X-O------------------ X;,1,50,10,4,6,0,-14,0,64,2.3749999999999996,0.625,0.375,10.0,10.875
----------X-------XXO-----XXOX-----XOX-----XOO------------------ X;,1,50,9,5,4,0,-20,0,64,1.2500000000000002,1.25,0.25,11.0,11.25
--------------X----X-X----OOX-----XOXX---XXXO------------------- X;,1,50,10,4,6,0,-34,0,64,1.875,0.125,1.875,10.0,9.875
----------XX-----XXXX------OOX-----OO-----OX-O------------------ X;,1,50,8,6,2,0,-14,0,64,6.875,0.625,1.375,5.0,8.875
----------XO-----XXOXX-----OXX-----XO------X-O------------------ X;,1,50,9,5,4,0,-14,0,64,1.375,0.125,6.875,5.0,8.875
----------X------XXXO-----XOXX----OOO------X-O------------------ X;,1,50,8,6,2,0,-16,0,64,2.0000000000000004,0.0,2.0,10.0,10.0
----------X------XXXO------OOX-----XOX-----XOO------------------ X;,1,50,8,6,2,0,-18,0,64,2.0000000000000004,0.5,1.5,10.0,10.0
-------------X------OXX---XXOX-----XOO----X-X----X-------------- X;,1,50,10,4,6,0,-38,0,64,1.875,0.125,1.875,9.0,8.875
-----------------O-XXO---XOXX-----OOXX---XO--------------------- X;,1,50,8,6,2,0,-14,0,64,2.25,1.25,2.75,7.0,8.75
----------X-------XOO-----XXOX-----XOX-----XOO------------------ X;,1,50,8,6,2,0,-16,0,64,0.25,3.25,0.25,9.0,11.25
-----------------XXXX------XXO----XXOO-------OOO---------------- X;,1,50,8,6,2,0,-16,0,64,1.2500000000000002,1.25,1.25,10.0,8.75
-------------------XXO----XXX----XXXXX--OOO--------------------- X;,1,50,10,4,6,0,-20,0,64,8.5,0.5,1.5,3.0,8.5
-----------O--X----OXX----OOX-----OOXX---XO--------------------- X;,1,50,7,7,0,0,-28,0,64,0.6250000000000001,0.375,0.625,11.0,8.625
---------XX-------XOO------XOX-----XOX-----XOO------------------ X;,1,50,8,6,2,0,-34,0,64,0.37499999999999994,2.125,0.875,10.0,9.875
----------O------XOX-----OOXXX-----XXX-----X-O------------------ X;,1,50,9,5,4,0,-18,0,64,6.25,0.75,1.25,5.0,8.75
-----------------XXXX------XX-----XXO-------OO------OO-------O-- X;,1,50,8,6,2,0,-18,0,64,1.7500000000000002,0.75,1.75,9.0,7.75
-------------------X-O-----XXX--XXXXXX--OOO--------------------- X;,1,50,10,4,6,0,-24,0,64,7.5,1.0,1.5,3.0,7.5
--------------X----XOX-----OXX---OOOXX---XO--------------------- X;,1,50,8,6,2,0,-28,0,64,0.6250000000000001,0.375,1.625,11.0,8.625
-------------------X-O---X-XXX---XOOXX---OO-----O--------------- X;,1,50,8,6,2,0,-30,0,64,3.2499999999999996,0.75,2.75,7.0,7.75
---------XO------XO------OOXXX-----XXX-----X-O------------------ X;,1,50,9,5,4,0,-42,0,64,5.875000000000001,0.625,1.875,5.0,7.875
-----------OXX----OOX-----XOXX----XOO-----O--------------------- X;,1,50,7,7,0,0,-12,0,64,3.2499999999999996,1.25,2.75,6.0,8.75
-------------X----OOX-----XOXX----XOX-----OOO------------------- X;,1,50,7,7,0,0,-14,0,64,1.2500000000000002,3.25,1.25,8.0,11.25
-------------X---XXXXO----XOOX----XOO-----O--------------------- X;,1,50,8,6,2,1,-16,0,64,7.875,0.125,2.375,3.0,9.875
----------X--------XOO----XXOOO---XXXX-------O------------------ X;,1,50,8,6,2,0,-16,0,64,2.75,0.75,3.25,7.0,9.75
-------------O----OXOXX---OOO-----XXO----X-X-------------------- X;,1,50,7,7,0,0,-16,0,64,1.2500000000000002,1.25,2.25,7.0,9.25
----------X--X----XXX----OOOXX----XOO-----O--------------------- X;,1,50,8,6,2,0,-18,0,64,2.75,0.75,3.25,6.0,8.75
----------X--------XOO----XXOX-----XOX-----XOO------------------ X;,1,50,8,6,2,1,-22,0,64,2.25,1.25,0.25,10.0,11.25
--------------X---OXXX----OOOO----XXO----X-X-------------------- X;,1,50,8,6,2,0,-32,0,64,1.875,2.125,2.875,7.0,9.875
----------X-OX----X-O----XOOOX--X--OO-----O--------------------- X;,1,50,6,8,-2,0,-14,0,64,4.750000000000001,1.25,1.75,5.0,7.25
-----------------X-X-O----XXOX-----OO----XXO-O-----O------------ X;,1,50,7,7,0,0,-16,0,64,2.3749999999999996,1.125,1.875,8.0,8.875
-----------------X-X-X----XXX----O-XO----XOO-O-----O------------ X;,1,50,8,6,2,0,-16,0,64,2.3749999999999996,0.625,2.875,8.0,8.375
----------X--X---OX-X----OOXXX----XOO-----O--------------------- X;,1,50,8,6,2,0,-18,0,64,0.7499999999999999,1.25,3.25,8.0,8.25
----------X--X----X-X-O-XXXXXO-----OO-----O--------------------- X;,1,50,9,5,4,0,-18,0,64,0.5000000000000001,1.5,1.5,9.0,7.5
----------X--X-----X-X----XXOOO----XO------OOO------------------ X;,1,50,7,7,0,0,-18,0,64,0.7499999999999999,0.75,2.25,10.0,8.75
-----------O--X--XXOOX-----OO-----XXO----X-X-------------------- X;,1,50,8,6,2,0,-34,0,64,2.875,1.125,1.875,8.0,7.875
----------X--------X-O----XXXXO----XXO-----OOO------------------ X;,1,50,8,6,2,0,-14,0,64,5.25,0.75,0.25,7.0,9.75
-----------------XOX--X---XOXX-----OOO----OX-O------------------ X;,1,50,7,7,0,0,-14,0,64,4.875000000000001,0.625,1.375,7.0,9.875
------------------OX-OX----OOOO---XXXO---X-X-------------------- X;,1,50,7,7,0,0,-18,0,64,1.7500000000000002,1.75,0.75,9.0,8.75
-----------------X-XO-----XXOXX----OOO----OX-O------------------ X;,1,50,7,7,0,0,-20,0,64,2.75,0.25,1.25,9.0,9.75
--------------X---OOOX-----OXO----XXXO---X-X-------------------- X;,1,50,8,6,2,0,-28,0,64,1.875,0.125,2.875,9.0,9.875
----------X---X---OX-X----XOXX-----XO------OOO------------------ X;,1,50,8,6,2,0,-30,0,64,0.7499999999999999,1.25,6.75,5.0,9.75
----------X--X----OX-X----XOOX-----XO------XOO------------------ X;,1,50,8,6,2,0,-20,0,64,2.875,0.625,3.375,7.0,9.875
-------------X----OOOX-----OOX----XXXX---X-X-------------------- X;,1,50,9,5,4,0,-22,0,64,1.0,2.0,2.0,9.0,10.0
------------------OX-OX----OOOO---XXXX---X-X-------------------- X;,1,50,8,6,2,0,-22,0,64,2.75,0.75,0.75,9.0,8.75
--------------X---OOOX-----OXO----XXXX---X-X-------------------- X;,1,50,9,5,4,0,-34,0,64,1.375,0.625,2.375,9.0,9.875
----------X---X----X-XO---XXXO-----XO------XOO------------------ X;,1,50,9,5,4,0,-36,0,64,1.375,0.625,2.875,8.0,8.875
------------O-X---OXOX-----XOO----XXO----X-X-------------------- X;,1,50,8,6,2,0,-34,0,64,0.6250000000000001,0.375,1.625,11.0,8.625
-------------OX--XXX-O-----OOO----XXO----X-X-------------------- X;,1,50,8,6,2,0,-36,0,64,1.875,1.625,2.375,8.0,8.375
--------------X---OOOX-----OXX----XXXX---X-X-------------------- X;,1,50,10,4,6,0,-36,0,64,1.875,2.125,2.875,7.0,9.875
--------------X---OOOXX----OOX----XXX----X-X-------------------- X;,1,50,9,5,4,0,-42,0,64,0.875,1.625,2.875,8.0,8.875
-------------X----OOX----XOOO-----OXXX----OX-------------------- X;,1,50,7,7,0,0,-14,0,64,1.2500000000000002,0.75,0.75,9.0,9.75
-----------X-X-----XXX----OOOX----OOO----XO--------------------- X;,1,50,7,7,0,0,-14,0,64,4.750000000000001,1.25,0.75,7.0,8.75
-------------X----XXX----XXOO-----XOO-----OOO------------------- X;,1,50,7,7,0,0,-16,0,64,4.750000000000001,0.75,1.25,7.0,9.75
-----------XO------OOXX---OOOX----XOO----X---------------------- X;,1,50,6,8,-2,0,-16,0,64,4.875000000000001,1.625,2.375,3.0,8.375
------------XX-----XX----XXOO-----XOO-----OOO------------------- X;,1,50,7,7,0,2,-18,0,64,5.375,0.625,0.375,7.0,9.375
-----------XO------XOO---XXXOX----XOO----X---------------------- X;,1,50,8,6,2,0,-18,0,64,2.625,1.375,2.625,6.0,8.625
-----------X------OOOO----OOXX----XXXX---X---------------------- X;,1,50,8,6,2,0,-18,0,64,2.25,2.25,1.75,7.0,9.75
-------------X-----OX----XOXXX---OOOX-----OX-------------------- X;,1,50,8,6,2,0,-20,0,64,1.375,0.625,3.875,7.0,9.375
-----------------X--OX----XXXXO----XXO-----XOO------------------ X;,1,50,9,5,4,0,-14,0,64,4.25,0.75,1.75,7.0,9.75
----------X--------X-------OXXX---OOOX----XOOO------------------ X;,1,50,7,7,0,1,-18,0,64,1.2500000000000002,0.75,2.75,9.0,9.75
------------------XXX-X----XXX----XOX-----OOOO------------------ X;,1,50,9,5,4,0,-18,0,64,1.875,0.625,1.875,9.0,10.875
------------------XO--X----OOX----XOOO---XXXX------------------- X;,1,50,8,6,2,0,-18,0,64,5.999999999999999,0.5,2.5,4.0,10.0
-------------X-----XXX----OOOX----XOO----X--OX------------------ X;,1,50,8,6,2,0,-18,0,64,5.999999999999999,0.0,2.5,5.0,10.0
----------X-------OXOO-----XOX----XOXX---XO--------------------- X;,1,50,8,6,2,0,-16,0,64,3.875,1.125,4.375,3.0,9.875
------------X-----OOXO-----XOX----XOXX---XO--------------------- X;,1,50,8,6,2,0,-16,0,64,3.6250000000000004,1.375,5.625,3.0,9.625
-------------X----OOXX-----XOX----XXXO---X----O----------------- X;,1,50,9,5,4,0,-20,0,64,1.2500000000000002,0.25,6.25,6.0,9.25
-----------X------OXXO-----XOX----XOXX---XO--------------------- X;,1,50,9,5,4,0,-22,0,64,5.625,0.375,4.625,3.0,9.625
---------X-------OOOOO-----XXX----XXXX---X---------------------- X;,1,50,9,5,4,0,-32,0,64,5.375,3.125,0.875,4.0,8.875
--------------X---OOOOO----XXX----XXXX---X---------------------- X;,1,50,9,5,4,0,-32,0,64,5.375,3.125,0.375,5.0,8.875
-------------X-----OOO----XOO-----XXXX---XXX-------------------- X;,1,50,9,5,4,0,-18,0,64,1.0,2.0,0.5,10.0,10.0
------------OX----XXOX----XOOX----XOO----X---------------------- X;,1,50,8,6,2,0,-20,0,64,6.75,1.25,0.75,4.0,8.75
-------------X-----XXX----OOOOO---XXXX---X---------------------- X;,1,50,9,5,4,0,-20,0,64,1.375,0.625,0.875,11.0,9.375
------------OX-----XOX----XOOX---XXOO----X---------------------- X;,1,50,8,6,2,0,-22,0,64,5.875000000000001,1.625,0.875,4.0,8.375
-------------X-----XXX----OOXX----XOO----XXO-------------------- X;,1,50,9,5,4,0,-22,0,64,2.9999999999999996,0.0,3.0,6.0,10.0
-------------X----OXXX---XXOXX----XOO----X---------------------- X;,1,50,10,4,6,0,-24,0,64,4.750000000000001,0.25,2.75,6.0,8.75
-------------X-----XXX----OXOX----OOX----XOX-------------------- X;,1,50,9,5,4,0,-24,0,64,1.0,2.0,5.0,6.0,10.0
-----------O-------OXXX---OOXX----XXO----XX--------------------- X;,1,50,9,5,4,0,-18,0,64,1.7500000000000002,0.75,8.75,2.0,8.75
-------------------XXXX---OOXX----OOX----XO-X------------------- X;,1,50,9,5,4,0,-18,0,64,1.0,2.5,0.5,9.0,10.0
-----------O------XOXXX---XOOX----XOO----X---------------------- X;,1,50,8,6,2,0,-20,0,64,6.75,1.75,1.75,3.0,8.75
------------O------XOXX---XOOX---XXOO----X---------------------- X;,1,50,8,6,2,0,-22,0,64,5.875000000000001,2.125,0.875,3.0,8.375
------------------OXXXX--XXOXX----XOO----X---------------------- X;,1,50,10,4,6,0,-22,0,64,4.750000000000001,0.75,2.75,5.0,8.75
-------------------XXXX---OXOX----OOX----XOX-------------------- X;,1,50,9,5,4,0,-22,0,64,1.0,2.5,5.0,5.0,10.0
-------------------XXXX---OOOOO---XXXX---X---------------------- X;,1,50,9,5,4,0,-22,0,64,1.375,1.125,0.875,10.0,9.375
-------------X------XO----XXOX---XXOX-----OOO------------------- X;,1,50,8,6,2,0,-22,0,64,1.7500000000000002,2.25,5.75,4.0,9.75
-----------------X-XO-----XXOO-----XOXX----XOO------------------ X;,1,50,8,6,2,0,-22,0,64,0.6250000000000001,0.375,1.625,10.0,10.625
-----------------X-X--X---XXXX----OOOO-----XOO------------------ X;,1,50,8,6,2,0,-22,0,64,0.875,0.625,0.375,12.0,10.875
-------------X------X-----XXXX---OOOX----XOOO------------------- X;,1,50,8,6,2,0,-24,0,64,1.875,0.625,1.875,9.0,9.375
-----------------X-X------XXXXX----XOO-----OOO----O------------- X;,1,50,8,6,2,0,-24,0,64,1.375,1.125,1.875,9.0,9.375
-------------------XXXX----XOX----XOXO---XOX-------------------- X;,1,50,10,4,6,0,-28,0,64,2.5000000000000004,1.0,6.5,3.0,10.0
--------------X----XOOO----XXO----XXXO---X-X-------------------- X;,1,50,9,5,4,0,-38,0,64,4.499999999999999,0.5,0.5,8.0,9.5
------------X------XX-----OOOO----XOOO-----OOO------------------ X;,1,50,4,10,-6,347,0,-64,0,4.875000000000001,0.625,0.875,7.0,12.375
------------X-----OXX------OXO----XXOO-----OOO------------------ X;,1,50,6,8,-2,67,2,-64,0,1.2500000000000002,0.25,5.25,7.0,11.25
-----------X-------XX-----OXX-----OOOOO---OOO------------------- X;,1,50,5,9,-4,32,2,-64,0,1.375,1.625,0.375,10.0,10.875
------------X------XX----O-XXO----OXOO-----OOO------------------ X;,1,50,6,8,-2,29,2,-64,0,2.3749999999999996,1.625,1.875,8.0,10.875
-----------------O--X-----OXXO---XXOOO-----OOO------------------ X;,1,50,5,9,-4,2,6,-64,0,1.6249999999999998,0.375,1.625,10.0,10.625
-----------OX------OO------OXO----XOOO-----OOO------------------ X;,1,50,3,11,-8,0,6,-64,0,4.375,1.125,1.875,6.0,10.875
--------------------X-----XXXO--OOOOOO-----OOO------------------ X;,1,50,4,10,-6,0,6,-64,0,1.6249999999999998,0.375,0.625,10.0,10.625
------------------XXX------XX----OOOOOO---OOO------------------- X;,1,50,5,9,-4,1504,2,-64,0,1.0,1.0,1.0,11.0,10.0
-------------------XXX---O-XX-----OXOOO----OOO------------------ X;,1,50,6,8,-2,173,2,-64,0,2.0000000000000004,1.0,2.5,8.0,10.0
-------------------XXX----OXX-----XOOOO----OOO------------------ X;,1,50,6,8,-2,62,4,-64,0,0.25,0.25,2.25,10.0,11.25
------------------OXXX-----OX-----XXOOO----OOO------------------ X;,1,50,6,8,-2,0,4,-64,0,0.37499999999999994,0.125,6.875,6.0,10.875
------------O------XOX-----XO-----XXOOO----OOO------------------ X;,1,50,5,9,-4,0,6,-64,0,1.0,0.5,1.0,9.0,10.0
----------O--------OXX-----XO-----XXOOO----OOO------------------ X;,1,50,5,9,-4,0,10,-64,0,0.7499999999999999,0.75,3.25,9.0,9.75
-----------O-------OXX-----OX-----XOOOO----OOO------------------ X;,1,50,4,10,-6,0,10,-64,0,2.0000000000000004,0.5,4.5,7.0,10.0
------------------XXX----O-XX-----OOOOO---OOO------------------- X;,1,50,5,9,-4,424,2,-64,0,1.0,1.0,1.5,10.0,10.0
-------------------XXX---O-XX-O---OXOO-----OOO------------------ X;,1,50,6,8,-2,37,2,-64,0,2.0000000000000004,1.0,2.0,9.0,10.0
-------------------XXX----OXX-O---XOOO-----OOO------------------ X;,1,50,6,8,-2,5,4,-64,0,0.25,0.25,2.25,10.0,11.25
------------------OXXX-----OX-O---XXOO-----OOO------------------ X;,1,50,6,8,-2,0,6,-64,0,0.37499999999999994,0.125,6.875,6.0,10.875
