obf,side_to_move,n_empties,black_count,white_count,disc_diff_player_minus_opp,count_wthor,edax_score,edax_alpha,edax_beta,a1_minus_energy,a2_minus_energy,b1_minus_energy,b2_minus_energy,e_minus_energy,d4_a1_occupation_energy,d4_a2_occupation_energy,d4_b1_occupation_energy,d4_b2_occupation_energy,d4_e_occupation_energy,b1_energy,b2_energy,e_energy,archive_n_children,archive_mean_lb,archive_mean_ub,archive_median_lb,archive_median_ub,archive_min_lb,archive_max_ub,archive_exact_fraction
------------X-----O-XX----OOXX----XOO-----XOO------------------- X;,1,50,7,7,0,9,-6,0,64,1.375,0.6250000000000001,0.6250000000000001,5.375,5.999999999999999,10.875,0.125,0.125,0.875,2.0,0.6250000000000001,5.375,5.999999999999999,988255,-63.723326469382904,-5.0212384455429016,-64.0,-4.0,-64.0,64.0,1.0
----------X--------X-X-----OXX---OOOOO----XO-O------------------ X;,1,50,6,8,-2,3,-6,0,64,1.6249999999999998,1.375,0.37499999999999994,3.6250000000000004,7.000000000000001,9.625,0.375,0.375,0.625,3.0,0.37499999999999994,3.6250000000000004,7.000000000000001,2354346,-63.92252710519185,-4.2192532448501625,-64.0,-4.0,-64.0,64.0,1.0
-----------X------O-XX----OOXX----XOO-----XOO------------------- X;,1,50,7,7,0,1,-8,0,64,1.375,0.6250000000000001,0.6250000000000001,5.375,5.999999999999999,10.875,0.125,0.125,0.875,2.0,0.6250000000000001,5.375,5.999999999999999,743163,-63.719081816505934,-4.83228847507209,-64.0,-4.0,-64.0,64.0,1.0
-------------X----O-XX----OXXX---OOOO-----X-O------------------- X;,1,50,7,7,0,1,-8,0,64,0.6250000000000001,0.37499999999999994,0.37499999999999994,3.6250000000000004,9.0,9.625,0.375,0.375,0.625,3.0,0.37499999999999994,3.6250000000000004,9.0,1743493,-63.850854577563545,-4.4617672683515215,-64.0,-4.0,-64.0,64.0,1.0
-----------------XO-OX----XOXX----XOO-----XOO------------------- X;,1,50,7,7,0,0,-10,0,64,1.375,0.6250000000000001,4.625,3.375,4.0,10.875,0.125,0.125,0.875,2.0,4.625,3.375,4.0,1514639,-63.615849057102054,-5.245948374497157,-64.0,-4.0,-64.0,64.0,1.0
-----------X-------XOX-----XOX----XXOO----XO-O------------------ X;,1,50,8,6,2,0,-14,0,64,0.37499999999999994,4.625,0.6250000000000001,2.3749999999999996,5.999999999999999,10.875,0.125,0.125,0.875,2.0,0.6250000000000001,2.3749999999999996,5.999999999999999,843198,-63.23981793125695,-6.747508888778199,-64.0,-4.0,-64.0,64.0,1.0
----------X-------X-OX----XOXX----OXO----OX-O------------------- X;,1,50,8,6,2,0,-6,0,64,2.3749999999999996,0.12500000000000003,1.6249999999999998,4.875000000000001,5.000000000000001,9.875,0.625,0.125,0.375,3.0,1.6249999999999998,4.875000000000001,5.000000000000001,2369459,-63.8063490442333,-5.237017395110023,-64.0,-4.0,-64.0,64.0,1.0
--------------------XX---OOXXO----OXX-----XOO------O------------ X;,1,50,7,7,0,1088,0,-64,0,7.5,1.0,0.5000000000000001,1.0,4.0,10.0,0.5,0.0,1.5,2.0,0.5000000000000001,1.0,4.0,11709759,-39.72030081917143,19.938521706552628,-64.0,-2.0,-64.0,64.0,1.0
-------------------OXX----OOXO----XOX-----XOO------O------------ X;,1,50,6,8,-2,610,2,-64,0,2.25,0.25,0.25,2.25,9.0,11.25,0.25,0.25,1.25,1.0,0.25,2.25,9.0,5865165,4.671414359186826,63.98590627885149,4.0,64.0,-64.0,64.0,1.0
--------------------XX----OXXO----XXX----OOOO------O------------ X;,1,50,7,7,0,572,2,-64,0,4.750000000000001,0.25,0.25,0.7499999999999999,8.000000000000002,9.75,0.25,0.25,1.75,2.0,0.25,0.7499999999999999,8.000000000000002,2578049,4.4211440511797875,63.896102828146404,4.0,64.0,-64.0,64.0,1.0
--------------------XX----OXXO---OXXX-----OOO------O------------ X;,1,50,7,7,0,52,2,-64,0,5.000000000000001,0.0,0.0,1.0,8.000000000000002,10.0,0.0,0.0,2.0,2.0,0.0,1.0,8.000000000000002,2437935,5.17331840266455,63.97669503083552,4.0,64.0,-64.0,64.0,1.0
-------------------OXX-----XXOO--OOOOO----XO-------------------- X;,1,50,5,9,-4,11,2,-64,0,3.5,1.0,1.0,1.4999999999999998,7.000000000000001,10.0,0.5,0.5,2.0,1.0,1.0,1.4999999999999998,7.000000000000001,2153713,5.043479795125906,63.981685582062234,4.0,64.0,-64.0,64.0,1.0
------------------XX------OXXO-----XXO-----OOO------OO---------- X;,1,50,6,8,-2,1,4,-64,0,6.25,0.7499999999999999,0.7499999999999999,0.25,5.999999999999999,9.75,0.25,0.25,1.75,2.0,0.7499999999999999,0.25,5.999999999999999,800613,5.793003610983084,63.93746042095245,4.0,64.0,-64.0,64.0,1.0
-------------------OXX-----XXOO---XXXO---OOO-------------------- X;,1,50,7,7,0,1,8,-64,0,4.750000000000001,0.25,0.25,0.7499999999999999,8.000000000000002,9.75,0.25,0.25,1.75,2.0,0.25,0.7499999999999999,8.000000000000002,993588,7.114373361997125,63.95913195408962,4.0,64.0,-64.0,64.0,1.0
-------------------OXX---O-XXOO---OXXO----XO-------------------- X;,1,50,7,7,0,0,10,-64,0,7.5,0.5000000000000001,1.0,1.0,4.0,10.0,0.0,0.5,1.5,2.0,1.0,1.0,4.0,716024,5.417013954839502,63.97526339899221,4.0,64.0,-64.0,64.0,1.0
------------------XXXX-----OOO----OOOO----XO-------O------------ X;,1,50,5,9,-4,586,2,-64,0,6.875,0.12500000000000003,2.125,0.875,4.0,10.875,0.125,0.125,0.875,2.0,2.125,0.875,4.0,5018806,5.859034200564835,63.98528215675202,4.0,64.0,-64.0,64.0,1.0
-------------O----XXOX-----OX-----OOOO----XO-------O------------ X;,1,50,5,9,-4,0,10,-64,0,4.625,1.375,0.37499999999999994,2.625,5.000000000000001,9.625,0.375,0.375,0.625,3.0,0.37499999999999994,2.625,5.000000000000001,2584676,6.377975421290715,63.96687244358674,4.0,64.0,-64.0,64.0,1.0
-----------O------XOXX-----OX-----OOOO----XO-------O------------ X;,1,50,5,9,-4,0,10,-64,0,4.875000000000001,0.12500000000000003,0.6250000000000001,1.375,7.000000000000001,9.875,0.125,0.625,0.375,3.0,0.6250000000000001,1.375,7.000000000000001,3826234,8.566478683739676,63.95468442337818,4.0,64.0,-64.0,64.0,1.0
------------------XXXX-----XO-----OOOO------OO------OO---------- X;,1,50,5,9,-4,1,12,-64,0,1.6249999999999998,0.37499999999999994,1.375,1.6249999999999998,9.0,9.625,0.375,0.375,0.625,3.0,1.375,1.6249999999999998,9.0,902774,8.594447779843017,63.91013919319786,4.0,64.0,-64.0,64.0,1.0
----------O-------XOXX-----OO-----OOOO----XO-------O------------ X;,1,50,4,10,-6,0,12,-64,0,7.625000000000001,0.37499999999999994,0.37499999999999994,0.6250000000000001,5.000000000000001,9.625,0.375,0.375,0.625,3.0,0.37499999999999994,0.6250000000000001,5.000000000000001,1938573,7.250295965124862,63.9549916356,4.0,64.0,-64.0,64.0,1.0
------------------XXXX-----XO-----OOOO------OOO-----O----------- X;,1,50,5,9,-4,0,12,-64,0,1.6249999999999998,0.37499999999999994,1.375,1.6249999999999998,9.0,9.625,0.375,0.375,0.625,3.0,1.375,1.6249999999999998,9.0,893452,7.005882800642899,63.936571858365085,4.0,64.0,-64.0,64.0,1.0
------------O-----XXOX-----OO-----OOOO----XO-------O------------ X;,1,50,4,10,-6,2,14,-64,0,7.875,1.6249999999999998,0.6250000000000001,1.875,2.0000000000000004,9.875,0.625,0.625,0.875,2.0,0.6250000000000001,1.875,2.0000000000000004,2280967,7.552134686735933,63.9474345748974,4.0,64.0,-64.0,64.0,1.0
------------------XXXX-----XO-----OOOOO-----OO------O----------- X;,1,50,5,9,-4,0,14,-64,0,1.875,0.12500000000000003,1.1249999999999998,1.875,9.0,9.875,0.125,0.125,0.875,3.0,1.1249999999999998,1.875,9.0,651802,8.298112003338437,63.9076744164639,4.0,64.0,-64.0,64.0,1.0
---------O--------OXXX-----OX-----OOOO----XO-------O------------ X;,1,50,5,9,-4,0,24,-64,0,1.7500000000000002,0.25,1.2500000000000002,3.7500000000000004,7.000000000000001,9.75,0.25,0.25,0.75,3.0,1.2500000000000002,3.7500000000000004,7.000000000000001,1828420,11.980875291235055,63.922336224718606,4.0,64.0,-64.0,64.0,1.0
------------------X-OX----XOOOO---XOO-----O-O----O-------------- X;,1,50,4,10,-6,0,28,-64,0,4.750000000000001,0.25,1.2500000000000002,0.7499999999999999,7.000000000000001,9.75,0.25,0.25,0.75,3.0,1.2500000000000002,0.7499999999999999,7.000000000000001,1797807,7.696788364935724,63.95156543499942,4.0,64.0,-64.0,64.0,1.0
------------------XXXX-----XO-----OOOO------OO------O-O--------- X;,1,50,5,9,-4,0,28,-64,0,1.7500000000000002,0.25,1.2500000000000002,1.7500000000000002,9.0,9.75,0.25,0.25,0.75,3.0,1.2500000000000002,1.7500000000000002,9.0,952058,8.144739081022374,63.9353673830796,4.0,64.0,-64.0,64.0,1.0
------------X-----O-XX----OOXO----XXO-O---X-O------------------- X;,1,50,7,7,0,2,4,-64,0,0.37499999999999994,0.12500000000000003,0.6250000000000001,7.875,5.000000000000001,9.875,0.625,0.125,0.375,3.0,0.6250000000000001,7.875,5.000000000000001,1752514,4.71610383711628,63.986222078682395,4.0,64.0,-64.0,64.0,1.0
-------------------OXX-----XX----XXXOO---OOO--------O----------- X;,1,50,7,7,0,0,4,-64,0,1.2500000000000002,0.25,0.7499999999999999,2.75,9.0,8.75,0.75,0.25,1.25,3.0,0.7499999999999999,2.75,9.0,1311189,5.864597704831263,63.982699671824584,4.0,64.0,-64.0,64.0,1.0
-------------------OXX---O-XX----XOXOO----XO--------O----------- X;,1,50,7,7,0,0,6,-64,0,3.2499999999999996,0.25,0.25,3.2499999999999996,7.000000000000001,9.25,0.25,0.25,1.25,3.0,0.25,3.2499999999999996,7.000000000000001,1751245,5.859968194056228,63.98067888844793,4.0,64.0,-64.0,64.0,1.0
------------X-------XX----OXXO---OOOO-O---X-O------------------- X;,1,50,6,8,-2,0,8,-64,0,2.25,1.2500000000000002,2.25,1.2500000000000002,7.000000000000001,9.25,0.25,0.25,1.25,3.0,2.25,1.2500000000000002,7.000000000000001,1214041,5.419446295471076,63.97396628285206,4.0,64.0,-64.0,64.0,1.0
-------------------OXX-----XX---OOOOOO----XO--------O----------- X;,1,50,5,9,-4,0,10,-64,0,2.75,0.7499999999999999,0.25,1.2500000000000002,9.0,8.75,0.75,0.25,1.25,3.0,0.25,1.2500000000000002,9.0,1731165,5.0413519219716205,63.984984677948084,4.0,64.0,-64.0,64.0,1.0
------------X-------XX----OXXO----OXO-O---O-O-----O------------- X;,1,50,6,8,-2,0,12,-64,0,2.25,1.2500000000000002,1.7500000000000002,1.7500000000000002,7.000000000000001,8.75,0.75,0.25,1.25,3.0,1.7500000000000002,1.7500000000000002,7.000000000000001,341734,7.397355838166527,63.95085651413088,4.0,64.0,-64.0,64.0,1.0
------------------XXX-----OXXO-----OOO-----OOO-------O---------- X;,1,50,5,9,-4,9,6,-64,0,1.2500000000000002,0.25,1.2500000000000002,0.25,11.0,11.25,0.25,0.25,1.25,1.0,1.2500000000000002,0.25,11.0,2484074,5.76131226364432,63.97737104450189,4.0,64.0,-64.0,64.0,1.0
------------------OXXX----OOXO-----XO-----XOO-----O------------- X;,1,50,6,8,-2,1,8,-64,0,0.875,0.12500000000000003,0.6250000000000001,6.374999999999999,5.999999999999999,10.875,0.125,0.625,0.375,2.0,0.6250000000000001,6.374999999999999,5.999999999999999,1440120,6.356882759770019,63.96855123184179,4.0,64.0,-64.0,64.0,1.0
-------------------O-XO---XXXO----XXOO---OOO-------------------- X;,1,50,6,8,-2,0,10,-64,0,2.0000000000000004,0.5000000000000001,1.0,1.4999999999999998,9.0,10.0,0.5,1.0,1.5,1.0,1.0,1.4999999999999998,9.0,1172429,5.819359637129413,63.95991569638758,4.0,64.0,-64.0,64.0,1.0
--------------------OX----OOXO----OOOOO--OX-O------------------- X;,1,50,3,11,-8,0,14,-64,0,6.75,0.25,0.7499999999999999,2.25,4.0,9.75,0.25,0.75,1.25,2.0,0.7499999999999999,2.25,4.0,1519775,6.276540935335823,63.967203039923675,4.0,64.0,-64.0,64.0,1.0
-------------------O-XO---OXXO---OOOOO----XO-------------------- X;,1,50,4,10,-6,0,14,-64,0,5.749999999999999,0.25,0.7499999999999999,1.2500000000000002,5.999999999999999,9.75,0.25,0.75,1.25,2.0,0.7499999999999999,1.2500000000000002,5.999999999999999,1564782,6.653266717025119,63.9589859801557,4.0,64.0,-64.0,64.0,1.0
-------------------XXX----OXXO-----XO----OOOO-----O------------- X;,1,50,6,8,-2,0,16,-64,0,2.0000000000000004,0.0,0.5000000000000001,1.4999999999999998,10.000000000000002,10.0,0.0,0.5,1.5,2.0,0.5000000000000001,1.4999999999999998,10.000000000000002,542902,5.749365447170944,63.95837922866374,4.0,64.0,-64.0,64.0,1.0
------------O-----XXOX-----XO-----OXOO----OO------O------------- X;,1,50,5,9,-4,3,14,-64,0,1.6249999999999998,1.375,0.37499999999999994,1.6249999999999998,9.0,9.625,0.375,0.375,0.625,3.0,0.37499999999999994,1.6249999999999998,9.0,998669,7.401134910565963,63.9156056711483,4.0,64.0,-64.0,64.0,1.0
-------------O----XXOX-----OX-----OXOO----OO------O------------- X;,1,50,5,9,-4,3,16,-64,0,1.875,1.6249999999999998,0.6250000000000001,5.875000000000001,4.0,9.875,0.625,0.625,0.875,2.0,0.6250000000000001,5.875000000000001,4.0,276113,10.033377638865247,63.80443514068516,4.0,64.0,-64.0,64.0,1.0
----------O-------XOXX-----XO-----OXOO----OO------O------------- X;,1,50,5,9,-4,2,16,-64,0,1.875,0.12500000000000003,0.6250000000000001,0.37499999999999994,11.0,9.875,0.125,0.625,0.375,3.0,0.6250000000000001,0.37499999999999994,11.0,340036,7.618963874413297,63.90038701784517,4.0,64.0,-64.0,64.0,1.0
------------O-----XXOX-----XO-----OOOO------OO-------O---------- X;,1,50,4,10,-6,1,16,-64,0,2.625,0.37499999999999994,0.37499999999999994,1.6249999999999998,9.0,9.625,0.375,0.375,0.625,3.0,0.37499999999999994,1.6249999999999998,9.0,697867,11.765946806483184,63.79161072238693,4.0,64.0,-64.0,64.0,1.0
--------------O---XXXO-----XO-----OOOO----OO------O------------- X;,1,50,4,10,-6,0,32,-64,0,1.7500000000000002,0.25,1.2500000000000002,3.7500000000000004,7.000000000000001,9.75,0.25,0.25,0.75,3.0,1.2500000000000002,3.7500000000000004,7.000000000000001,413605,12.728569528898346,63.801346695518674,4.0,64.0,-64.0,64.0,1.0
---------O--------OXXX-----OX-----OXOO----OO------O------------- X;,1,50,5,9,-4,0,32,-64,0,0.7499999999999999,0.25,1.2500000000000002,4.750000000000001,7.000000000000001,9.75,0.25,0.25,0.75,3.0,1.2500000000000002,4.750000000000001,7.000000000000001,246223,14.821775382478485,63.80434809095819,6.0,64.0,-64.0,64.0,1.0
-----------------XO-OX----OOXX----OXO-----O-O-----O------------- X;,1,50,5,9,-4,0,14,-64,0,1.375,0.12500000000000003,0.6250000000000001,4.875000000000001,7.000000000000001,9.875,0.625,0.125,0.375,3.0,0.6250000000000001,4.875000000000001,7.000000000000001,546534,8.870295352164733,63.93591615526207,4.0,64.0,-64.0,64.0,1.0
---------------O--XO--O---XXXO-----OOO-----O-O-------O---------- X;,1,50,4,10,-6,0,16,-64,0,1.7500000000000002,0.7499999999999999,0.25,0.25,11.0,8.75,0.75,0.25,1.25,3.0,0.25,0.25,11.0,1122828,5.337396288656856,63.983883551176135,4.0,64.0,-64.0,64.0,1.0
----------X--------XOOO----XX-----OXOO----OO------O------------- X;,1,50,5,9,-4,0,16,-64,0,3.2499999999999996,1.2500000000000002,0.25,4.25,5.000000000000001,9.25,0.25,0.25,1.25,3.0,0.25,4.25,5.000000000000001,169572,8.924846083079753,63.881914467011065,4.0,64.0,-64.0,64.0,1.0
-----------------X--OX----XXXO----OXO-O---O-O-----O------------- X;,1,50,6,8,-2,0,18,-64,0,2.25,1.2500000000000002,0.7499999999999999,2.75,7.000000000000001,8.75,0.75,0.25,1.25,3.0,0.7499999999999999,2.75,7.000000000000001,292143,8.15009772611358,63.962436204187675,4.0,64.0,-64.0,64.0,1.0
--------------O--X--OO----XXOX----OOO-----O-O-----O------------- X;,1,50,4,10,-6,0,22,-64,0,2.3749999999999996,0.12500000000000003,1.6249999999999998,2.875,7.000000000000001,8.875,0.625,0.125,1.375,3.0,1.6249999999999998,2.875,7.000000000000001,1397140,5.611781210186524,63.98636357129565,4.0,64.0,-64.0,64.0,1.0
----------X------OOOO-----XXXO----XXXX-----O-------------------- X;,1,50,8,6,2,2395,0,0,64,4.375,0.6250000000000001,3.6250000000000004,1.375,4.0,10.875,0.125,0.125,0.875,2.0,3.6250000000000004,1.375,4.0,8177508,-42.27869932991811,14.724742794504145,-64.0,-4.0,-64.0,64.0,1.0
------------X----OOOO-----XXXO----XXXX-----O-------------------- X;,1,50,8,6,2,242,-4,0,64,4.625,0.37499999999999994,3.375,1.6249999999999998,4.0,10.625,0.375,0.375,0.625,2.0,3.375,1.6249999999999998,4.0,4614070,-63.72599462080116,-6.450886960969383,-64.0,-4.0,-64.0,64.0,1.0
------------X-------XOO---OXXO----XXXO------OO------------------ X;,1,50,7,7,0,98,-6,0,64,5.749999999999999,0.25,0.7499999999999999,2.25,5.000000000000001,9.75,0.25,0.75,0.25,3.0,0.7499999999999999,2.25,5.000000000000001,6391896,-63.788976854441934,-5.688073773415588,-64.0,-4.0,-64.0,64.0,1.0
------------------X-OOO---XXXO----XXXXO-----O------------------- X;,1,50,8,6,2,20,-8,0,64,4.25,0.7499999999999999,2.25,1.7500000000000002,5.000000000000001,9.75,0.25,0.75,0.25,3.0,2.25,1.7500000000000002,5.000000000000001,1541720,-63.031698362867445,-8.656331889058974,-64.0,-4.0,-64.0,64.0,1.0
-----------X-------X-----OXXXX----OXXO---OOO-------------------- X;,1,50,8,6,2,2,-8,0,64,4.375,1.1249999999999998,0.6250000000000001,0.875,7.000000000000001,9.375,0.125,0.625,0.875,3.0,0.6250000000000001,0.875,7.000000000000001,2218385,-63.270682050230235,-7.717366462539189,-64.0,-4.0,-64.0,64.0,1.0
------------X------X-----OXXXX----OXXO---OOO-------------------- X;,1,50,8,6,2,2,-8,0,64,4.375,0.6250000000000001,0.6250000000000001,1.375,7.000000000000001,9.375,0.625,0.625,0.375,3.0,0.6250000000000001,1.375,7.000000000000001,2201088,-63.32675113398465,-7.043472137415678,-64.0,-4.0,-64.0,64.0,1.0
----------X--------X-----OXXXX----OXXO---OOO-------------------- X;,1,50,8,6,2,2,-8,0,64,4.375,0.6250000000000001,0.6250000000000001,1.375,7.000000000000001,9.375,0.625,0.625,0.375,3.0,0.6250000000000001,1.375,7.000000000000001,1966813,-63.17771745458262,-8.290278740276783,-64.0,-4.0,-64.0,64.0,1.0
--------------------O-----XXXXO--XXXXO------OOO----------------- X;,1,50,8,6,2,4,-12,0,64,4.375,0.6250000000000001,2.125,0.875,5.999999999999999,9.375,0.625,1.125,0.875,2.0,2.125,0.875,5.999999999999999,1658442,-62.975789325161806,-8.564095699457683,-64.0,-4.0,-64.0,64.0,1.0
-----------------X--OOO---XXXO----XXXXO-----O------------------- X;,1,50,8,6,2,2,-12,0,64,4.375,1.1249999999999998,2.125,1.375,5.000000000000001,9.375,0.125,1.125,0.375,3.0,2.125,1.375,5.000000000000001,1627177,-62.81380697981842,-9.209772507846411,-64.0,-4.0,-64.0,64.0,1.0
---------------X----OOX---OXXO----XXXO------OO------------------ X;,1,50,7,7,0,0,-16,0,64,7.249999999999999,0.7499999999999999,0.25,0.7499999999999999,5.000000000000001,9.75,0.25,0.75,0.25,3.0,0.25,0.7499999999999999,5.000000000000001,7016971,-63.662298162554755,-6.472121660471449,-64.0,-4.0,-64.0,64.0,1.0
---------X-------OXO------OXXO---OXXXX-----O-------------------- X;,1,50,8,6,2,0,-24,0,64,5.25,0.25,0.7499999999999999,0.7499999999999999,7.000000000000001,9.25,0.25,0.75,0.75,3.0,0.7499999999999999,0.7499999999999999,7.000000000000001,2792528,-62.44522955544224,-11.115854881311844,-64.0,-4.0,-64.0,64.0,1.0
-------------------OX----X-XXX----XXXO----OOO-----O------------- X;,1,50,8,6,2,376,-4,0,64,4.625,0.37499999999999994,1.375,3.6250000000000004,4.0,10.625,0.375,0.375,0.625,2.0,1.375,3.6250000000000004,4.0,3003014,-63.61792252716771,-6.558737321903927,-64.0,-4.0,-64.0,64.0,1.0
-------------O------XOX---OXXO----XXXO-----XO------------------- X;,1,50,8,6,2,103,-6,0,64,4.375,0.6250000000000001,1.6249999999999998,3.375,4.0,10.875,0.125,0.125,0.875,2.0,1.6249999999999998,3.375,4.0,4992250,-63.65410025539586,-6.387501827833141,-64.0,-4.0,-64.0,64.0,1.0
-------------------OX------XXX---XXXXO----OOO-----O------------- X;,1,50,8,6,2,19,-6,0,64,4.625,0.37499999999999994,1.375,3.6250000000000004,4.0,10.625,0.375,0.375,0.625,2.0,1.375,3.6250000000000004,4.0,3430355,-63.58743453665874,-6.645507534934431,-64.0,-4.0,-64.0,64.0,1.0
-------------------XXX----XXX-O---OXXO------OOO----------------- X;,1,50,8,6,2,20,-8,0,64,4.25,0.7499999999999999,0.7499999999999999,1.2500000000000002,7.000000000000001,9.75,0.25,0.25,0.75,3.0,0.7499999999999999,1.2500000000000002,7.000000000000001,1457292,-63.37092497591423,-6.359919631755338,-64.0,-4.0,-64.0,64.0,1.0
-------------------XXX----XXX-----OXXO-----OOO-------O---------- X;,1,50,8,6,2,7,-8,0,64,4.25,0.25,0.25,1.2500000000000002,8.000000000000002,11.25,0.25,0.25,0.25,2.0,0.25,1.2500000000000002,8.000000000000002,1777493,-63.46465049370096,-6.760943643659918,-64.0,-4.0,-64.0,64.0,1.0
------------X------XX-----XXX-----OXXO------OO-----O-O---------- X;,1,50,8,6,2,5,-8,0,64,4.375,0.6250000000000001,0.6250000000000001,0.37499999999999994,8.000000000000002,9.375,0.625,0.625,1.375,2.0,0.6250000000000001,0.37499999999999994,8.000000000000002,1223223,-63.337597478137674,-6.9231415694440015,-64.0,-4.0,-64.0,64.0,1.0
------------X------XX-----XXX-O---OXXO------OOO----------------- X;,1,50,8,6,2,0,-8,0,64,4.375,1.1249999999999998,1.1249999999999998,0.37499999999999994,7.000000000000001,9.375,0.125,0.125,1.375,3.0,1.1249999999999998,0.37499999999999994,7.000000000000001,1477120,-63.53591854419411,-6.495757961438475,-64.0,-4.0,-64.0,64.0,1.0
-------------X-----XX-----XXX-O---OXXO------OOO----------------- X;,1,50,8,6,2,2,-8,0,64,4.375,0.6250000000000001,1.1249999999999998,0.875,7.000000000000001,9.375,0.625,0.125,0.875,3.0,1.1249999999999998,0.875,7.000000000000001,1294440,-63.43916906152467,-6.945775779487655,-64.0,-4.0,-64.0,64.0,1.0
-------------X-----XX-----XXX-----OXXO------OO-----O-O---------- X;,1,50,8,6,2,0,-10,0,64,4.375,1.1249999999999998,0.6250000000000001,0.875,7.000000000000001,9.375,0.125,0.625,0.875,3.0,0.6250000000000001,0.875,7.000000000000001,1322125,-63.41374832183039,-7.077379219060225,-64.0,-4.0,-64.0,64.0,1.0
------X------X-----OOO----OXXO----XXX------XO------------------- X;,1,50,8,6,2,0,-16,0,64,5.625,0.37499999999999994,0.37499999999999994,1.6249999999999998,5.999999999999999,10.625,0.375,0.375,0.625,2.0,0.37499999999999994,1.6249999999999998,5.999999999999999,4025542,-63.45054703192763,-7.1703641397854,-64.0,-4.0,-64.0,64.0,1.0
------------OOX-----OX----OXOO----XXO------XO------------------- X;,1,50,6,8,-2,1,-20,0,64,1.2500000000000002,0.25,0.25,1.2500000000000002,11.0,9.25,0.25,0.25,1.25,3.0,0.25,1.2500000000000002,11.0,2748253,-62.83816664622944,-10.176611105309446,-64.0,-4.0,-64.0,64.0,1.0
