game,t,delta,late_t,early__sheaf_black_lambda2,early__sheaf_white_lambda2,early__sheaf_black_entropy,early__sheaf_white_entropy,early__sheaf_black_kerdim,early__sheaf_white_kerdim,early__sheaf_black_lambdamax,early__sheaf_white_lambdamax,early__n_legal_moves,early__rho,early__empty_count,late__sheaf_black_lambda2,late__sheaf_white_lambda2,late__sheaf_black_entropy,late__sheaf_white_entropy,late__sheaf_black_kerdim,late__sheaf_white_kerdim,late__sheaf_black_lambdamax,late__sheaf_white_lambdamax,late__n_legal_moves,late__rho,late__empty_count
18,26,1,27,0.6945769243421598,0.6251345113600704,4.006222620036599,3.97596938310227,128,128,10.202635897093588,10.124365228093584,14,0.46875,34,0.8150594666951202,0.6047555215494437,4.015207796804305,3.9642185251994357,128,128,10.399296175012298,9.878100855378063,11,0.484375,33
18,27,1,28,0.8150594666951202,0.6047555215494437,4.015207796804305,3.9642185251994357,128,128,10.399296175012298,9.878100855378063,11,0.484375,33,0.8150594666951266,0.6156366482462787,3.999163368496892,3.975808035247665,128,128,10.073761851780805,10.457689044308868,11,0.5,32
18,28,1,29,0.8150594666951266,0.6156366482462787,3.999163368496892,3.975808035247665,128,128,10.073761851780805,10.457689044308868,11,0.5,32,0.815059466695121,0.6144915478805837,4.013762859246339,3.9594166710879684,128,128,10.317497411809708,10.22575817108593,12,0.515625,31
18,29,1,30,0.815059466695121,0.6144915478805837,4.013762859246339,3.9594166710879684,128,128,10.317497411809708,10.22575817108593,12,0.515625,31,0.9589222817821161,0.6463891976830665,4.0014511582865335,3.9754422352669163,128,128,9.968220451847131,10.327143256027776,15,0.53125,30
18,30,1,31,0.9589222817821161,0.6463891976830665,4.0014511582865335,3.9754422352669163,128,128,9.968220451847131,10.327143256027776,15,0.53125,30,0.9589222817821161,0.6463891976830665,4.006401843736693,3.96424243434571,128,128,10.044141681410201,10.327143256027776,10,0.546875,29
18,31,1,32,0.9589222817821161,0.6463891976830665,4.006401843736693,3.96424243434571,128,128,10.044141681410201,10.327143256027776,10,0.546875,29,0.9587720515800049,0.6463891976830665,3.9970116715078845,3.9745834206040893,128,128,9.811238577282536,10.3622229350352,15,0.5625,28
18,32,1,33,0.9587720515800049,0.6463891976830665,3.9970116715078845,3.9745834206040893,128,128,9.811238577282536,10.3622229350352,15,0.5625,28,0.9906877819283737,0.6463891976830665,4.001913209331402,3.961688932055771,128,128,10.1150399095269,10.0,9,0.578125,27
18,33,1,34,0.9906877819283737,0.6463891976830665,4.001913209331402,3.961688932055771,128,128,10.1150399095269,10.0,9,0.578125,27,0.9411195984828438,0.6463891976830665,3.991553239932318,3.966042930754803,128,128,10.093494923079897,10.059859211763479,14,0.59375,26
18,34,1,35,0.9411195984828438,0.6463891976830665,3.991553239932318,3.966042930754803,128,128,10.093494923079897,10.059859211763479,14,0.59375,26,0.9509531445306304,0.5004521968587914,3.995878487311287,3.9489878047520373,128,128,10.183783912977724,10.04656026562934,8,0.609375,25
18,35,1,36,0.9509531445306304,0.5004521968587914,3.995878487311287,3.9489878047520373,128,128,10.183783912977724,10.04656026562934,8,0.609375,25,0.6464443221569152,0.5007630486647189,3.9792604386308676,3.9598075180577124,128,128,10.042935640044558,10.984493667805815,13,0.625,24
18,36,1,37,0.6464443221569152,0.5007630486647189,3.9792604386308676,3.9598075180577124,128,128,10.042935640044558,10.984493667805815,13,0.625,24,0.6603408959496126,0.4866077192594387,3.9864192012646287,3.9381295581998854,128,128,10.383386540952701,10.725703974353221,9,0.640625,23
18,37,1,38,0.6603408959496126,0.4866077192594387,3.9864192012646287,3.9381295581998854,128,128,10.383386540952701,10.725703974353221,9,0.640625,23,0.655506277293881,0.5060772679932544,3.9768121147976676,3.9486323532146077,128,128,9.63650965410686,10.73345833898873,11,0.65625,22
18,38,1,39,0.655506277293881,0.5060772679932544,3.9768121147976676,3.9486323532146077,128,128,9.63650965410686,10.73345833898873,11,0.65625,22,0.7936460385477232,0.4207420384084465,3.9913012390765275,3.929899493168956,128,128,10.353078964011042,10.292227406585914,9,0.671875,21
18,39,1,40,0.7936460385477232,0.4207420384084465,3.9913012390765275,3.929899493168956,128,128,10.353078964011042,10.292227406585914,9,0.671875,21,0.5183041566209028,0.42074237075545395,3.9734352181716015,3.9307200095446406,128,128,10.302433427195137,10.860302702546864,8,0.6875,20
18,40,1,41,0.5183041566209028,0.42074237075545395,3.9734352181716015,3.9307200095446406,128,128,10.302433427195137,10.860302702546864,8,0.6875,20,0.5336353892412334,0.4207348318838237,3.981689364864622,3.9167942214892264,128,128,10.540235267829466,10.828564020440313,10,0.703125,19
18,41,1,42,0.5336353892412334,0.4207348318838237,3.981689364864622,3.9167942214892264,128,128,10.540235267829466,10.828564020440313,10,0.703125,19,0.3543053933885645,0.4207348318838278,3.9635582212851324,3.9194349034476748,128,128,10.540235267829466,10.863295796343929,4,0.71875,18
18,42,1,43,0.3543053933885645,0.4207348318838278,3.9635582212851324,3.9194349034476748,128,128,10.540235267829466,10.863295796343929,4,0.71875,18,0.539501435402106,0.4156939542221171,3.9884240943579345,3.9072851057148297,128,128,10.585576350723292,9.964702267459183,11,0.734375,17
