game,ply,side_to_move,n_empties,disc_diff_black_white,a1_minus_energy,edax_score_shallow,edax_score_deep,depth_gap
2,49,-1,11,7,3.5,-11,-14,3
2,50,1,10,2,5.25,11,14,3
2,51,-1,9,5,4.875000000000001,-18,-14,4
2,52,1,8,-12,15.625,18,14,4
2,53,-1,7,-1,7.875,-18,-14,4
2,54,1,6,-6,6.75,21,14,7
2,55,-1,5,5,6.625000000000001,-14,-14,0
2,56,1,4,-6,14.500000000000002,12,14,2
2,57,-1,3,11,10.625000000000002,-15,-14,1
2,58,1,2,6,6.374999999999999,14,14,0
2,59,-1,1,17,9.249999999999998,-14,-14,0
2,60,1,0,14,7.5,14,14,0
3,0,1,60,0,0.0,-4,-1,3
3,1,-1,59,3,1.1249999999999998,4,-1,5
3,2,1,58,0,0.0,-2,0,2
3,3,-1,57,3,1.2500000000000002,5,0,5
3,4,1,56,0,0.37499999999999994,-1,-1,0
3,5,-1,55,3,1.2500000000000002,3,0,3
3,6,1,54,0,0.37499999999999994,1,-1,2
3,7,-1,53,3,2.125,2,0,2
3,8,1,52,-4,3.2499999999999996,7,3,4
3,9,-1,51,-1,3.5,-1,-3,2
3,10,1,50,-4,6.875,1,2,1
3,11,-1,49,-1,6.499999999999999,-2,-3,1
3,12,1,48,-4,6.625000000000001,4,3,1
3,13,-1,47,-1,6.499999999999999,-4,-5,1
3,14,1,46,-4,6.625000000000001,5,3,2
3,15,-1,45,1,3.5,-4,-4,0
3,16,1,44,-6,7.875,4,2,2
3,17,-1,43,-3,7.5,-3,-3,0
3,18,1,42,-6,7.875,7,2,5
3,19,-1,41,1,7.000000000000001,-4,-4,0
3,20,1,40,-2,8.125,4,2,2
3,21,-1,39,1,8.5,-4,-2,2
3,22,1,38,-4,8.375,8,1,7
3,23,-1,37,-1,9.499999999999998,-6,-3,3
3,24,1,36,-4,9.625,7,3,4
3,25,-1,35,5,4.0,-3,-5,2
3,26,1,34,0,5.125000000000001,6,4,2
3,27,-1,33,9,5.000000000000001,-1,0,1
3,28,1,32,4,4.25,5,0,5
3,29,-1,31,9,4.375,1,0,1
3,30,1,30,6,4.499999999999999,6,2,4
3,31,-1,29,9,4.375,0,2,2
3,32,1,28,6,5.25,2,-2,4
3,33,-1,27,11,4.875000000000001,1,2,1
3,34,1,26,6,3.5,4,-2,6
3,35,-1,25,11,6.875,0,4,4
3,36,1,24,2,4.750000000000001,0,-4,4
3,37,-1,23,9,6.875,12,10,2
3,38,1,22,4,3.7500000000000004,2,-4,6
3,39,-1,21,9,5.875000000000001,9,6,3
3,40,1,20,-2,4.25,-2,0,2
3,41,-1,19,9,4.625,9,0,9
3,42,1,18,6,4.0,0,0,0
3,43,-1,17,9,5.25,9,4,5
3,44,1,16,4,2.875,-1,2,3
3,45,-1,15,7,2.9999999999999996,8,16,8
3,46,1,14,4,3.2499999999999996,3,2,1
3,47,-1,13,7,3.875,4,-2,6
3,48,1,12,-2,4.25,5,4,1
3,49,-1,11,7,8.625,3,2,1
3,50,1,10,2,8.5,5,6,1
3,51,-1,9,7,9.125,0,-6,6
3,52,1,8,2,5.875000000000001,3,6,3
3,53,-1,7,19,7.625000000000001,-2,-6,4
3,54,1,6,6,6.875,4,6,2
3,55,-1,5,11,4.625,3,-6,9
3,56,1,4,-2,16.875,-1,6,7
3,57,-1,3,11,4.625,2,-6,8
3,58,1,2,8,5.5,6,6,0
3,59,-1,1,11,4.625,-6,-6,0
3,60,1,0,6,5.999999999999999,6,6,0
4,0,1,60,0,0.0,-4,-1,3
4,1,-1,59,3,1.1249999999999998,4,-1,5
4,2,1,58,0,0.0,-2,0,2
4,3,-1,57,3,1.2500000000000002,5,0,5
4,4,1,56,0,0.37499999999999994,-1,-1,0
4,5,-1,55,3,1.2500000000000002,3,0,3
4,6,1,54,0,0.37499999999999994,1,-1,2
4,7,-1,53,3,2.125,2,0,2
4,8,1,52,0,0.37499999999999994,-1,-2,1
4,9,-1,51,5,1.7500000000000002,-1,2,3
4,10,1,50,-2,1.375,0,-3,3
4,11,-1,49,1,1.7500000000000002,5,2,3
4,12,1,48,-2,4.375,-2,-3,1
4,13,-1,47,3,8.125,11,3,8
4,14,1,46,0,6.25,-4,-3,1
4,15,-1,45,5,3.1250000000000004,4,3,1
4,16,1,44,2,1.7500000000000002,-2,-4,2
4,17,-1,43,5,1.6249999999999998,6,2,4
4,18,1,42,0,1.2500000000000002,-4,-3,1
4,19,-1,41,3,1.375,7,1,6
4,20,1,40,-4,2.25,3,2,1
4,21,-1,39,1,3.6250000000000004,-2,-3,1
4,22,1,38,-2,4.499999999999999,4,3,1
4,23,-1,37,1,3.6250000000000004,-2,-4,2
4,24,1,36,-6,5.000000000000001,1,2,1
4,25,-1,35,-1,9.125,0,-4,4
4,26,1,34,-8,6.25,0,3,3
4,27,-1,33,-5,6.625000000000001,0,-5,5
4,28,1,32,-8,6.25,3,2,1
4,29,-1,31,-5,4.875000000000001,-2,-4,2
4,30,1,30,-10,3.7500000000000004,4,2,2
4,31,-1,29,-1,0.875,-2,-2,0
4,32,1,28,-4,1.7500000000000002,4,4,0
4,33,-1,27,-1,1.6249999999999998,-4,-2,2
4,34,1,26,-4,2.75,4,2,2
4,35,-1,25,-1,2.875,-1,-2,1
4,36,1,24,-8,8.5,3,4,1
4,37,-1,23,1,4.125000000000001,3,-4,7
4,38,1,22,-4,10.375000000000002,3,4,1
4,39,-1,21,-1,7.749999999999999,-4,-2,2
4,40,1,20,-8,10.125,6,2,4
4,41,-1,19,-1,4.0,-7,2,9
4,42,1,18,-10,9.875,7,-2,9
4,43,-1,17,-5,7.125,-2,2,4
4,44,1,16,-14,16.249999999999996,5,-2,7
4,45,-1,15,-1,5.125000000000001,-1,2,3
4,46,1,14,-4,6.25,2,-2,4
4,47,-1,13,1,8.125,-3,2,5
4,48,1,12,-2,7.375,5,4,1
4,49,-1,11,3,8.125,-6,-4,2
4,50,1,10,0,6.75,5,4,1
4,51,-1,9,17,13.625,-3,2,5
4,52,1,8,8,14.875,8,-2,10
4,53,-1,7,19,21.750000000000004,-7,2,9
4,54,1,6,12,22.875000000000004,11,-2,13
4,55,-1,5,19,24.124999999999996,-5,2,7
4,56,1,4,10,33.0,1,-2,3
4,57,-1,3,13,34.74999999999999,-2,2,4
4,58,1,2,2,32.5,-2,-2,0
4,59,-1,1,5,30.125,2,2,0
4,60,1,0,-2,38.5,-2,-2,0
5,0,1,60,0,0.0,-4,-1,3
5,1,-1,59,3,1.1249999999999998,4,-1,5
5,2,1,58,0,0.0,-2,0,2
5,3,-1,57,3,1.1249999999999998,6,0,6
5,4,1,56,0,0.0,-1,-1,0
5,5,-1,55,3,1.1249999999999998,5,2,3
5,6,1,54,-2,1.0,-2,-3,1
5,7,-1,53,3,1.1249999999999998,5,2,3
5,8,1,52,0,1.375,-1,-3,2
5,9,-1,51,3,1.1249999999999998,4,2,2
5,10,1,50,-2,0.37499999999999994,-3,-3,0
5,11,-1,49,3,1.4999999999999998,3,2,1
5,12,1,48,-4,1.375,-1,-3,2
5,13,-1,47,-1,1.4999999999999998,1,2,1
5,14,1,46,-6,4.875000000000001,1,4,3
5,15,-1,45,1,0.7499999999999999,1,-5,6
5,16,1,44,-4,2.3749999999999996,5,8,3
5,17,-1,43,-1,2.5000000000000004,-4,-9,5
5,18,1,42,-4,2.625,8,8,0
5,19,-1,41,-1,2.75,-5,-9,4
5,20,1,40,-4,2.875,12,13,1
5,21,-1,39,-1,1.7500000000000002,-13,-14,1
5,22,1,38,-4,2.125,17,11,6
5,23,-1,37,-1,2.0000000000000004,-14,-13,1
5,24,1,36,-4,1.6249999999999998,15,17,2
5,25,-1,35,-1,1.7500000000000002,-14,-18,4
5,26,1,34,-6,2.125,20,16,4
5,27,-1,33,-3,1.4999999999999998,-13,-17,4
5,28,1,32,-6,2.3749999999999996,23,15,8
5,29,-1,31,1,6.125,-16,-15,1
5,30,1,30,-2,5.000000000000001,22,18,4
5,31,-1,29,5,14.125,-12,-14,2
5,32,1,28,-6,4.750000000000001,20,18,2
5,33,-1,27,-1,6.875,-14,-18,4
5,34,1,26,-6,5.999999999999999,17,18,1
5,35,-1,25,-3,6.374999999999999,-12,-18,6
5,36,1,24,-6,4.750000000000001,16,20,4
5,37,-1,23,-1,8.875,-14,-20,6
5,38,1,22,-12,4.25,22,26,4
5,39,-1,21,-9,4.125000000000001,-20,-26,6
5,40,1,20,-14,4.750000000000001,21,30,9
5,41,-1,19,-9,3.875,-15,-24,9
5,42,1,18,-24,13.25,23,24,1
5,43,-1,17,-17,7.625000000000001,-20,-24,4
5,44,1,16,-20,9.75,24,24,0
5,45,-1,15,-9,10.125,-20,-24,4
5,46,1,14,-12,13.75,27,32,5
5,47,-1,13,-7,10.000000000000002,-18,-32,14
5,48,1,12,-14,10.25,19,32,13
5,49,-1,11,-11,9.625,-26,-32,6
5,50,1,10,-20,11.0,26,34,8
5,51,-1,9,-3,4.750000000000001,-29,-34,5
5,52,1,8,-6,7.5,29,34,5
5,53,-1,7,5,8.75,-30,-34,4
5,54,1,6,2,7.375,30,34,4
5,55,-1,5,7,5.749999999999999,-30,-34,4
5,56,1,4,4,7.5,30,34,4
5,57,-1,3,13,6.625000000000001,-37,-34,3
5,58,1,2,10,5.375,34,34,0
5,59,-1,1,21,10.749999999999998,-34,-34,0
5,60,1,1,21,10.749999999999998,34,34,0
5,61,-1,0,34,27.0,-34,-34,0
6,0,1,60,0,0.0,-4,-1,3
6,1,-1,59,3,1.1249999999999998,4,-1,5
6,2,1,58,0,0.0,-2,0,2
6,3,-1,57,3,1.2500000000000002,5,0,5
6,4,1,56,0,0.37499999999999994,-1,-1,0
6,5,-1,55,3,1.2500000000000002,3,0,3
6,6,1,54,0,0.37499999999999994,1,-1,2
6,7,-1,53,5,4.25,2,-1,3
6,8,1,52,2,4.499999999999999,3,9,6
6,9,-1,51,5,4.125000000000001,-4,-8,4
6,10,1,50,-2,0.25,7,11,4
6,11,-1,49,3,4.125000000000001,-7,-13,6
6,12,1,48,0,5.000000000000001,8,11,3
6,13,-1,47,3,4.625,-8,-12,4
6,14,1,46,-2,2.0000000000000004,12,9,3
6,15,-1,45,1,1.6249999999999998,-1,-6,5
6,16,1,44,-2,3.2499999999999996,8,13,5
6,17,-1,43,5,4.499999999999999,-9,-15,6
6,18,1,42,0,5.125000000000001,10,13,3
6,19,-1,41,3,5.5,-11,-14,3
6,20,1,40,-4,5.125000000000001,20,21,1
6,21,-1,39,-1,4.0,-16,-21,5
6,22,1,38,-6,4.750000000000001,20,27,7
6,23,-1,37,-3,5.375,-21,-29,8
6,24,1,36,-6,7.749999999999999,19,32,13
6,25,-1,35,3,3.1250000000000004,-15,-28,13
6,26,1,34,0,4.375,17,30,13
6,27,-1,33,3,5.5,-20,-25,5
6,28,1,32,-8,11.125,23,43,20
6,29,-1,31,-3,12.999999999999998,-13,-43,30
6,30,1,30,-6,16.625,17,42,25
6,31,-1,29,3,7.249999999999999,-19,-42,23
6,32,1,28,0,5.875000000000001,17,50,33
6,33,-1,27,15,6.75,-9,-22,13
6,34,1,26,12,5.125000000000001,12,22,10
6,35,-1,25,15,7.249999999999999,-3,-20,17
6,36,1,24,10,5.125000000000001,8,20,12
6,37,-1,23,13,6.25,-8,-20,12
6,38,1,22,6,2.125,11,20,9
6,39,-1,21,11,4.499999999999999,-31,-20,11
6,40,1,20,-2,4.25,29,20,9
6,41,-1,19,5,5.125000000000001,-27,-20,7
6,42,1,18,-4,3.7500000000000004,34,20,14
6,43,-1,17,-1,4.375,-28,-20,8
6,44,1,16,-8,4.25,31,28,3
6,45,-1,15,-5,4.625,-30,-28,2
6,46,1,14,-8,5.25,34,36,2
6,47,-1,13,1,1.375,-10,-36,26
6,48,1,12,-6,6.499999999999999,11,36,25
6,49,-1,11,1,7.125,-11,-36,25
6,50,1,10,-2,5.999999999999999,9,38,29
6,51,-1,9,7,2.3749999999999996,-7,-38,31
6,52,1,8,0,4.25,17,38,21
6,53,-1,7,19,9.625,-1,-38,37
6,54,1,6,10,4.499999999999999,11,42,31
6,55,-1,5,15,8.75,-21,-42,21
6,56,1,4,10,5.999999999999999,25,42,17
6,57,-1,3,13,8.75,-30,-42,12
6,58,1,2,10,4.499999999999999,42,42,0
6,59,-1,1,29,20.75,-42,-42,0
6,60,1,1,29,20.75,42,42,0
6,61,-1,0,42,40.5,-42,-42,0
7,0,1,60,0,0.0,-4,-1,3
7,1,-1,59,3,1.1249999999999998,4,-1,5
7,2,1,58,0,0.0,-2,0,2
7,3,-1,57,3,1.1249999999999998,5,1,4
7,4,1,56,-2,1.0,-3,-1,2
7,5,-1,55,1,1.6249999999999998,7,6,1
7,6,1,54,-2,1.0,-1,-5,4
7,7,-1,53,1,0.12500000000000003,9,4,5
7,8,1,52,-2,1.375,-3,-5,2
7,9,-1,51,1,1.4999999999999998,8,7,1
7,10,1,50,-4,4.625,-1,-8,7
7,11,-1,49,-1,4.499999999999999,3,6,3
7,12,1,48,-4,4.375,-2,-8,6
7,13,-1,47,1,1.4999999999999998,9,6,3
7,14,1,46,-2,4.375,-9,-6,3
7,15,-1,45,3,7.125,10,4,6
7,16,1,44,0,5.749999999999999,-5,-6,1
7,17,-1,43,5,2.3749999999999996,9,5,4
7,18,1,42,2,1.7500000000000002,-1,-7,6
7,19,-1,41,7,6.625000000000001,6,5,1
7,20,1,40,2,2.875,-6,-6,0
7,21,-1,39,7,5.749999999999999,10,7,3
7,22,1,38,2,1.4999999999999998,-9,-6,3
7,23,-1,37,5,1.1249999999999998,8,5,3
7,24,1,36,0,1.2500000000000002,-8,-7,1
7,25,-1,35,7,1.6249999999999998,10,8,2
7,26,1,34,0,4.25,-7,-11,4
7,27,-1,33,3,3.375,8,10,2
7,28,1,32,-2,5.25,-9,-12,3
7,29,-1,31,3,5.125000000000001,12,15,3
7,30,1,30,0,3.7500000000000004,-12,-18,6
7,31,-1,29,9,7.625000000000001,11,18,7
7,32,1,28,6,4.750000000000001,-8,-16,8
7,33,-1,27,13,6.125,10,22,12
7,34,1,26,8,6.25,-3,-22,19
7,35,-1,25,11,7.375,13,22,9
7,36,1,24,2,4.750000000000001,-13,-24,11
7,37,-1,23,7,5.875000000000001,21,36,15
7,38,1,22,2,6.25,-21,-36,15
7,39,-1,21,7,8.125,24,36,12
7,40,1,20,4,5.749999999999999,-22,-36,14
7,41,-1,19,13,9.875,24,36,12
7,42,1,18,10,8.75,-22,-28,6
7,43,-1,17,17,14.125,26,28,2
7,44,1,16,12,9.249999999999998,-23,-28,5
7,45,-1,15,23,16.500000000000004,37,28,9
7,46,1,14,20,14.625000000000002,-22,-28,6
7,47,-1,13,23,16.500000000000004,34,28,6
7,48,1,12,18,13.375,-23,-16,7
7,49,-1,11,21,13.5,27,16,11
7,50,1,10,14,10.875,-20,-16,4
7,51,-1,9,17,10.625000000000002,21,18,3
7,52,1,8,14,8.875,-12,-18,6
7,53,-1,7,17,11.250000000000002,24,18,6
7,54,1,6,6,11.999999999999998,-17,-18,1
7,55,-1,6,6,11.999999999999998,17,18,1
7,56,1,5,-5,9.625,-17,-16,1
7,57,-1,4,-2,10.375000000000002,16,16,0
7,58,1,3,-7,13.625,-15,-16,1
7,59,-1,3,-7,13.625,15,16,1
7,60,1,2,-22,15.375000000000002,-16,-16,0
7,61,-1,1,-15,10.25,16,16,0
8,0,1,60,0,0.0,-4,-1,3
8,1,-1,59,3,1.1249999999999998,4,-1,5
8,2,1,58,0,0.0,-2,0,2
8,3,-1,57,3,1.2500000000000002,5,0,5
8,4,1,56,0,0.37499999999999994,-1,-1,0
8,5,-1,55,3,2.125,6,4,2
8,6,1,54,-2,2.5000000000000004,-1,-5,4
8,7,-1,53,1,2.125,6,4,2
8,8,1,52,-2,5.000000000000001,-3,-5,2
8,9,-1,51,1,5.625,7,3,4
8,10,1,50,-2,5.25,-5,-5,0
8,11,-1,49,5,2.9999999999999996,8,6,2
8,12,1,48,2,3.6250000000000004,-4,-7,3
8,13,-1,47,9,5.000000000000001,13,6,7
8,14,1,46,4,2.625,-9,-6,3
8,15,-1,45,7,4.0,9,5,4
8,16,1,44,2,3.6250000000000004,-8,-6,2
8,17,-1,43,11,5.749999999999999,13,7,6
8,18,1,42,6,3.1250000000000004,-7,-3,4
8,19,-1,41,9,3.7500000000000004,11,6,5
8,20,1,40,6,2.125,-10,-6,4
8,21,-1,39,9,4.0,11,4,7
8,22,1,38,6,4.375,-6,-6,0
8,23,-1,37,9,4.0,8,3,5
8,24,1,36,0,6.125,-4,3,7
8,25,-1,35,3,6.499999999999999,13,7,6
8,26,1,34,0,8.875,-10,-10,0
8,27,-1,33,7,3.6250000000000004,15,13,2
8,28,1,32,2,6.75,-13,-15,2
8,29,-1,31,9,3.1250000000000004,15,13,2
8,30,1,30,4,1.7500000000000002,-11,-16,5
8,31,-1,29,13,6.875,24,20,4
8,32,1,28,8,6.25,-18,-20,2
8,33,-1,27,17,14.125,18,24,6
8,34,1,26,14,10.5,-17,-18,1
8,35,-1,25,19,12.125,19,18,1
8,36,1,24,10,9.75,-19,-18,1
8,37,-1,23,15,16.375000000000004,21,18,3
8,38,1,22,10,14.0,-15,-18,3
8,39,-1,21,13,13.875,20,22,2
8,40,1,20,8,11.999999999999998,-16,-22,6
8,41,-1,19,11,13.25,23,28,5
8,42,1,18,4,8.125,-21,-28,7
8,43,-1,17,11,8.5,21,28,7
8,44,1,16,6,9.375,-18,-22,4
8,45,-1,15,9,11.250000000000002,21,30,9
8,46,1,14,2,12.375,-12,-20,8
8,47,-1,13,9,12.750000000000002,12,22,10
8,48,1,12,0,10.875,-12,-22,10
8,49,-1,11,3,10.625000000000002,15,30,15
8,50,1,10,-6,6.875,-12,-30,18
8,51,-1,9,-3,7.749999999999999,14,32,18
8,52,1,8,-14,4.875000000000001,-17,-32,15
8,53,-1,7,-3,4.625,23,32,9
8,54,1,6,-10,11.875,-26,-32,6
8,55,-1,5,-7,12.125,31,32,1
8,56,1,4,-10,11.5,-24,-32,8
8,57,-1,4,-10,11.5,24,32,8
8,58,1,3,-21,18.625,-41,-32,9
8,59,-1,3,-21,18.625,41,32,9
8,60,1,2,-32,19.874999999999996,-32,-32,0
8,61,-1,2,-32,19.874999999999996,32,32,0
8,62,1,1,-35,23.625,-32,-32,0
8,63,-1,0,-32,20.000000000000004,32,32,0
9,0,1,60,0,0.0,-4,-1,3
9,1,-1,59,3,1.1249999999999998,4,-1,5
9,2,1,58,0,0.0,-2,0,2
9,3,-1,57,3,1.2500000000000002,5,0,5
9,4,1,56,0,0.37499999999999994,-1,-1,0
9,5,-1,55,3,1.2500000000000002,3,0,3
9,6,1,54,0,0.37499999999999994,1,-1,2
9,7,-1,53,3,2.125,2,0,2
9,8,1,52,0,0.37499999999999994,-1,-2,1
9,9,-1,51,5,1.4999999999999998,3,3,0
9,10,1,50,0,0.6250000000000001,0,-4,4
9,11,-1,49,5,4.499999999999999,2,3,1
9,12,1,48,2,4.875000000000001,0,-4,4
9,13,-1,47,7,5.000000000000001,7,3,4
9,14,1,46,4,4.625,-5,-3,2
9,15,-1,45,11,8.000000000000002,7,3,4
9,16,1,44,8,5.375,-6,-5,1
9,17,-1,43,11,7.625000000000001,6,3,3
9,18,1,42,8,5.749999999999999,-5,-4,1
9,19,-1,41,11,7.125,6,2,4
9,20,1,40,6,2.75,-3,1,4
9,21,-1,39,9,4.625,3,-3,6
9,22,1,38,4,1.7500000000000002,-3,1,4
9,23,-1,37,7,2.875,5,-2,7
9,24,1,36,2,1.2500000000000002,-1,3,4
9,25,-1,35,5,1.375,0,-4,4
9,26,1,34,2,0.25,3,4,1
9,27,-1,33,7,1.6249999999999998,-2,-6,4
9,28,1,32,4,0.7499999999999999,2,4,2
9,29,-1,31,7,1.875,3,2,1
9,30,1,30,4,0.7499999999999999,-3,-2,1
9,31,-1,29,7,2.125,4,2,2
9,32,1,28,-2,7.249999999999999,-4,4,8
9,33,-1,27,1,8.375,5,4,1
9,34,1,26,-2,7.000000000000001,-6,2,8
9,35,-1,25,9,3.375,6,-2,8
9,36,1,24,4,1.1249999999999998,7,2,5
9,37,-1,23,13,7.000000000000001,-6,0,6
9,38,1,22,4,6.625000000000001,5,0,5
9,39,-1,21,7,9.0,-5,0,5
9,40,1,20,-2,4.875000000000001,8,0,8
9,41,-1,19,5,9.249999999999998,-3,0,3
9,42,1,18,2,10.375000000000002,3,0,3
9,43,-1,17,7,13.5,-2,0,2
9,44,1,16,2,9.125,4,8,4
9,45,-1,15,7,12.375,-5,-8,3
9,46,1,14,-4,11.250000000000002,5,8,3
9,47,-1,13,7,10.875,-5,-8,3
9,48,1,12,2,8.5,2,8,6
9,49,-1,11,11,12.875,-1,-8,7
9,50,1,10,6,9.249999999999998,-1,12,13
9,51,-1,9,15,9.125,-3,-12,9
9,52,1,8,12,7.875,7,12,5
9,53,-1,7,15,9.75,-11,-12,1
9,54,1,6,4,7.375,8,12,4
9,55,-1,5,7,9.125,-15,-12,3
9,56,1,4,-4,12.999999999999998,16,12,4
9,57,-1,3,9,8.25,-18,-12,6
9,58,1,2,6,7.5,12,12,0
9,59,-1,1,19,15.249999999999998,-12,-12,0
9,60,1,0,12,18.5,12,12,0
10,0,1,60,0,0.0,-4,-1,3
10,1,-1,59,3,1.1249999999999998,4,-1,5
10,2,1,58,0,0.37499999999999994,-2,0,2
10,3,-1,57,3,1.7500000000000002,2,-1,3
10,4,1,56,-2,0.37499999999999994,0,0,0
10,5,-1,55,1,1.1249999999999998,4,1,3
10,6,1,54,-4,2.0000000000000004,-1,-1,0
10,7,-1,53,-1,3.2499999999999996,5,0,5
10,8,1,52,-4,3.375,-1,-1,0
10,9,-1,51,-1,1.4999999999999998,2,0,2
10,10,1,50,-4,3.6250000000000004,-1,-1,0
10,11,-1,49,1,2.9999999999999996,3,1,2
10,12,1,48,-4,3.875,3,1,2
10,13,-1,47,-1,2.0000000000000004,-3,-2,1
10,14,1,46,-4,1.6249999999999998,7,4,3
10,15,-1,45,3,2.5000000000000004,-4,-4,0
10,16,1,44,0,0.875,8,5,3
10,17,-1,43,3,2.9999999999999996,-4,-2,2
10,18,1,42,-2,1.375,3,1,2
10,19,-1,41,3,0.5000000000000001,4,2,2
10,20,1,40,-4,2.625,0,-3,3
10,21,-1,39,1,1.4999999999999998,4,9,5
10,22,1,38,-4,2.625,-5,-11,6
10,23,-1,37,3,1.4999999999999998,8,9,1
10,24,1,36,-4,2.125,-8,-11,3
10,25,-1,35,1,3.2499999999999996,8,9,1
10,26,1,34,-2,3.375,-8,-10,2
10,27,-1,33,1,3.2499999999999996,10,10,0
10,28,1,32,-2,3.375,-9,-12,3
10,29,-1,31,3,2.75,16,11,5
10,30,1,30,0,2.9999999999999996,-15,-14,1
10,31,-1,29,5,4.625,15,14,1
10,32,1,28,2,5.000000000000001,-11,-14,3
10,33,-1,27,5,4.625,17,20,3
10,34,1,26,-6,4.499999999999999,-16,-20,4
10,35,-1,25,-3,4.875000000000001,18,24,6
10,36,1,24,-6,4.499999999999999,-16,-22,6
10,37,-1,23,1,5.875000000000001,20,26,6
10,38,1,22,-2,6.25,-15,-26,11
10,39,-1,21,5,12.125,25,28,3
10,40,1,20,2,13.75,-25,-28,3
10,41,-1,19,13,23.500000000000004,36,32,4
10,42,1,18,4,15.375000000000002,-23,-26,3
10,43,-1,17,9,17.0,28,26,2
10,44,1,16,0,23.124999999999996,-23,-26,3
10,45,-1,15,3,22.999999999999996,37,28,9
10,46,1,14,-14,14.375,-19,-24,5
10,47,-1,13,-7,19.124999999999996,18,24,6
10,48,1,12,-12,20.75,-18,-24,6
10,49,-1,11,-9,21.5,20,24,4
10,50,1,10,-14,16.75,-17,-22,5
10,51,-1,9,3,10.625000000000002,21,22,1
10,52,1,8,-2,8.375,-21,-22,1
10,53,-1,7,1,10.000000000000002,22,22,0
10,54,1,6,-8,6.875,-18,-22,4
10,55,-1,5,-3,9.0,23,32,9
10,56,1,4,-16,8.875,-34,-32,2
10,57,-1,3,-3,14.625000000000002,45,32,13
10,58,1,2,-16,11.875,-32,-32,0
10,59,-1,2,-16,11.875,32,32,0
10,60,1,1,-35,37.625,-32,-32,0
10,61,-1,0,-32,33.0,32,32,0
11,0,1,60,0,0.0,-4,-1,3
11,1,-1,59,3,1.1249999999999998,4,-1,5
11,2,1,58,0,0.0,-3,2,5
11,3,-1,57,3,1.1249999999999998,4,-6,10
11,4,1,56,0,1.2500000000000002,1,6,5
11,5,-1,55,3,1.375,4,-7,11
11,6,1,54,-2,0.6250000000000001,0,6,6
11,7,-1,53,1,1.4999999999999998,3,-6,9
11,8,1,52,-4,1.6249999999999998,5,5,0
11,9,-1,51,-1,0.37499999999999994,-5,-5,0
11,10,1,50,-8,2.5000000000000004,6,5,1
11,11,-1,49,-3,0.37499999999999994,-4,-5,1
11,12,1,48,-6,1.7500000000000002,5,4,1
11,13,-1,47,-1,3.1250000000000004,-1,-3,2
11,14,1,46,-4,2.75,3,1,2
11,15,-1,45,1,1.1249999999999998,0,-5,5
11,16,1,44,-2,2.0000000000000004,5,1,4
11,17,-1,43,1,1.6249999999999998,-3,-3,0
11,18,1,42,-2,2.25,4,2,2
11,19,-1,41,3,1.375,-2,-2,0
11,20,1,40,-2,1.6249999999999998,5,1,4
11,21,-1,39,3,2.9999999999999996,-2,-2,0
11,22,1,38,-2,1.6249999999999998,5,0,5
11,23,-1,37,1,2.0000000000000004,3,5,2
11,24,1,36,-2,2.625,-6,-6,0
11,25,-1,35,1,1.7500000000000002,7,4,3
11,26,1,34,-2,1.6249999999999998,-3,-5,2
11,27,-1,33,5,4.375,2,5,3
11,28,1,32,0,2.5000000000000004,-4,-7,3
11,29,-1,31,3,4.125000000000001,6,5,1
11,30,1,30,-4,1.7500000000000002,0,-6,6
11,31,-1,29,3,8.125,2,6,4
11,32,1,28,-2,5.000000000000001,-4,-6,2
11,33,-1,27,3,7.375,12,14,2
11,34,1,26,0,6.25,-9,-14,5
11,35,-1,25,9,12.375,17,18,1
11,36,1,24,0,8.000000000000002,-10,-18,8
11,37,-1,23,7,9.875,10,18,8
11,38,1,22,2,5.5,-10,-18,8
11,39,-1,21,9,9.875,27,18,9
11,40,1,20,6,10.625000000000002,-23,-18,5
11,41,-1,19,13,16.875,24,18,6
11,42,1,18,10,16.500000000000004,-20,-18,2
11,43,-1,17,13,18.249999999999996,20,18,2
11,44,1,16,10,15.875000000000002,-19,-18,1
11,45,-1,15,13,17.25,24,20,4
11,46,1,14,10,16.125,-20,-18,2
11,47,-1,13,15,22.375000000000004,30,18,12
11,48,1,12,0,11.250000000000002,-14,-16,2
11,49,-1,11,7,13.625,21,18,3
11,50,1,10,4,13.5,-13,-12,1
11,51,-1,9,13,14.125,13,12,1
11,52,1,8,8,13.875,-11,-12,1
11,53,-1,7,13,16.125,27,12,15
11,54,1,6,4,15.249999999999998,-19,-12,7
11,55,-1,6,4,15.249999999999998,19,12,7
11,56,1,5,-9,7.625000000000001,-14,-12,2
11,57,-1,4,-4,8.000000000000002,14,14,0
11,58,1,3,-27,16.125,-13,-14,1
11,59,-1,2,-22,11.375,14,14,0
11,60,1,1,-25,15.249999999999998,-14,-14,0
11,61,-1,0,-14,10.5,14,14,0
12,0,1,60,0,0.0,-4,-1,3
12,1,-1,59,3,1.1249999999999998,4,-1,5
12,2,1,58,0,0.0,-2,0,2
12,3,-1,57,3,1.1249999999999998,5,1,4
12,4,1,56,-2,1.0,-3,-1,2
12,5,-1,55,1,0.12500000000000003,6,1,5
12,6,1,54,-2,1.375,-4,-2,2
12,7,-1,53,1,0.7499999999999999,5,1,4
12,8,1,52,-2,1.0,0,-2,2
12,9,-1,51,1,2.125,1,1,0
12,10,1,50,-2,2.25,-2,-2,0
12,11,-1,49,1,2.3749999999999996,3,1,2
