corpus,game,ply,obf_tasklist,edax_score_preproof,edax_alpha,edax_beta,count_wthor,disc_diff_player_minus_opp,a1_minus_energy,b1_minus_energy,b2_minus_energy,e_minus_energy,d4_a1_occupation_energy,d4_e_occupation_energy,archive_mean_lb,archive_mean_ub,archive_median_lb
liveothello_2025_all,1505,10,-------------------OXX----OOXO----XOX-----XOO------O------------ X;,2,-64,0,610,-2,2.25,0.25,2.25,9.0,11.25,1.0,4.6576830274641905,63.98152131415598,4.0
liveothello_2025_all,1508,10,-------------------XX------XXO----XOXO----OOOO-----O------------ X;,-2,0,64,3206,-2,2.25,0.25,1.2500000000000002,10.000000000000002,11.25,2.0,-63.5861649182872,-5.296221486408842,-64.0
liveothello_2025_all,1511,10,----------X------OOOO-----XXXO----XXXX-----O-------------------- X;,0,0,64,2395,2,4.375,3.6250000000000004,1.375,4.0,10.875,2.0,-42.12878757517837,14.689514915323567,-64.0
liveothello_2025_all,1513,10,------------X----OOOO-----XXXO----XXXX-----O-------------------- X;,-4,0,64,242,2,4.625,3.375,1.6249999999999998,4.0,10.625,2.0,-63.46884349038342,-6.396575604937933,-64.0
liveothello_2025_all,1515,10,------------O------OOX-----XOX----XXOO----XO-O------------------ X;,0,-64,64,6397,-2,0.875,2.125,2.875,5.999999999999999,10.875,2.0,-27.150323412609282,32.1957929191177,2.0
liveothello_2025_all,1524,10,----------X------OOOO-----XXXO----XXXX-----O-------------------- X;,0,0,64,2395,2,4.375,3.6250000000000004,1.375,4.0,10.875,2.0,-42.12878757517837,14.689514915323567,-64.0
liveothello_2025_all,1528,10,-----------OX------XO-----XXOO----OXOX-----XO------------------- X;,-4,0,64,203,0,0.0,0.0,2.5000000000000004,9.0,12.5,1.0,-63.68789962774879,-4.430102378766574,-64.0
liveothello_2025_all,1541,10,-------------------OXX----OOXO----XOX-----XOO------O------------ X;,2,-64,0,610,-2,2.25,0.25,2.25,9.0,11.25,1.0,4.6576830274641905,63.98152131415598,4.0
liveothello_2025_all,1545,10,------------------X-OOO---XXXO----XXXXO-----O------------------- X;,-8,0,64,20,2,4.25,2.25,1.7500000000000002,5.000000000000001,9.75,3.0,-62.590880961013255,-8.604153237153874,-64.0
liveothello_2025_all,1547,10,----------X------OOOO-----XXXO----XXXX-----O-------------------- X;,0,0,64,2395,2,4.375,3.6250000000000004,1.375,4.0,10.875,2.0,-42.12878757517837,14.689514915323567,-64.0
