Parsing SERVER log...
  Found 3067 SERVER activations
Parsing CLIENT log...
  Found 3069 CLIENT activations

================================================================================
BILATERAL TIMING ANALYSIS
================================================================================

Time (s)     Period (ms)  Delta (ms)   Target (ms)  Error (ms)   Status
2950.87      2000         365          1000         -635         OVERLAP
2952.88      2000         -1645        1000         -2645        OVERLAP
2952.88      2000         355          1000         -645         OVERLAP
2954.89      2000         -1655        1000         -2655        OVERLAP
2954.89      2000         345          1000         -655         OVERLAP
2956.91      2000         -1675        1000         -2675        OVERLAP
2956.91      2000         325          1000         -675         OVERLAP
2958.88      2000         -1645        1000         -2645        OVERLAP
2958.88      2000         355          1000         -645         OVERLAP
2960.88      2000         -1645        1000         -2645        OVERLAP
2960.88      2000         355          1000         -645         OVERLAP
2962.89      2000         -1655        1000         -2655        OVERLAP
2962.89      2000         345          1000         -655         OVERLAP
2964.90      2000         -1655        1000         -2655        OVERLAP
2964.90      2000         335          1000         -665         OVERLAP
2966.91      2000         -1665        1000         -2665        OVERLAP
2966.91      2000         325          1000         -675         OVERLAP
2968.92      2000         -1675        1000         -2675        OVERLAP
2968.92      2000         315          1000         -685         OVERLAP
2968.92      2000         325          1000         -675         OVERLAP
2970.92      2000         -1675        1000         -2675        OVERLAP
2970.92      2000         315          1000         -685         OVERLAP
2970.93      2000         315          1000         -685         OVERLAP
2972.93      2000         -1685        1000         -2685        OVERLAP
2972.93      2000         305          1000         -695         OVERLAP
2972.94      2000         295          1000         -705         OVERLAP
2974.89      2000         -1655        1000         -2655        OVERLAP
2974.89      2000         355          1000         -645         OVERLAP
2974.89      2000         355          1000         -645         OVERLAP
2976.90      2000         -1655        1000         -2655        OVERLAP
2976.90      2000         345          1000         -655         OVERLAP
2976.90      2000         345          1000         -655         OVERLAP
2978.91      2000         -1665        1000         -2665        OVERLAP
2978.91      2000         335          1000         -665         OVERLAP
2980.92      2000         -1675        1000         -2675        OVERLAP
2980.92      2000         325          1000         -675         OVERLAP
2982.93      2000         -1685        1000         -2685        OVERLAP
2982.93      2000         315          1000         -685         OVERLAP
2984.94      2000         -1695        1000         -2695        OVERLAP
2984.94      2000         305          1000         -695         OVERLAP
2986.90      2000         -1655        1000         -2655        OVERLAP
2986.90      2000         345          1000         -655         OVERLAP
2988.90      2000         -1655        1000         -2655        OVERLAP
2988.90      2000         345          1000         -655         OVERLAP
2990.91      2000         -1665        1000         -2665        OVERLAP
2990.91      2000         335          1000         -665         OVERLAP
2992.92      2000         -1675        1000         -2675        OVERLAP
2992.92      2000         325          1000         -675         OVERLAP
2994.93      2000         -1685        1000         -2685        OVERLAP
2994.93      2000         315          1000         -685         OVERLAP
2996.94      2000         -1695        1000         -2695        OVERLAP
2996.94      2000         305          1000         -695         OVERLAP
2998.89      2000         -1645        1000         -2645        OVERLAP
2998.89      2000         355          1000         -645         OVERLAP
3000.90      2000         -1655        1000         -2655        OVERLAP
3000.90      2000         345          1000         -655         OVERLAP
3002.91      2000         -1665        1000         -2665        OVERLAP
3002.91      2000         345          1000         -655         OVERLAP
3004.92      2000         -1665        1000         -2665        OVERLAP
3004.92      2000         335          1000         -665         OVERLAP
3006.93      2000         -1675        1000         -2675        OVERLAP
3006.93      2000         325          1000         -675         OVERLAP
3008.93      2000         -1675        1000         -2675        OVERLAP
3008.93      2000         325          1000         -675         OVERLAP
3010.89      2000         -1635        1000         -2635        OVERLAP
3010.89      2000         365          1000         -635         OVERLAP
3012.90      2000         -1645        1000         -2645        OVERLAP
3012.90      2000         355          1000         -645         OVERLAP
3014.91      2000         -1655        1000         -2655        OVERLAP
3014.91      2000         345          1000         -655         OVERLAP
3016.93      2000         -1675        1000         -2675        OVERLAP
3016.93      2000         325          1000         -675         OVERLAP
3018.90      2000         -1645        1000         -2645        OVERLAP
3018.90      2000         355          1000         -645         OVERLAP
3020.90      2000         -1645        1000         -2645        OVERLAP
3020.90      2000         355          1000         -645         OVERLAP
3022.91      2000         -1655        1000         -2655        OVERLAP
3022.91      2000         345          1000         -655         OVERLAP
3024.92      2000         -1665        1000         -2665        OVERLAP
3024.92      2000         335          1000         -665         OVERLAP
3026.93      2000         -1675        1000         -2675        OVERLAP
3026.93      2000         325          1000         -675         OVERLAP
3028.94      2000         -1685        1000         -2685        OVERLAP
3028.94      2000         315          1000         -685         OVERLAP
3030.89      2000         -1635        1000         -2635        OVERLAP
3030.89      2000         365          1000         -635         OVERLAP
3032.90      2000         -1645        1000         -2645        OVERLAP
3032.90      2000         355          1000         -645         OVERLAP
3034.91      2000         -1655        1000         -2655        OVERLAP
3034.91      2000         345          1000         -655         OVERLAP
3036.92      2000         -1665        1000         -2665        OVERLAP
3036.92      2000         335          1000         -665         OVERLAP
3038.93      2000         -1675        1000         -2675        OVERLAP
3038.93      2000         325          1000         -675         OVERLAP
3040.93      2000         -1675        1000         -2675        OVERLAP
3040.93      2000         325          1000         -675         OVERLAP
3042.89      2000         -1635        1000         -2635        OVERLAP
3042.89      2000         365          1000         -635         OVERLAP
3044.90      2000         -1645        1000         -2645        OVERLAP
3044.90      2000         355          1000         -645         OVERLAP
3046.91      2000         -1655        1000         -2655        OVERLAP
3046.91      2000         345          1000         -655         OVERLAP
3048.92      2000         -1665        1000         -2665        OVERLAP
3048.92      2000         335          1000         -665         OVERLAP
3050.92      2000         -1665        1000         -2665        OVERLAP
3050.92      2000         335          1000         -665         OVERLAP
3052.93      2000         -1675        1000         -2675        OVERLAP
3052.93      2000         325          1000         -675         OVERLAP
3054.89      2000         -1635        1000         -2635        OVERLAP
3054.89      2000         365          1000         -635         OVERLAP
3056.90      2000         -1645        1000         -2645        OVERLAP
3056.90      2000         355          1000         -645         OVERLAP
3058.91      2000         -1655        1000         -2655        OVERLAP
3058.91      2000         345          1000         -655         OVERLAP
3060.91      2000         -1655        1000         -2655        OVERLAP
3060.91      2000         345          1000         -655         OVERLAP
3062.92      2000         -1665        1000         -2665        OVERLAP
3062.92      2000         345          1000         -655         OVERLAP
3064.93      2000         -1665        1000         -2665        OVERLAP
3064.93      2000         335          1000         -665         OVERLAP
3066.89      2000         -1625        1000         -2625        OVERLAP
3066.89      2000         375          1000         -625         OVERLAP
3068.90      2000         -1635        1000         -2635        OVERLAP
3068.90      2000         365          1000         -635         OVERLAP
3070.90      2000         -1635        1000         -2635        OVERLAP
3070.90      2000         365          1000         -635         OVERLAP
3072.91      2000         -1645        1000         -2645        OVERLAP
3072.91      2000         355          1000         -645         OVERLAP
3074.92      2000         -1655        1000         -2655        OVERLAP
3074.92      2000         345          1000         -655         OVERLAP
3076.94      2000         -1675        1000         -2675        OVERLAP
3076.94      2000         325          1000         -675         OVERLAP
3078.91      2000         -1645        1000         -2645        OVERLAP
3078.91      2000         355          1000         -645         OVERLAP
3080.91      2000         -1645        1000         -2645        OVERLAP
3080.91      2000         355          1000         -645         OVERLAP
3082.92      2000         -1655        1000         -2655        OVERLAP
3082.92      2000         345          1000         -655         OVERLAP
3084.93      2000         -1655        1000         -2655        OVERLAP
3084.93      2000         335          1000         -665         OVERLAP
3086.89      2000         -1615        1000         -2615        OVERLAP
3086.89      2000         375          1000         -625         OVERLAP
3088.90      2000         -1625        1000         -2625        OVERLAP
3088.90      2000         365          1000         -635         OVERLAP
3088.90      2000         375          1000         -625         OVERLAP
3090.90      2000         -1625        1000         -2625        OVERLAP
3090.90      2000         365          1000         -635         OVERLAP
3090.91      2000         365          1000         -635         OVERLAP
3092.91      2000         -1635        1000         -2635        OVERLAP
3092.91      2000         355          1000         -645         OVERLAP
3092.92      2000         345          1000         -655         OVERLAP
3094.92      2000         -1655        1000         -2655        OVERLAP
3094.92      2000         355          1000         -645         OVERLAP
3094.92      2000         355          1000         -645         OVERLAP
3096.93      2000         -1655        1000         -2655        OVERLAP
3096.93      2000         345          1000         -655         OVERLAP
3096.93      2000         345          1000         -655         OVERLAP
3098.94      2000         -1665        1000         -2665        OVERLAP
3098.94      2000         335          1000         -665         OVERLAP
3100.90      2000         -1625        1000         -2625        OVERLAP
3100.90      2000         375          1000         -625         OVERLAP
3102.91      2000         -1635        1000         -2635        OVERLAP
3102.91      2000         365          1000         -635         OVERLAP
3104.92      2000         -1645        1000         -2645        OVERLAP
3104.92      2000         355          1000         -645         OVERLAP
3106.93      2000         -1655        1000         -2655        OVERLAP
3106.93      2000         345          1000         -655         OVERLAP
3108.93      2000         -1655        1000         -2655        OVERLAP
3108.93      2000         345          1000         -655         OVERLAP
3110.94      2000         -1665        1000         -2665        OVERLAP
3110.94      2000         335          1000         -665         OVERLAP
3112.90      2000         -1625        1000         -2625        OVERLAP
3112.90      2000         375          1000         -625         OVERLAP
3114.91      2000         -1635        1000         -2635        OVERLAP
3114.91      2000         365          1000         -635         OVERLAP
3116.92      2000         -1645        1000         -2645        OVERLAP
3116.92      2000         355          1000         -645         OVERLAP
3118.92      2000         -1645        1000         -2645        OVERLAP
3118.92      2000         355          1000         -645         OVERLAP
3120.93      2000         -1655        1000         -2655        OVERLAP
3120.93      2000         345          1000         -655         OVERLAP
3122.94      2000         -1665        1000         -2665        OVERLAP
3122.94      2000         345          1000         -655         OVERLAP
3124.90      2000         -1615        1000         -2615        OVERLAP
3124.90      2000         385          1000         -615         OVERLAP
3126.91      2000         -1625        1000         -2625        OVERLAP
3126.91      2000         375          1000         -625         OVERLAP
3128.91      2000         -1625        1000         -2625        OVERLAP
3128.91      2000         375          1000         -625         OVERLAP
3130.92      2000         -1635        1000         -2635        OVERLAP
3130.92      2000         365          1000         -635         OVERLAP
3132.93      2000         -1645        1000         -2645        OVERLAP
3132.93      2000         355          1000         -645         OVERLAP
3134.94      2000         -1655        1000         -2655        OVERLAP
3134.94      2000         345          1000         -655         OVERLAP
3136.90      2000         -1615        1000         -2615        OVERLAP
3136.90      2000         385          1000         -615         OVERLAP
3138.92      2000         -1635        1000         -2635        OVERLAP
3138.92      2000         365          1000         -635         OVERLAP
3140.93      2000         -1645        1000         -2645        OVERLAP
3140.93      2000         355          1000         -645         OVERLAP
3142.94      2000         -1655        1000         -2655        OVERLAP
3142.94      2000         345          1000         -655         OVERLAP
3144.90      2000         -1615        1000         -2615        OVERLAP
3144.90      2000         385          1000         -615         OVERLAP
3146.90      2000         -1615        1000         -2615        OVERLAP
3146.90      2000         385          1000         -615         OVERLAP
3148.91      2000         -1625        1000         -2625        OVERLAP
3148.91      2000         375          1000         -625         OVERLAP
3150.92      2000         -1635        1000         -2635        OVERLAP
3150.92      2000         365          1000         -635         OVERLAP
3152.93      2000         -1645        1000         -2645        OVERLAP
3152.93      2000         355          1000         -645         OVERLAP
3154.94      2000         -1655        1000         -2655        OVERLAP
3154.94      2000         345          1000         -655         OVERLAP
3156.89      2000         -1605        1000         -2605        OVERLAP
3156.89      2000         395          1000         -605         OVERLAP
3158.90      2000         -1615        1000         -2615        OVERLAP
3158.90      2000         385          1000         -615         OVERLAP
3160.91      2000         -1625        1000         -2625        OVERLAP
3160.91      2000         375          1000         -625         OVERLAP
3162.92      2000         -1635        1000         -2635        OVERLAP
3162.92      2000         365          1000         -635         OVERLAP
3164.93      2000         -1645        1000         -2645        OVERLAP
3164.93      2000         355          1000         -645         OVERLAP
3166.93      2000         -1645        1000         -2645        OVERLAP
3166.93      2000         355          1000         -645         OVERLAP
3168.89      2000         -1605        1000         -2605        OVERLAP
3168.89      2000         395          1000         -605         OVERLAP
3170.90      2000         -1615        1000         -2615        OVERLAP
3170.90      2000         385          1000         -615         OVERLAP
3172.91      2000         -1625        1000         -2625        OVERLAP
3172.91      2000         375          1000         -625         OVERLAP
3174.92      2000         -1635        1000         -2635        OVERLAP
3174.92      2000         365          1000         -635         OVERLAP
3176.92      2000         -1635        1000         -2635        OVERLAP
3176.92      2000         365          1000         -635         OVERLAP
3178.93      2000         -1645        1000         -2645        OVERLAP
3178.93      2000         355          1000         -645         OVERLAP
3180.94      2000         -1655        1000         -2655        OVERLAP
3180.94      2000         345          1000         -655         OVERLAP
3182.90      2000         -1615        1000         -2615        OVERLAP
3182.90      2000         395          1000         -605         OVERLAP
3184.91      2000         -1615        1000         -2615        OVERLAP
3184.91      2000         385          1000         -615         OVERLAP
3186.91      2000         -1615        1000         -2615        OVERLAP
3186.91      2000         385          1000         -615         OVERLAP
3188.92      2000         -1625        1000         -2625        OVERLAP
3188.92      2000         375          1000         -625         OVERLAP
3190.93      2000         -1635        1000         -2635        OVERLAP
3190.93      2000         365          1000         -635         OVERLAP
3192.94      2000         -1645        1000         -2645        OVERLAP
3192.94      2000         355          1000         -645         OVERLAP
3194.90      2000         -1605        1000         -2605        OVERLAP
3194.90      2000         395          1000         -605         OVERLAP
3196.90      2000         -1605        1000         -2605        OVERLAP
3196.90      2000         395          1000         -605         OVERLAP
3198.93      2000         -1635        1000         -2635        OVERLAP
3198.93      2000         365          1000         -635         OVERLAP
3200.94      2000         -1645        1000         -2645        OVERLAP
3200.94      2000         355          1000         -645         OVERLAP
3202.90      2000         -1605        1000         -2605        OVERLAP
3202.90      2000         395          1000         -605         OVERLAP
3204.91      2000         -1605        1000         -2605        OVERLAP
3204.91      2000         385          1000         -615         OVERLAP
3206.91      2000         -1605        1000         -2605        OVERLAP
3206.91      2000         385          1000         -615         OVERLAP
3208.92      2000         -1615        1000         -2615        OVERLAP
3208.92      2000         375          1000         -625         OVERLAP
3208.93      2000         375          1000         -625         OVERLAP
3210.93      2000         -1625        1000         -2625        OVERLAP
3210.93      2000         365          1000         -635         OVERLAP
3210.93      2000         375          1000         -625         OVERLAP
3212.94      2000         -1635        1000         -2635        OVERLAP
3212.94      2000         355          1000         -645         OVERLAP
3212.94      2000         355          1000         -645         OVERLAP
3214.95      2000         -1655        1000         -2655        OVERLAP
3214.95      2000         355          1000         -645         OVERLAP
3214.95      2000         355          1000         -645         OVERLAP
3216.95      2000         -1645        1000         -2645        OVERLAP
3216.95      2000         355          1000         -645         OVERLAP
3216.96      2000         345          1000         -655         OVERLAP
3218.97      2000         -1665        1000         -2665        OVERLAP
3218.97      2000         335          1000         -665         OVERLAP
3220.98      2000         -1675        1000         -2675        OVERLAP
3220.98      2000         325          1000         -675         OVERLAP
3222.99      2000         -1685        1000         -2685        OVERLAP
3222.99      2000         315          1000         -685         OVERLAP
3224.99      2000         -1685        1000         -2685        OVERLAP
3224.99      2000         315          1000         -685         OVERLAP
3226.95      2000         -1645        1000         -2645        OVERLAP
3226.95      2000         355          1000         -645         OVERLAP
3228.96      2000         -1655        1000         -2655        OVERLAP
3228.96      2000         345          1000         -655         OVERLAP
3230.97      2000         -1665        1000         -2665        OVERLAP
3230.97      2000         335          1000         -665         OVERLAP
3232.98      2000         -1675        1000         -2675        OVERLAP
3232.98      2000         325          1000         -675         OVERLAP
3234.98      2000         -1675        1000         -2675        OVERLAP
3234.98      2000         325          1000         -675         OVERLAP
3236.99      2000         -1685        1000         -2685        OVERLAP
3236.99      2000         315          1000         -685         OVERLAP
3239.00      2000         -1695        1000         -2695        OVERLAP
3239.00      2000         305          1000         -695         OVERLAP
3240.96      2000         -1655        1000         -2655        OVERLAP
3240.96      2000         345          1000         -655         OVERLAP
3242.97      2000         -1665        1000         -2665        OVERLAP
3242.97      2000         345          1000         -655         OVERLAP
3244.97      2000         -1655        1000         -2655        OVERLAP
3244.97      2000         345          1000         -655         OVERLAP
3246.98      2000         -1665        1000         -2665        OVERLAP
3246.98      2000         335          1000         -665         OVERLAP
3248.99      2000         -1675        1000         -2675        OVERLAP
3248.99      2000         325          1000         -675         OVERLAP
3251.00      2000         -1685        1000         -2685        OVERLAP
3251.00      2000         315          1000         -685         OVERLAP
3252.96      2000         -1645        1000         -2645        OVERLAP
3252.96      2000         355          1000         -645         OVERLAP
3254.96      2000         -1645        1000         -2645        OVERLAP
3254.96      2000         355          1000         -645         OVERLAP
3256.97      2000         -1655        1000         -2655        OVERLAP
3256.97      2000         345          1000         -655         OVERLAP
3259.00      2000         -1685        1000         -2685        OVERLAP
3259.00      2000         315          1000         -685         OVERLAP
3260.96      2000         -1645        1000         -2645        OVERLAP
3260.96      2000         355          1000         -645         OVERLAP
3262.97      2000         -1655        1000         -2655        OVERLAP
3262.97      2000         345          1000         -655         OVERLAP
3264.98      2000         -1655        1000         -2655        OVERLAP
3264.98      2000         335          1000         -665         OVERLAP
3266.98      2000         -1655        1000         -2655        OVERLAP
3266.98      2000         335          1000         -665         OVERLAP
3268.99      2000         -1665        1000         -2665        OVERLAP
3268.99      2000         325          1000         -675         OVERLAP
3269.00      2000         325          1000         -675         OVERLAP
3270.95      2000         -1625        1000         -2625        OVERLAP
3270.95      2000         365          1000         -635         OVERLAP
3270.95      2000         375          1000         -625         OVERLAP
3272.96      2000         -1635        1000         -2635        OVERLAP
3272.96      2000         355          1000         -645         OVERLAP
3272.96      2000         355          1000         -645         OVERLAP
3274.97      2000         -1655        1000         -2655        OVERLAP
3274.97      2000         355          1000         -645         OVERLAP
3274.97      2000         355          1000         -645         OVERLAP
3276.97      2000         -1645        1000         -2645        OVERLAP
3276.97      2000         355          1000         -645         OVERLAP
3276.98      2000         345          1000         -655         OVERLAP
3278.99      2000         -1665        1000         -2665        OVERLAP
3278.99      2000         335          1000         -665         OVERLAP
3280.95      2000         -1625        1000         -2625        OVERLAP
3280.95      2000         375          1000         -625         OVERLAP
3282.96      2000         -1635        1000         -2635        OVERLAP
3282.96      2000         365          1000         -635         OVERLAP
3284.96      2000         -1635        1000         -2635        OVERLAP
3284.96      2000         365          1000         -635         OVERLAP
3286.97      2000         -1645        1000         -2645        OVERLAP
3286.97      2000         355          1000         -645         OVERLAP
3288.98      2000         -1655        1000         -2655        OVERLAP
3288.98      2000         345          1000         -655         OVERLAP
3290.99      2000         -1665        1000         -2665        OVERLAP
3290.99      2000         335          1000         -665         OVERLAP
3292.95      2000         -1625        1000         -2625        OVERLAP
3292.95      2000         375          1000         -625         OVERLAP
3294.95      2000         -1625        1000         -2625        OVERLAP
3294.95      2000         375          1000         -625         OVERLAP
3296.96      2000         -1635        1000         -2635        OVERLAP
3296.96      2000         365          1000         -635         OVERLAP
3298.97      2000         -1645        1000         -2645        OVERLAP
3298.97      2000         355          1000         -645         OVERLAP
3300.98      2000         -1655        1000         -2655        OVERLAP
3300.98      2000         345          1000         -655         OVERLAP
3302.99      2000         -1665        1000         -2665        OVERLAP
3302.99      2000         345          1000         -655         OVERLAP
3304.94      2000         -1605        1000         -2605        OVERLAP
3304.94      2000         395          1000         -605         OVERLAP
3306.95      2000         -1615        1000         -2615        OVERLAP
3306.95      2000         385          1000         -615         OVERLAP
3308.96      2000         -1625        1000         -2625        OVERLAP
3308.96      2000         375          1000         -625         OVERLAP
3310.97      2000         -1635        1000         -2635        OVERLAP
3310.97      2000         365          1000         -635         OVERLAP
3312.98      2000         -1645        1000         -2645        OVERLAP
3312.98      2000         355          1000         -645         OVERLAP
3314.98      2000         -1645        1000         -2645        OVERLAP
3314.98      2000         355          1000         -645         OVERLAP
3316.94      2000         -1605        1000         -2605        OVERLAP
3316.94      2000         395          1000         -605         OVERLAP
3318.96      2000         -1625        1000         -2625        OVERLAP
3318.96      2000         375          1000         -625         OVERLAP
3320.98      2000         -1645        1000         -2645        OVERLAP
3320.98      2000         355          1000         -645         OVERLAP
3322.98      2000         -1645        1000         -2645        OVERLAP
3322.98      2000         355          1000         -645         OVERLAP
3324.94      2000         -1605        1000         -2605        OVERLAP
3324.94      2000         395          1000         -605         OVERLAP
3326.95      2000         -1615        1000         -2615        OVERLAP
3326.95      2000         385          1000         -615         OVERLAP
3328.96      2000         -1625        1000         -2625        OVERLAP
3328.96      2000         375          1000         -625         OVERLAP
3330.97      2000         -1635        1000         -2635        OVERLAP
3330.97      2000         365          1000         -635         OVERLAP
3332.97      2000         -1635        1000         -2635        OVERLAP
3332.97      2000         365          1000         -635         OVERLAP
3334.98      2000         -1645        1000         -2645        OVERLAP
3334.98      2000         355          1000         -645         OVERLAP
3336.94      2000         -1605        1000         -2605        OVERLAP
3336.94      2000         395          1000         -605         OVERLAP
3338.95      2000         -1615        1000         -2615        OVERLAP
3338.95      2000         385          1000         -615         OVERLAP
3340.96      2000         -1625        1000         -2625        OVERLAP
3340.96      2000         375          1000         -625         OVERLAP
3342.96      2000         -1625        1000         -2625        OVERLAP
3342.96      2000         375          1000         -625         OVERLAP
3344.97      2000         -1635        1000         -2635        OVERLAP
3344.97      2000         365          1000         -635         OVERLAP
3346.98      2000         -1645        1000         -2645        OVERLAP
3346.98      2000         355          1000         -645         OVERLAP
3348.94      2000         -1605        1000         -2605        OVERLAP
3348.94      2000         395          1000         -605         OVERLAP
3350.95      2000         -1615        1000         -2615        OVERLAP
3350.95      2000         385          1000         -615         OVERLAP
3352.95      2000         -1615        1000         -2615        OVERLAP
3352.95      2000         385          1000         -615         OVERLAP
3354.96      2000         -1625        1000         -2625        OVERLAP
3354.96      2000         375          1000         -625         OVERLAP
3356.97      2000         -1635        1000         -2635        OVERLAP
3356.97      2000         365          1000         -635         OVERLAP
3358.98      2000         -1645        1000         -2645        OVERLAP
3358.98      2000         355          1000         -645         OVERLAP
3360.99      2000         -1655        1000         -2655        OVERLAP
3360.99      2000         345          1000         -655         OVERLAP
3362.94      2000         -1605        1000         -2605        OVERLAP
3362.94      2000         405          1000         -595         OVERLAP
3364.95      2000         -1605        1000         -2605        OVERLAP
3364.95      2000         395          1000         -605         OVERLAP
3366.96      2000         -1615        1000         -2615        OVERLAP
3366.96      2000         385          1000         -615         OVERLAP
3368.97      2000         -1625        1000         -2625        OVERLAP
3368.97      2000         375          1000         -625         OVERLAP
3370.98      2000         -1635        1000         -2635        OVERLAP
3370.98      2000         365          1000         -635         OVERLAP
3372.98      2000         -1635        1000         -2635        OVERLAP
3372.98      2000         365          1000         -635         OVERLAP
3374.94      2000         -1595        1000         -2595        OVERLAP
3374.94      2000         405          1000         -595         OVERLAP
3376.95      2000         -1605        1000         -2605        OVERLAP
3376.95      2000         395          1000         -605         OVERLAP
3378.97      2000         -1625        1000         -2625        OVERLAP
3378.97      2000         375          1000         -625         OVERLAP
3380.94      2000         -1595        1000         -2595        OVERLAP
3380.94      2000         405          1000         -595         OVERLAP
3382.94      2000         -1595        1000         -2595        OVERLAP
3382.94      2000         405          1000         -595         OVERLAP
3384.95      2000         -1595        1000         -2595        OVERLAP
3384.95      2000         395          1000         -605         OVERLAP
3386.96      2000         -1605        1000         -2605        OVERLAP
3386.96      2000         385          1000         -615         OVERLAP
3388.97      2000         -1615        1000         -2615        OVERLAP
3388.97      2000         375          1000         -625         OVERLAP
3388.97      2000         385          1000         -615         OVERLAP
3390.98      2000         -1625        1000         -2625        OVERLAP
3390.98      2000         365          1000         -635         OVERLAP
3390.98      2000         375          1000         -625         OVERLAP
3392.98      2000         -1625        1000         -2625        OVERLAP
3392.98      2000         365          1000         -635         OVERLAP
3392.99      2000         355          1000         -645         OVERLAP
3394.99      2000         -1645        1000         -2645        OVERLAP
3394.99      2000         365          1000         -635         OVERLAP
3395.00      2000         355          1000         -645         OVERLAP
3397.00      2000         -1645        1000         -2645        OVERLAP
3397.00      2000         355          1000         -645         OVERLAP
3397.00      2000         355          1000         -645         OVERLAP
3399.02      2000         -1665        1000         -2665        OVERLAP
3399.02      2000         335          1000         -665         OVERLAP
3401.02      2000         -1665        1000         -2665        OVERLAP
3401.02      2000         335          1000         -665         OVERLAP
3403.03      2000         -1675        1000         -2675        OVERLAP
3403.03      2000         325          1000         -675         OVERLAP
3405.04      2000         -1685        1000         -2685        OVERLAP
3405.04      2000         315          1000         -685         OVERLAP
3407.05      2000         -1695        1000         -2695        OVERLAP
3407.05      2000         305          1000         -695         OVERLAP
3409.01      2000         -1655        1000         -2655        OVERLAP
3409.01      2000         345          1000         -655         OVERLAP
3411.01      2000         -1655        1000         -2655        OVERLAP
3411.01      2000         345          1000         -655         OVERLAP
3413.02      2000         -1665        1000         -2665        OVERLAP
3413.02      2000         335          1000         -665         OVERLAP
3415.03      2000         -1675        1000         -2675        OVERLAP
3415.03      2000         325          1000         -675         OVERLAP
3417.04      2000         -1685        1000         -2685        OVERLAP
3417.04      2000         315          1000         -685         OVERLAP
3419.05      2000         -1695        1000         -2695        OVERLAP
3419.05      2000         305          1000         -695         OVERLAP
3421.00      2000         -1645        1000         -2645        OVERLAP
3421.00      2000         355          1000         -645         OVERLAP
3423.01      2000         -1655        1000         -2655        OVERLAP
3423.01      2000         355          1000         -645         OVERLAP
3425.02      2000         -1655        1000         -2655        OVERLAP
3425.02      2000         345          1000         -655         OVERLAP
3427.03      2000         -1665        1000         -2665        OVERLAP
3427.03      2000         335          1000         -665         OVERLAP
3429.04      2000         -1675        1000         -2675        OVERLAP
3429.04      2000         325          1000         -675         OVERLAP
3431.04      2000         -1675        1000         -2675        OVERLAP
3431.04      2000         325          1000         -675         OVERLAP
3433.00      2000         -1635        1000         -2635        OVERLAP
3433.00      2000         365          1000         -635         OVERLAP
3435.01      2000         -1645        1000         -2645        OVERLAP
3435.01      2000         355          1000         -645         OVERLAP
3437.02      2000         -1655        1000         -2655        OVERLAP
3437.02      2000         345          1000         -655         OVERLAP
3439.04      2000         -1675        1000         -2675        OVERLAP
3439.04      2000         325          1000         -675         OVERLAP
3441.01      2000         -1645        1000         -2645        OVERLAP
3441.01      2000         355          1000         -645         OVERLAP
3443.01      2000         -1645        1000         -2645        OVERLAP
3443.01      2000         355          1000         -645         OVERLAP
3445.02      2000         -1655        1000         -2655        OVERLAP
3445.02      2000         345          1000         -655         OVERLAP
3447.03      2000         -1665        1000         -2665        OVERLAP
3447.03      2000         335          1000         -665         OVERLAP
3449.04      2000         -1675        1000         -2675        OVERLAP
3449.04      2000         325          1000         -675         OVERLAP
3451.05      2000         -1685        1000         -2685        OVERLAP
3451.05      2000         315          1000         -685         OVERLAP
3453.00      2000         -1635        1000         -2635        OVERLAP
3453.00      2000         365          1000         -635         OVERLAP
3455.01      2000         -1645        1000         -2645        OVERLAP
3455.01      2000         355          1000         -645         OVERLAP
3457.02      2000         -1655        1000         -2655        OVERLAP
3457.02      2000         345          1000         -655         OVERLAP
3459.03      2000         -1665        1000         -2665        OVERLAP
3459.03      2000         335          1000         -665         OVERLAP
3461.04      2000         -1675        1000         -2675        OVERLAP
3461.04      2000         325          1000         -675         OVERLAP
3463.04      2000         -1675        1000         -2675        OVERLAP
3463.04      2000         325          1000         -675         OVERLAP
3465.00      2000         -1635        1000         -2635        OVERLAP
3465.00      2000         365          1000         -635         OVERLAP
3467.01      2000         -1645        1000         -2645        OVERLAP
3467.01      2000         355          1000         -645         OVERLAP
3469.02      2000         -1655        1000         -2655        OVERLAP
3469.02      2000         345          1000         -655         OVERLAP
3471.03      2000         -1665        1000         -2665        OVERLAP
3471.03      2000         335          1000         -665         OVERLAP
3473.03      2000         -1665        1000         -2665        OVERLAP
3473.03      2000         335          1000         -665         OVERLAP
3475.04      2000         -1675        1000         -2675        OVERLAP
3475.04      2000         325          1000         -675         OVERLAP
3477.00      2000         -1635        1000         -2635        OVERLAP
3477.00      2000         365          1000         -635         OVERLAP
3479.01      2000         -1645        1000         -2645        OVERLAP
3479.01      2000         355          1000         -645         OVERLAP
3481.02      2000         -1655        1000         -2655        OVERLAP
3481.02      2000         345          1000         -655         OVERLAP
3483.02      2000         -1655        1000         -2655        OVERLAP
3483.02      2000         355          1000         -645         OVERLAP
3485.03      2000         -1655        1000         -2655        OVERLAP
3485.03      2000         345          1000         -655         OVERLAP
3487.04      2000         -1665        1000         -2665        OVERLAP
3487.04      2000         335          1000         -665         OVERLAP
3489.05      2000         -1675        1000         -2675        OVERLAP
3489.05      2000         325          1000         -675         OVERLAP
3491.01      2000         -1635        1000         -2635        OVERLAP
3491.01      2000         365          1000         -635         OVERLAP
3493.01      2000         -1635        1000         -2635        OVERLAP
3493.01      2000         365          1000         -635         OVERLAP
