Parsing SERVER log...
  Found 3067 SERVER activations
Parsing CLIENT log...
  Found 3069 CLIENT activations

================================================================================
BILATERAL TIMING ANALYSIS
================================================================================

Time (s)     Period (ms)  Delta (ms)   Target (ms)  Error (ms)   Status
1010.29      2000         -1655        1000         -2655        OVERLAP
1010.29      2000         345          1000         -655         OVERLAP
1012.30      2000         -1665        1000         -2665        OVERLAP
1012.30      2000         335          1000         -665         OVERLAP
1014.31      2000         -1675        1000         -2675        OVERLAP
1014.31      2000         325          1000         -675         OVERLAP
1016.31      2000         -1675        1000         -2675        OVERLAP
1016.31      2000         325          1000         -675         OVERLAP
1018.32      2000         -1685        1000         -2685        OVERLAP
1018.32      2000         315          1000         -685         OVERLAP
1020.28      2000         -1645        1000         -2645        OVERLAP
1020.28      2000         355          1000         -645         OVERLAP
1022.29      2000         -1655        1000         -2655        OVERLAP
1022.29      2000         355          1000         -645         OVERLAP
1024.31      2000         -1665        1000         -2665        OVERLAP
1024.31      2000         335          1000         -665         OVERLAP
1026.33      2000         -1685        1000         -2685        OVERLAP
1026.33      2000         315          1000         -685         OVERLAP
1028.28      2000         -1635        1000         -2635        OVERLAP
1028.28      2000         365          1000         -635         OVERLAP
1030.29      2000         -1645        1000         -2645        OVERLAP
1030.29      2000         355          1000         -645         OVERLAP
1032.30      2000         -1655        1000         -2655        OVERLAP
1032.30      2000         345          1000         -655         OVERLAP
1034.31      2000         -1655        1000         -2655        OVERLAP
1034.31      2000         335          1000         -665         OVERLAP
1036.32      2000         -1665        1000         -2665        OVERLAP
1036.32      2000         325          1000         -675         OVERLAP
1038.32      2000         -1665        1000         -2665        OVERLAP
1038.32      2000         325          1000         -675         OVERLAP
1038.33      2000         325          1000         -675         OVERLAP
1040.33      2000         -1675        1000         -2675        OVERLAP
1040.33      2000         315          1000         -685         OVERLAP
1040.34      2000         315          1000         -685         OVERLAP
1042.34      2000         -1685        1000         -2685        OVERLAP
1042.34      2000         305          1000         -695         OVERLAP
1042.34      2000         305          1000         -695         OVERLAP
1044.35      2000         -1705        1000         -2705        OVERLAP
1044.35      2000         305          1000         -695         OVERLAP
1044.35      2000         305          1000         -695         OVERLAP
1046.31      2000         -1655        1000         -2655        OVERLAP
1046.31      2000         345          1000         -655         OVERLAP
1046.31      2000         345          1000         -655         OVERLAP
1048.32      2000         -1665        1000         -2665        OVERLAP
1048.32      2000         335          1000         -665         OVERLAP
1050.33      2000         -1675        1000         -2675        OVERLAP
1050.33      2000         325          1000         -675         OVERLAP
1052.34      2000         -1685        1000         -2685        OVERLAP
1052.34      2000         315          1000         -685         OVERLAP
1054.35      2000         -1695        1000         -2695        OVERLAP
1054.35      2000         305          1000         -695         OVERLAP
1056.30      2000         -1645        1000         -2645        OVERLAP
1056.30      2000         355          1000         -645         OVERLAP
1058.31      2000         -1655        1000         -2655        OVERLAP
1058.31      2000         345          1000         -655         OVERLAP
1060.32      2000         -1665        1000         -2665        OVERLAP
1060.32      2000         335          1000         -665         OVERLAP
1062.33      2000         -1675        1000         -2675        OVERLAP
1062.33      2000         325          1000         -675         OVERLAP
1064.34      2000         -1685        1000         -2685        OVERLAP
1064.34      2000         315          1000         -685         OVERLAP
1066.34      2000         -1685        1000         -2685        OVERLAP
1066.34      2000         315          1000         -685         OVERLAP
1068.30      2000         -1645        1000         -2645        OVERLAP
1068.30      2000         355          1000         -645         OVERLAP
1070.31      2000         -1655        1000         -2655        OVERLAP
1070.31      2000         345          1000         -655         OVERLAP
1072.32      2000         -1665        1000         -2665        OVERLAP
1072.32      2000         335          1000         -665         OVERLAP
1074.33      2000         -1675        1000         -2675        OVERLAP
1074.33      2000         325          1000         -675         OVERLAP
1076.33      2000         -1675        1000         -2675        OVERLAP
1076.33      2000         325          1000         -675         OVERLAP
1078.34      2000         -1685        1000         -2685        OVERLAP
1078.34      2000         315          1000         -685         OVERLAP
1080.30      2000         -1645        1000         -2645        OVERLAP
1080.30      2000         355          1000         -645         OVERLAP
1082.31      2000         -1655        1000         -2655        OVERLAP
1082.31      2000         355          1000         -645         OVERLAP
1084.33      2000         -1665        1000         -2665        OVERLAP
1084.33      2000         335          1000         -665         OVERLAP
1086.35      2000         -1685        1000         -2685        OVERLAP
1086.35      2000         315          1000         -685         OVERLAP
1088.30      2000         -1635        1000         -2635        OVERLAP
1088.30      2000         365          1000         -635         OVERLAP
1090.31      2000         -1645        1000         -2645        OVERLAP
1090.31      2000         355          1000         -645         OVERLAP
1092.32      2000         -1655        1000         -2655        OVERLAP
1092.32      2000         345          1000         -655         OVERLAP
1094.33      2000         -1655        1000         -2655        OVERLAP
1094.33      2000         335          1000         -665         OVERLAP
1096.34      2000         -1665        1000         -2665        OVERLAP
1096.34      2000         325          1000         -675         OVERLAP
1098.34      2000         -1665        1000         -2665        OVERLAP
1098.34      2000         325          1000         -675         OVERLAP
1098.35      2000         325          1000         -675         OVERLAP
1100.35      2000         -1675        1000         -2675        OVERLAP
1100.35      2000         315          1000         -685         OVERLAP
1100.36      2000         315          1000         -685         OVERLAP
1102.36      2000         -1685        1000         -2685        OVERLAP
1102.36      2000         305          1000         -695         OVERLAP
1102.36      2000         305          1000         -695         OVERLAP
1104.37      2000         -1705        1000         -2705        OVERLAP
1104.37      2000         305          1000         -695         OVERLAP
1104.37      2000         305          1000         -695         OVERLAP
1106.33      2000         -1655        1000         -2655        OVERLAP
1106.33      2000         345          1000         -655         OVERLAP
1106.33      2000         345          1000         -655         OVERLAP
1108.34      2000         -1665        1000         -2665        OVERLAP
1108.34      2000         335          1000         -665         OVERLAP
1110.35      2000         -1675        1000         -2675        OVERLAP
1110.35      2000         325          1000         -675         OVERLAP
1112.36      2000         -1685        1000         -2685        OVERLAP
1112.36      2000         315          1000         -685         OVERLAP
1114.37      2000         -1695        1000         -2695        OVERLAP
1114.37      2000         305          1000         -695         OVERLAP
1116.32      2000         -1645        1000         -2645        OVERLAP
1116.32      2000         355          1000         -645         OVERLAP
1118.33      2000         -1655        1000         -2655        OVERLAP
1118.33      2000         345          1000         -655         OVERLAP
1120.34      2000         -1665        1000         -2665        OVERLAP
1120.34      2000         335          1000         -665         OVERLAP
1122.35      2000         -1675        1000         -2675        OVERLAP
1122.35      2000         325          1000         -675         OVERLAP
1124.36      2000         -1685        1000         -2685        OVERLAP
1124.36      2000         315          1000         -685         OVERLAP
1126.36      2000         -1685        1000         -2685        OVERLAP
1126.36      2000         315          1000         -685         OVERLAP
1128.32      2000         -1645        1000         -2645        OVERLAP
1128.32      2000         355          1000         -645         OVERLAP
1130.33      2000         -1655        1000         -2655        OVERLAP
1130.33      2000         345          1000         -655         OVERLAP
1132.34      2000         -1665        1000         -2665        OVERLAP
1132.34      2000         335          1000         -665         OVERLAP
1134.35      2000         -1675        1000         -2675        OVERLAP
1134.35      2000         325          1000         -675         OVERLAP
1136.35      2000         -1675        1000         -2675        OVERLAP
1136.35      2000         325          1000         -675         OVERLAP
1138.36      2000         -1685        1000         -2685        OVERLAP
1138.36      2000         315          1000         -685         OVERLAP
1140.32      2000         -1645        1000         -2645        OVERLAP
1140.32      2000         355          1000         -645         OVERLAP
1142.33      2000         -1655        1000         -2655        OVERLAP
1142.33      2000         355          1000         -645         OVERLAP
1144.35      2000         -1665        1000         -2665        OVERLAP
1144.35      2000         335          1000         -665         OVERLAP
1146.37      2000         -1685        1000         -2685        OVERLAP
1146.37      2000         315          1000         -685         OVERLAP
1148.32      2000         -1635        1000         -2635        OVERLAP
1148.32      2000         365          1000         -635         OVERLAP
1150.33      2000         -1645        1000         -2645        OVERLAP
1150.33      2000         355          1000         -645         OVERLAP
1152.34      2000         -1655        1000         -2655        OVERLAP
1152.34      2000         345          1000         -655         OVERLAP
1154.35      2000         -1665        1000         -2665        OVERLAP
1154.35      2000         335          1000         -665         OVERLAP
1156.36      2000         -1675        1000         -2675        OVERLAP
1156.36      2000         325          1000         -675         OVERLAP
1158.36      2000         -1675        1000         -2675        OVERLAP
1158.36      2000         325          1000         -675         OVERLAP
1160.32      2000         -1635        1000         -2635        OVERLAP
1160.32      2000         365          1000         -635         OVERLAP
1162.33      2000         -1645        1000         -2645        OVERLAP
1162.33      2000         355          1000         -645         OVERLAP
1164.34      2000         -1655        1000         -2655        OVERLAP
1164.34      2000         345          1000         -655         OVERLAP
1166.35      2000         -1665        1000         -2665        OVERLAP
1166.35      2000         335          1000         -665         OVERLAP
1168.35      2000         -1665        1000         -2665        OVERLAP
1168.35      2000         335          1000         -665         OVERLAP
1170.36      2000         -1675        1000         -2675        OVERLAP
1170.36      2000         325          1000         -675         OVERLAP
1172.32      2000         -1635        1000         -2635        OVERLAP
1172.32      2000         365          1000         -635         OVERLAP
1174.33      2000         -1645        1000         -2645        OVERLAP
1174.33      2000         355          1000         -645         OVERLAP
1176.34      2000         -1655        1000         -2655        OVERLAP
1176.34      2000         345          1000         -655         OVERLAP
1178.34      2000         -1655        1000         -2655        OVERLAP
1178.34      2000         345          1000         -655         OVERLAP
1180.35      2000         -1665        1000         -2665        OVERLAP
1180.35      2000         335          1000         -665         OVERLAP
1182.36      2000         -1675        1000         -2675        OVERLAP
1182.36      2000         325          1000         -675         OVERLAP
1184.37      2000         -1685        1000         -2685        OVERLAP
1184.37      2000         315          1000         -685         OVERLAP
1186.33      2000         -1645        1000         -2645        OVERLAP
1186.33      2000         355          1000         -645         OVERLAP
1188.33      2000         -1645        1000         -2645        OVERLAP
1188.33      2000         355          1000         -645         OVERLAP
1190.34      2000         -1655        1000         -2655        OVERLAP
1190.34      2000         345          1000         -655         OVERLAP
1192.35      2000         -1665        1000         -2665        OVERLAP
1192.35      2000         335          1000         -665         OVERLAP
1194.36      2000         -1675        1000         -2675        OVERLAP
1194.36      2000         325          1000         -675         OVERLAP
1196.37      2000         -1685        1000         -2685        OVERLAP
1196.37      2000         315          1000         -685         OVERLAP
1198.32      2000         -1635        1000         -2635        OVERLAP
1198.32      2000         365          1000         -635         OVERLAP
1200.33      2000         -1645        1000         -2645        OVERLAP
1200.33      2000         355          1000         -645         OVERLAP
1202.34      2000         -1655        1000         -2655        OVERLAP
1202.34      2000         355          1000         -645         OVERLAP
1204.36      2000         -1665        1000         -2665        OVERLAP
1204.36      2000         335          1000         -665         OVERLAP
1206.33      2000         -1635        1000         -2635        OVERLAP
1206.33      2000         365          1000         -635         OVERLAP
1208.33      2000         -1635        1000         -2635        OVERLAP
1208.33      2000         365          1000         -635         OVERLAP
1210.34      2000         -1645        1000         -2645        OVERLAP
1210.34      2000         355          1000         -645         OVERLAP
1212.35      2000         -1655        1000         -2655        OVERLAP
1212.35      2000         345          1000         -655         OVERLAP
1214.36      2000         -1655        1000         -2655        OVERLAP
1214.36      2000         335          1000         -665         OVERLAP
1216.37      2000         -1665        1000         -2665        OVERLAP
1216.37      2000         325          1000         -675         OVERLAP
1218.37      2000         -1665        1000         -2665        OVERLAP
1218.37      2000         325          1000         -675         OVERLAP
1218.38      2000         325          1000         -675         OVERLAP
1220.38      2000         -1675        1000         -2675        OVERLAP
1220.38      2000         315          1000         -685         OVERLAP
1220.39      2000         315          1000         -685         OVERLAP
1222.39      2000         -1685        1000         -2685        OVERLAP
1222.39      2000         305          1000         -695         OVERLAP
1222.39      2000         305          1000         -695         OVERLAP
1224.40      2000         -1705        1000         -2705        OVERLAP
1224.40      2000         305          1000         -695         OVERLAP
1224.40      2000         305          1000         -695         OVERLAP
1226.41      2000         -1705        1000         -2705        OVERLAP
1226.41      2000         295          1000         -705         OVERLAP
1226.41      2000         295          1000         -705         OVERLAP
1228.42      2000         -1715        1000         -2715        OVERLAP
1228.42      2000         285          1000         -715         OVERLAP
1230.43      2000         -1725        1000         -2725        OVERLAP
1230.43      2000         275          1000         -725         OVERLAP
1232.44      2000         -1735        1000         -2735        OVERLAP
1232.44      2000         265          1000         -735         OVERLAP
1234.45      2000         -1745        1000         -2745        OVERLAP
1234.45      2000         255          1000         -745         OVERLAP
1236.45      2000         -1745        1000         -2745        OVERLAP
1236.45      2000         255          1000         -745         OVERLAP
1238.46      2000         -1755        1000         -2755        OVERLAP
1238.46      2000         245          1000         -755         OVERLAP
1240.47      2000         -1765        1000         -2765        OVERLAP
1240.47      2000         235          1000         -765         OVERLAP
1242.43      2000         -1725        1000         -2725        OVERLAP
1242.43      2000         275          1000         -725         OVERLAP
1244.44      2000         -1735        1000         -2735        OVERLAP
1244.44      2000         265          1000         -735         OVERLAP
1246.44      2000         -1735        1000         -2735        OVERLAP
1246.44      2000         265          1000         -735         OVERLAP
1248.45      2000         -1745        1000         -2745        OVERLAP
1248.45      2000         255          1000         -745         OVERLAP
1250.46      2000         -1755        1000         -2755        OVERLAP
1250.46      2000         245          1000         -755         OVERLAP
1252.47      2000         -1765        1000         -2765        OVERLAP
1252.47      2000         235          1000         -765         OVERLAP
1254.43      2000         -1725        1000         -2725        OVERLAP
1254.43      2000         275          1000         -725         OVERLAP
1256.43      2000         -1725        1000         -2725        OVERLAP
1256.43      2000         275          1000         -725         OVERLAP
1258.44      2000         -1735        1000         -2735        OVERLAP
1258.44      2000         265          1000         -735         OVERLAP
1260.45      2000         -1745        1000         -2745        OVERLAP
1260.45      2000         255          1000         -745         OVERLAP
1262.46      2000         -1755        1000         -2755        OVERLAP
1262.46      2000         255          1000         -745         OVERLAP
1264.48      2000         -1765        1000         -2765        OVERLAP
1264.48      2000         235          1000         -765         OVERLAP
1266.45      2000         -1735        1000         -2735        OVERLAP
1266.45      2000         265          1000         -735         OVERLAP
1268.45      2000         -1735        1000         -2735        OVERLAP
1268.45      2000         265          1000         -735         OVERLAP
1270.46      2000         -1745        1000         -2745        OVERLAP
1270.46      2000         255          1000         -745         OVERLAP
1272.47      2000         -1755        1000         -2755        OVERLAP
1272.47      2000         245          1000         -755         OVERLAP
1274.43      2000         -1705        1000         -2705        OVERLAP
1274.43      2000         285          1000         -715         OVERLAP
1276.44      2000         -1715        1000         -2715        OVERLAP
1276.44      2000         275          1000         -725         OVERLAP
1278.44      2000         -1715        1000         -2715        OVERLAP
1278.44      2000         275          1000         -725         OVERLAP
1278.45      2000         275          1000         -725         OVERLAP
1280.45      2000         -1725        1000         -2725        OVERLAP
1280.45      2000         265          1000         -735         OVERLAP
1280.46      2000         265          1000         -735         OVERLAP
1282.46      2000         -1735        1000         -2735        OVERLAP
1282.46      2000         255          1000         -745         OVERLAP
1282.46      2000         255          1000         -745         OVERLAP
1284.47      2000         -1755        1000         -2755        OVERLAP
1284.47      2000         255          1000         -745         OVERLAP
1284.47      2000         255          1000         -745         OVERLAP
1286.48      2000         -1755        1000         -2755        OVERLAP
1286.48      2000         245          1000         -755         OVERLAP
1286.48      2000         245          1000         -755         OVERLAP
1288.49      2000         -1765        1000         -2765        OVERLAP
1288.49      2000         235          1000         -765         OVERLAP
1290.50      2000         -1775        1000         -2775        OVERLAP
1290.50      2000         225          1000         -775         OVERLAP
1292.51      2000         -1785        1000         -2785        OVERLAP
1292.51      2000         215          1000         -785         OVERLAP
1294.52      2000         -1795        1000         -2795        OVERLAP
1294.52      2000         205          1000         -795         OVERLAP
1296.47      2000         -1745        1000         -2745        OVERLAP
1296.47      2000         255          1000         -745         OVERLAP
1298.48      2000         -1755        1000         -2755        OVERLAP
1298.48      2000         245          1000         -755         OVERLAP
1300.49      2000         -1765        1000         -2765        OVERLAP
1300.49      2000         235          1000         -765         OVERLAP
1302.50      2000         -1775        1000         -2775        OVERLAP
1302.50      2000         225          1000         -775         OVERLAP
1304.51      2000         -1785        1000         -2785        OVERLAP
1304.51      2000         215          1000         -785         OVERLAP
1306.51      2000         -1785        1000         -2785        OVERLAP
1306.51      2000         215          1000         -785         OVERLAP
1308.52      2000         -1795        1000         -2795        OVERLAP
1308.52      2000         205          1000         -795         OVERLAP
1310.48      2000         -1755        1000         -2755        OVERLAP
1310.48      2000         245          1000         -755         OVERLAP
1312.49      2000         -1765        1000         -2765        OVERLAP
1312.49      2000         235          1000         -765         OVERLAP
1314.50      2000         -1775        1000         -2775        OVERLAP
1314.50      2000         225          1000         -775         OVERLAP
1316.50      2000         -1775        1000         -2775        OVERLAP
1316.50      2000         225          1000         -775         OVERLAP
1318.51      2000         -1785        1000         -2785        OVERLAP
1318.51      2000         215          1000         -785         OVERLAP
1320.52      2000         -1795        1000         -2795        OVERLAP
1320.52      2000         205          1000         -795         OVERLAP
1322.48      2000         -1755        1000         -2755        OVERLAP
1322.48      2000         255          1000         -745         OVERLAP
1324.50      2000         -1765        1000         -2765        OVERLAP
1324.50      2000         235          1000         -765         OVERLAP
1326.52      2000         -1785        1000         -2785        OVERLAP
1326.52      2000         215          1000         -785         OVERLAP
1328.52      2000         -1785        1000         -2785        OVERLAP
1328.52      2000         215          1000         -785         OVERLAP
1330.48      2000         -1745        1000         -2745        OVERLAP
1330.48      2000         255          1000         -745         OVERLAP
1332.49      2000         -1755        1000         -2755        OVERLAP
1332.49      2000         245          1000         -755         OVERLAP
1334.50      2000         -1755        1000         -2755        OVERLAP
1334.50      2000         235          1000         -765         OVERLAP
1336.51      2000         -1765        1000         -2765        OVERLAP
1336.51      2000         225          1000         -775         OVERLAP
1338.46      2000         -1715        1000         -2715        OVERLAP
1338.46      2000         275          1000         -725         OVERLAP
1338.47      2000         275          1000         -725         OVERLAP
1340.42      2000         -1675        1000         -2675        OVERLAP
1340.42      2000         315          1000         -685         OVERLAP
1340.43      2000         315          1000         -685         OVERLAP
1342.38      2000         -1635        1000         -2635        OVERLAP
1342.38      2000         355          1000         -645         OVERLAP
1342.38      2000         355          1000         -645         OVERLAP
1344.39      2000         -1655        1000         -2655        OVERLAP
1344.39      2000         355          1000         -645         OVERLAP
1344.39      2000         355          1000         -645         OVERLAP
1346.40      2000         -1655        1000         -2655        OVERLAP
1346.40      2000         345          1000         -655         OVERLAP
1346.40      2000         345          1000         -655         OVERLAP
1348.36      2000         -1615        1000         -2615        OVERLAP
1348.36      2000         385          1000         -615         OVERLAP
1350.37      2000         -1625        1000         -2625        OVERLAP
1350.37      2000         375          1000         -625         OVERLAP
1352.38      2000         -1635        1000         -2635        OVERLAP
1352.38      2000         365          1000         -635         OVERLAP
1354.39      2000         -1645        1000         -2645        OVERLAP
1354.39      2000         355          1000         -645         OVERLAP
1356.39      2000         -1645        1000         -2645        OVERLAP
1356.39      2000         355          1000         -645         OVERLAP
1358.40      2000         -1655        1000         -2655        OVERLAP
1358.40      2000         345          1000         -655         OVERLAP
1360.36      2000         -1615        1000         -2615        OVERLAP
1360.36      2000         385          1000         -615         OVERLAP
1362.37      2000         -1625        1000         -2625        OVERLAP
1362.37      2000         375          1000         -625         OVERLAP
1364.38      2000         -1635        1000         -2635        OVERLAP
1364.38      2000         365          1000         -635         OVERLAP
1366.38      2000         -1635        1000         -2635        OVERLAP
1366.38      2000         365          1000         -635         OVERLAP
1368.39      2000         -1645        1000         -2645        OVERLAP
1368.39      2000         355          1000         -645         OVERLAP
1370.35      2000         -1605        1000         -2605        OVERLAP
1370.35      2000         395          1000         -605         OVERLAP
1372.36      2000         -1615        1000         -2615        OVERLAP
1372.36      2000         385          1000         -615         OVERLAP
1374.37      2000         -1625        1000         -2625        OVERLAP
1374.37      2000         375          1000         -625         OVERLAP
1376.37      2000         -1625        1000         -2625        OVERLAP
1376.37      2000         375          1000         -625         OVERLAP
1378.38      2000         -1635        1000         -2635        OVERLAP
1378.38      2000         365          1000         -635         OVERLAP
1380.39      2000         -1645        1000         -2645        OVERLAP
1380.39      2000         355          1000         -645         OVERLAP
1382.35      2000         -1605        1000         -2605        OVERLAP
1382.35      2000         405          1000         -595         OVERLAP
1384.36      2000         -1605        1000         -2605        OVERLAP
1384.36      2000         395          1000         -605         OVERLAP
1386.38      2000         -1625        1000         -2625        OVERLAP
1386.38      2000         375          1000         -625         OVERLAP
1388.34      2000         -1585        1000         -2585        OVERLAP
1388.34      2000         415          1000         -585         OVERLAP
1390.35      2000         -1595        1000         -2595        OVERLAP
1390.35      2000         405          1000         -595         OVERLAP
1392.36      2000         -1605        1000         -2605        OVERLAP
1392.36      2000         395          1000         -605         OVERLAP
1394.36      2000         -1605        1000         -2605        OVERLAP
1394.36      2000         395          1000         -605         OVERLAP
1396.37      2000         -1605        1000         -2605        OVERLAP
1396.37      2000         385          1000         -615         OVERLAP
1398.38      2000         -1615        1000         -2615        OVERLAP
1398.38      2000         375          1000         -625         OVERLAP
1398.38      2000         385          1000         -615         OVERLAP
1400.34      2000         -1575        1000         -2575        OVERLAP
1400.34      2000         415          1000         -585         OVERLAP
1400.34      2000         425          1000         -575         OVERLAP
1402.30      2000         -1535        1000         -2535        OVERLAP
1402.30      2000         455          1000         -545         OVERLAP
1402.30      2000         465          1000         -535         OVERLAP
1404.25      2000         -1485        1000         -2485        OVERLAP
1404.25      2000         505          1000         -495         OVERLAP
1404.26      2000         495          1000         -505         OVERLAP
1406.21      2000         -1455        1000         -2455        OVERLAP
1406.21      2000         555          1000         -445         OVERLAP
1406.22      2000         545          1000         -455         OVERLAP
1408.17      2000         -1405        1000         -2405        OVERLAP
1408.17      2000         595          1000         -405         OVERLAP
1410.14      2000         -1375        1000         -2375        OVERLAP
1410.14      2000         625          1000         -375         OVERLAP
1412.09      2000         -1325        1000         -2325        OVERLAP
1412.09      2000         675          1000         -325         OVERLAP
1414.05      2000         -1285        1000         -2285        OVERLAP
1414.05      2000         715          1000         -285         OVERLAP
1416.06      2000         -1295        1000         -2295        OVERLAP
1416.06      2000         705          1000         -295         OVERLAP
1418.07      2000         -1305        1000         -2305        OVERLAP
1418.07      2000         695          1000         -305         OVERLAP
1420.03      2000         -1265        1000         -2265        OVERLAP
1420.03      2000         735          1000         -265         OVERLAP
1422.03      2000         -1265        1000         -2265        OVERLAP
1422.03      2000         735          1000         -265         OVERLAP
1424.04      2000         -1275        1000         -2275        OVERLAP
1424.04      2000         725          1000         -275         OVERLAP
1426.05      2000         -1285        1000         -2285        OVERLAP
1426.05      2000         715          1000         -285         OVERLAP
1428.01      2000         -1245        1000         -2245        OVERLAP
1428.01      2000         755          1000         -245         OVERLAP
1430.02      2000         -1255        1000         -2255        OVERLAP
1430.02      2000         745          1000         -255         OVERLAP
1432.02      2000         -1255        1000         -2255        OVERLAP
1432.02      2000         745          1000         -255         OVERLAP
1434.03      2000         -1265        1000         -2265        OVERLAP
1434.03      2000         735          1000         -265         OVERLAP
1435.99      2000         -1225        1000         -2225        OVERLAP
1435.99      2000         775          1000         -225         OVERLAP
1438.00      2000         -1235        1000         -2235        OVERLAP
1438.00      2000         765          1000         -235         OVERLAP
1440.01      2000         -1245        1000         -2245        OVERLAP
1440.01      2000         755          1000         -245         OVERLAP
1442.01      2000         -1245        1000         -2245        OVERLAP
1442.01      2000         765          1000         -235         OVERLAP
1444.02      2000         -1245        1000         -2245        OVERLAP
1444.02      2000         755          1000         -245         OVERLAP
1445.99      2000         -1215        1000         -2215        OVERLAP
1445.99      2000         785          1000         -215         OVERLAP
1448.01      2000         -1235        1000         -2235        OVERLAP
1448.01      2000         765          1000         -235         OVERLAP
1449.96      2000         -1185        1000         -2185        OVERLAP
1449.96      2000         815          1000         -185         OVERLAP
1451.97      2000         -1195        1000         -2195        OVERLAP
1451.97      2000         805          1000         -195         OVERLAP
1453.98      2000         -1205        1000         -2205        OVERLAP
1453.98      2000         795          1000         -205         OVERLAP
1455.99      2000         -1205        1000         -2205        OVERLAP
1455.99      2000         785          1000         -215         OVERLAP
1458.00      2000         -1215        1000         -2215        OVERLAP
1458.00      2000         775          1000         -225         OVERLAP
1460.20      2000         -1415        1000         -2415        OVERLAP
1460.20      2000         575          1000         -425         OVERLAP
1460.21      2000         575          1000         -425         OVERLAP
1462.32      2000         -1535        1000         -2535        OVERLAP
1462.32      2000         455          1000         -545         OVERLAP
1462.33      2000         455          1000         -545         OVERLAP
1464.38      2000         -1595        1000         -2595        OVERLAP
1464.38      2000         395          1000         -605         OVERLAP
1464.39      2000         385          1000         -615         OVERLAP
1466.39      2000         -1615        1000         -2615        OVERLAP
1466.39      2000         395          1000         -605         OVERLAP
1466.39      2000         395          1000         -605         OVERLAP
1468.40      2000         -1615        1000         -2615        OVERLAP
1468.40      2000         385          1000         -615         OVERLAP
1470.41      2000         -1625        1000         -2625        OVERLAP
1470.41      2000         375          1000         -625         OVERLAP
1472.42      2000         -1635        1000         -2635        OVERLAP
1472.42      2000         365          1000         -635         OVERLAP
1474.43      2000         -1645        1000         -2645        OVERLAP
1474.43      2000         355          1000         -645         OVERLAP
1476.44      2000         -1655        1000         -2655        OVERLAP
1476.44      2000         345          1000         -655         OVERLAP
1478.45      2000         -1665        1000         -2665        OVERLAP
1478.45      2000         335          1000         -665         OVERLAP
1480.45      2000         -1665        1000         -2665        OVERLAP
1480.45      2000         335          1000         -665         OVERLAP
1482.46      2000         -1675        1000         -2675        OVERLAP
1482.46      2000         325          1000         -675         OVERLAP
1484.47      2000         -1685        1000         -2685        OVERLAP
1484.47      2000         315          1000         -685         OVERLAP
1486.48      2000         -1695        1000         -2695        OVERLAP
1486.48      2000         305          1000         -695         OVERLAP
1488.49      2000         -1705        1000         -2705        OVERLAP
1488.49      2000         295          1000         -705         OVERLAP
1490.49      2000         -1705        1000         -2705        OVERLAP
1490.49      2000         295          1000         -705         OVERLAP
1492.50      2000         -1715        1000         -2715        OVERLAP
1492.50      2000         285          1000         -715         OVERLAP
1494.51      2000         -1725        1000         -2725        OVERLAP
1494.51      2000         275          1000         -725         OVERLAP
1496.52      2000         -1735        1000         -2735        OVERLAP
1496.52      2000         265          1000         -735         OVERLAP
1498.53      2000         -1745        1000         -2745        OVERLAP
1498.53      2000         255          1000         -745         OVERLAP
1500.53      2000         -1745        1000         -2745        OVERLAP
1500.53      2000         255          1000         -745         OVERLAP
1502.54      2000         -1755        1000         -2755        OVERLAP
1502.54      2000         255          1000         -745         OVERLAP
1504.55      2000         -1755        1000         -2755        OVERLAP
1504.55      2000         245          1000         -755         OVERLAP
1506.57      2000         -1775        1000         -2775        OVERLAP
1506.57      2000         225          1000         -775         OVERLAP
1508.54      2000         -1745        1000         -2745        OVERLAP
1508.54      2000         255          1000         -745         OVERLAP
1510.54      2000         -1745        1000         -2745        OVERLAP
1510.54      2000         255          1000         -745         OVERLAP
1512.55      2000         -1755        1000         -2755        OVERLAP
1512.55      2000         245          1000         -755         OVERLAP
1514.56      2000         -1765        1000         -2765        OVERLAP
1514.56      2000         235          1000         -765         OVERLAP
1516.52      2000         -1715        1000         -2715        OVERLAP
1516.52      2000         275          1000         -725         OVERLAP
1518.53      2000         -1725        1000         -2725        OVERLAP
1518.53      2000         265          1000         -735         OVERLAP
1520.48      2000         -1675        1000         -2675        OVERLAP
1520.48      2000         315          1000         -685         OVERLAP
1520.49      2000         315          1000         -685         OVERLAP
1522.49      2000         -1685        1000         -2685        OVERLAP
1522.49      2000         305          1000         -695         OVERLAP
1522.50      2000         305          1000         -695         OVERLAP
1524.50      2000         -1695        1000         -2695        OVERLAP
1524.50      2000         295          1000         -705         OVERLAP
1524.50      2000         295          1000         -705         OVERLAP
1526.46      2000         -1665        1000         -2665        OVERLAP
1526.46      2000         345          1000         -655         OVERLAP
1526.46      2000         345          1000         -655         OVERLAP
1528.47      2000         -1665        1000         -2665        OVERLAP
1528.47      2000         335          1000         -665         OVERLAP
1528.47      2000         335          1000         -665         OVERLAP
1530.48      2000         -1675        1000         -2675        OVERLAP
1530.48      2000         325          1000         -675         OVERLAP
1532.49      2000         -1685        1000         -2685        OVERLAP
1532.49      2000         315          1000         -685         OVERLAP
1534.50      2000         -1695        1000         -2695        OVERLAP
1534.50      2000         305          1000         -695         OVERLAP
1536.46      2000         -1655        1000         -2655        OVERLAP
1536.46      2000         345          1000         -655         OVERLAP
1538.46      2000         -1655        1000         -2655        OVERLAP
