Parsing SERVER log (ACTIVE only)...
  Found 2699 SERVER activations
Parsing CLIENT log (ACTIVE only)...
  Found 2699 CLIENT activations

====================================================================================================
BILATERAL PHASE TIMING ANALYSIS (ACTIVE CYCLES ONLY)
====================================================================================================

Time (s)     Period (ms)  CLIENT @     Target @     Phase Err    Status
1320.73      2000         +1755        1000         +755         DRIFT
1322.74      2000         +1765        1000         +765         DRIFT
1324.74      2000         +1785        1000         +785         DRIFT
1326.74      2000         +1785        1000         +785         DRIFT
1328.74      2000         +1745        1000         +745         DRIFT
1330.74      2000         +1755        1000         +755         DRIFT
1332.74      2000         +1765        1000         +765         DRIFT
1334.74      2000         +1775        1000         +775         DRIFT
1336.74      2000         +1725        1000         +725         DRIFT
1338.74      2000         +1685        1000         +685         DRIFT
1340.74      2000         +1645        1000         +645         DRIFT
1342.74      2000         +1655        1000         +655         DRIFT
1344.75      2000         +1655        1000         +655         DRIFT
1346.75      2000         +1615        1000         +615         DRIFT
1348.75      2000         +1625        1000         +625         DRIFT
1350.75      2000         +1635        1000         +635         DRIFT
1352.75      2000         +1645        1000         +645         DRIFT
1354.75      2000         +1645        1000         +645         DRIFT
1356.75      2000         +1655        1000         +655         DRIFT
1358.75      2000         +1615        1000         +615         DRIFT
1360.75      2000         +1625        1000         +625         DRIFT
1362.75      2000         +1635        1000         +635         DRIFT
1364.75      2000         +1635        1000         +635         DRIFT
1366.75      2000         +1645        1000         +645         DRIFT
1368.75      2000         +1605        1000         +605         DRIFT
1370.75      2000         +1615        1000         +615         DRIFT
1372.75      2000         +1625        1000         +625         DRIFT
1374.75      2000         +1625        1000         +625         DRIFT
1376.75      2000         +1635        1000         +635         DRIFT
1378.75      2000         +1645        1000         +645         DRIFT
1380.75      2000         +1605        1000         +605         DRIFT
1382.76      2000         +1605        1000         +605         DRIFT
1384.76      2000         +1625        1000         +625         DRIFT
1386.76      2000         +1585        1000         +585         DRIFT
1388.76      2000         +1595        1000         +595         DRIFT
1390.76      2000         +1605        1000         +605         DRIFT
1392.76      2000         +1605        1000         +605         DRIFT
1394.76      2000         +1615        1000         +615         DRIFT
1396.76      2000         +1625        1000         +625         DRIFT
1398.76      2000         +1585        1000         +585         DRIFT
1400.76      2000         +1545        1000         +545         DRIFT
1402.76      2000         +1495        1000         +495         DRIFT
1404.76      2000         +1455        1000         +455         DRIFT
1406.77      2000         +1405        1000         +405         DRIFT
1408.77      2000         +1375        1000         +375         DRIFT
1410.77      2000         +1325        1000         +325         DRIFT
1412.77      2000         +1285        1000         +285         DRIFT
1414.77      2000         +1295        1000         +295         DRIFT
1416.77      2000         +1305        1000         +305         DRIFT
1418.77      2000         +1265        1000         +265         DRIFT
1420.77      2000         +1265        1000         +265         DRIFT
1422.77      2000         +1275        1000         +275         DRIFT
1424.77      2000         +1285        1000         +285         DRIFT
1426.77      2000         +1245        1000         +245         DRIFT
1428.77      2000         +1255        1000         +255         DRIFT
1430.77      2000         +1255        1000         +255         DRIFT
1432.77      2000         +1265        1000         +265         DRIFT
1434.77      2000         +1225        1000         +225         DRIFT
1436.77      2000         +1235        1000         +235         DRIFT
1438.77      2000         +1245        1000         +245         DRIFT
1440.77      2000         +1245        1000         +245         DRIFT
1442.78      2000         +1245        1000         +245         DRIFT
1444.78      2000         +1215        1000         +215         DRIFT
1446.78      2000         +1235        1000         +235         DRIFT
1448.78      2000         +1185        1000         +185         DRIFT
1450.78      2000         +1195        1000         +195         DRIFT
1452.78      2000         +1205        1000         +205         DRIFT
1454.78      2000         +1215        1000         +215         DRIFT
1456.78      2000         +1225        1000         +225         DRIFT
1458.78      2000         +1425        1000         +425         DRIFT
1460.78      2000         +1545        1000         +545         DRIFT
1462.78      2000         +1605        1000         +605         DRIFT
1464.78      2000         +1615        1000         +615         DRIFT
1466.79      2000         +1615        1000         +615         DRIFT
1468.79      2000         +1625        1000         +625         DRIFT
1470.79      2000         +1635        1000         +635         DRIFT
1472.79      2000         +1645        1000         +645         DRIFT
1474.79      2000         +1655        1000         +655         DRIFT
1476.79      2000         +1665        1000         +665         DRIFT
1478.79      2000         +1665        1000         +665         DRIFT
1480.79      2000         +1675        1000         +675         DRIFT
1482.79      2000         +1685        1000         +685         DRIFT
1484.79      2000         +1695        1000         +695         DRIFT
1486.79      2000         +1705        1000         +705         DRIFT
1488.79      2000         +1705        1000         +705         DRIFT
1490.79      2000         +1715        1000         +715         DRIFT
1492.79      2000         +1725        1000         +725         DRIFT
1494.79      2000         +1735        1000         +735         DRIFT
1496.79      2000         +1745        1000         +745         DRIFT
1498.79      2000         +1745        1000         +745         DRIFT
1500.79      2000         +1755        1000         +755         DRIFT
1502.80      2000         +1755        1000         +755         DRIFT
1504.80      2000         +1775        1000         +775         DRIFT
1506.80      2000         +1745        1000         +745         DRIFT
1508.80      2000         +1745        1000         +745         DRIFT
1510.80      2000         +1755        1000         +755         DRIFT
1512.80      2000         +1765        1000         +765         DRIFT
1514.80      2000         +1725        1000         +725         DRIFT
1516.80      2000         +1735        1000         +735         DRIFT
1518.80      2000         +1685        1000         +685         DRIFT
1520.80      2000         +1695        1000         +695         DRIFT
1522.80      2000         +1705        1000         +705         DRIFT
1524.80      2000         +1665        1000         +665         DRIFT
1526.81      2000         +1665        1000         +665         DRIFT
1528.81      2000         +1675        1000         +675         DRIFT
1530.81      2000         +1685        1000         +685         DRIFT
1532.81      2000         +1695        1000         +695         DRIFT
1534.81      2000         +1655        1000         +655         DRIFT
1536.81      2000         +1655        1000         +655         DRIFT
1538.81      2000         +1665        1000         +665         DRIFT
1540.81      2000         +1675        1000         +675         DRIFT
1542.81      2000         +1685        1000         +685         DRIFT
1544.81      2000         +1695        1000         +695         DRIFT
1546.81      2000         +1695        1000         +695         DRIFT
1548.81      2000         +1655        1000         +655         DRIFT
1550.81      2000         +1665        1000         +665         DRIFT
1552.81      2000         +1675        1000         +675         DRIFT
1554.81      2000         +1685        1000         +685         DRIFT
1556.81      2000         +1685        1000         +685         DRIFT
1558.81      2000         +1695        1000         +695         DRIFT
1560.81      2000         +1705        1000         +705         DRIFT
1562.82      2000         +1655        1000         +655         DRIFT
1564.82      2000         +1665        1000         +665         DRIFT
1566.82      2000         +1685        1000         +685         DRIFT
1568.82      2000         +1695        1000         +695         DRIFT
1570.82      2000         +1655        1000         +655         DRIFT
1572.82      2000         +1665        1000         +665         DRIFT
1574.82      2000         +1665        1000         +665         DRIFT
1576.82      2000         +1675        1000         +675         DRIFT
1578.82      2000         +1685        1000         +685         DRIFT
1580.82      2000         +1695        1000         +695         DRIFT
1582.82      2000         +1705        1000         +705         DRIFT
1584.82      2000         +1705        1000         +705         DRIFT
1586.82      2000         +1715        1000         +715         DRIFT
1588.83      2000         +1715        1000         +715         DRIFT
1590.83      2000         +1685        1000         +685         DRIFT
1592.83      2000         +1685        1000         +685         DRIFT
1594.83      2000         +1695        1000         +695         DRIFT
1596.83      2000         +1705        1000         +705         DRIFT
1598.83      2000         +1715        1000         +715         DRIFT
1600.83      2000         +1725        1000         +725         DRIFT
1602.83      2000         +1675        1000         +675         DRIFT
1604.83      2000         +1685        1000         +685         DRIFT
1606.83      2000         +1695        1000         +695         DRIFT
1608.83      2000         +1705        1000         +705         DRIFT
1610.83      2000         +1715        1000         +715         DRIFT
1612.83      2000         +1715        1000         +715         DRIFT
1614.83      2000         +1725        1000         +725         DRIFT
1616.83      2000         +1685        1000         +685         DRIFT
1618.83      2000         +1695        1000         +695         DRIFT
1620.83      2000         +1705        1000         +705         DRIFT
1622.84      2000         +1695        1000         +695         DRIFT
1624.84      2000         +1705        1000         +705         DRIFT
1626.84      2000         +1685        1000         +685         DRIFT
1628.84      2000         +1695        1000         +695         DRIFT
1630.84      2000         +1705        1000         +705         DRIFT
1632.84      2000         +1715        1000         +715         DRIFT
1634.84      2000         +1715        1000         +715         DRIFT
1636.84      2000         +1675        1000         +675         DRIFT
1638.84      2000         +1685        1000         +685         DRIFT
1640.84      2000         +1695        1000         +695         DRIFT
1642.84      2000         +1705        1000         +705         DRIFT
1644.84      2000         +1655        1000         +655         DRIFT
1646.84      2000         +1665        1000         +665         DRIFT
1648.85      2000         +1665        1000         +665         DRIFT
1650.85      2000         +1685        1000         +685         DRIFT
1652.85      2000         +1685        1000         +685         DRIFT
1654.85      2000         +1645        1000         +645         DRIFT
1656.85      2000         +1655        1000         +655         DRIFT
1658.85      2000         +1665        1000         +665         DRIFT
1660.85      2000         +1675        1000         +675         DRIFT
1662.85      2000         +1675        1000         +675         DRIFT
1664.85      2000         +1685        1000         +685         DRIFT
1666.85      2000         +1695        1000         +695         DRIFT
1668.85      2000         +1655        1000         +655         DRIFT
1670.85      2000         +1665        1000         +665         DRIFT
1672.85      2000         +1665        1000         +665         DRIFT
1674.85      2000         +1675        1000         +675         DRIFT
1676.85      2000         +1685        1000         +685         DRIFT
1678.85      2000         +1695        1000         +695         DRIFT
1680.85      2000         +1655        1000         +655         DRIFT
1682.86      2000         +1645        1000         +645         DRIFT
1684.86      2000         +1655        1000         +655         DRIFT
1686.86      2000         +1675        1000         +675         DRIFT
1688.86      2000         +1645        1000         +645         DRIFT
1690.86      2000         +1645        1000         +645         DRIFT
1692.86      2000         +1655        1000         +655         DRIFT
1694.86      2000         +1665        1000         +665         DRIFT
1696.86      2000         +1675        1000         +675         DRIFT
1698.86      2000         +1685        1000         +685         DRIFT
1700.86      2000         +1685        1000         +685         DRIFT
1702.86      2000         +1695        1000         +695         DRIFT
1704.86      2000         +1705        1000         +705         DRIFT
1706.86      2000         +1715        1000         +715         DRIFT
1708.87      2000         +1715        1000         +715         DRIFT
1710.87      2000         +1725        1000         +725         DRIFT
1712.87      2000         +1735        1000         +735         DRIFT
1714.87      2000         +1745        1000         +745         DRIFT
1716.87      2000         +1705        1000         +705         DRIFT
1718.87      2000         +1705        1000         +705         DRIFT
1720.87      2000         +1715        1000         +715         DRIFT
1722.87      2000         +1725        1000         +725         DRIFT
1724.87      2000         +1735        1000         +735         DRIFT
1726.87      2000         +1745        1000         +745         DRIFT
1728.87      2000         +1745        1000         +745         DRIFT
1730.87      2000         +1705        1000         +705         DRIFT
1732.87      2000         +1715        1000         +715         DRIFT
1734.87      2000         +1725        1000         +725         DRIFT
1736.87      2000         +1735        1000         +735         DRIFT
1738.87      2000         +1735        1000         +735         DRIFT
1740.87      2000         +1745        1000         +745         DRIFT
1742.88      2000         +1745        1000         +745         DRIFT
1744.88      2000         +1705        1000         +705         DRIFT
1746.88      2000         +1725        1000         +725         DRIFT
1748.88      2000         +1745        1000         +745         DRIFT
1750.88      2000         +1745        1000         +745         DRIFT
1752.88      2000         +1705        1000         +705         DRIFT
1754.88      2000         +1715        1000         +715         DRIFT
1756.88      2000         +1725        1000         +725         DRIFT
1758.88      2000         +1735        1000         +735         DRIFT
1760.88      2000         +1685        1000         +685         DRIFT
1762.88      2000         +1695        1000         +695         DRIFT
1764.88      2000         +1705        1000         +705         DRIFT
1766.88      2000         +1665        1000         +665         DRIFT
1768.89      2000         +1665        1000         +665         DRIFT
1770.89      2000         +1675        1000         +675         DRIFT
1772.89      2000         +1685        1000         +685         DRIFT
1774.89      2000         +1695        1000         +695         DRIFT
1776.89      2000         +1655        1000         +655         DRIFT
1778.89      2000         +1655        1000         +655         DRIFT
1780.89      2000         +1665        1000         +665         DRIFT
1782.89      2000         +1675        1000         +675         DRIFT
1784.89      2000         +1685        1000         +685         DRIFT
1786.89      2000         +1695        1000         +695         DRIFT
1788.89      2000         +1645        1000         +645         DRIFT
1790.89      2000         +1655        1000         +655         DRIFT
1792.89      2000         +1665        1000         +665         DRIFT
1794.89      2000         +1675        1000         +675         DRIFT
1796.89      2000         +1685        1000         +685         DRIFT
1798.89      2000         +1685        1000         +685         DRIFT
1800.89      2000         +1645        1000         +645         DRIFT
1802.90      2000         +1645        1000         +645         DRIFT
1804.90      2000         +1655        1000         +655         DRIFT
1806.90      2000         +1665        1000         +665         DRIFT
1808.90      2000         +1635        1000         +635         DRIFT
1810.90      2000         +1645        1000         +645         DRIFT
1812.90      2000         +1655        1000         +655         DRIFT
1814.90      2000         +1665        1000         +665         DRIFT
1816.90      2000         +1665        1000         +665         DRIFT
1818.90      2000         +1675        1000         +675         DRIFT
1820.90      2000         +1635        1000         +635         DRIFT
1822.90      2000         +1645        1000         +645         DRIFT
1824.90      2000         +1655        1000         +655         DRIFT
1826.90      2000         +1655        1000         +655         DRIFT
1828.90      2000         +1665        1000         +665         DRIFT
1830.91      2000         +1665        1000         +665         DRIFT
1832.91      2000         +1685        1000         +685         DRIFT
1834.91      2000         +1685        1000         +685         DRIFT
1836.91      2000         +1695        1000         +695         DRIFT
1838.91      2000         +1705        1000         +705         DRIFT
1840.91      2000         +1715        1000         +715         DRIFT
1842.91      2000         +1725        1000         +725         DRIFT
1844.91      2000         +1725        1000         +725         DRIFT
1846.91      2000         +1735        1000         +735         DRIFT
1848.91      2000         +1745        1000         +745         DRIFT
1850.91      2000         +1755        1000         +755         DRIFT
1852.91      2000         +1765        1000         +765         DRIFT
1854.91      2000         +1765        1000         +765         DRIFT
1856.91      2000         +1775        1000         +775         DRIFT
1858.91      2000         +1735        1000         +735         DRIFT
1860.91      2000         +1745        1000         +745         DRIFT
1862.92      2000         +1745        1000         +745         DRIFT
1864.92      2000         +1745        1000         +745         DRIFT
1866.92      2000         +1755        1000         +755         DRIFT
1868.92      2000         +1735        1000         +735         DRIFT
1870.92      2000         +1745        1000         +745         DRIFT
1872.92      2000         +1755        1000         +755         DRIFT
1874.92      2000         +1765        1000         +765         DRIFT
1876.92      2000         +1765        1000         +765         DRIFT
1878.92      2000         +1775        1000         +775         DRIFT
1880.92      2000         +1735        1000         +735         DRIFT
1882.92      2000         +1695        1000         +695         DRIFT
1884.92      2000         +1705        1000         +705         DRIFT
1886.92      2000         +1655        1000         +655         DRIFT
1888.92      2000         +1665        1000         +665         DRIFT
1890.93      2000         +1665        1000         +665         DRIFT
1892.93      2000         +1685        1000         +685         DRIFT
1894.93      2000         +1685        1000         +685         DRIFT
1896.93      2000         +1645        1000         +645         DRIFT
1898.93      2000         +1655        1000         +655         DRIFT
1900.93      2000         +1665        1000         +665         DRIFT
1902.93      2000         +1675        1000         +675         DRIFT
1904.93      2000         +1675        1000         +675         DRIFT
1906.93      2000         +1685        1000         +685         DRIFT
1908.93      2000         +1645        1000         +645         DRIFT
1910.93      2000         +1655        1000         +655         DRIFT
1912.93      2000         +1665        1000         +665         DRIFT
1914.93      2000         +1665        1000         +665         DRIFT
1916.93      2000         +1675        1000         +675         DRIFT
1918.93      2000         +1685        1000         +685         DRIFT
1920.93      2000         +1645        1000         +645         DRIFT
1922.94      2000         +1645        1000         +645         DRIFT
1924.94      2000         +1645        1000         +645         DRIFT
1926.94      2000         +1655        1000         +655         DRIFT
1928.94      2000         +1675        1000         +675         DRIFT
1930.94      2000         +1645        1000         +645         DRIFT
1932.94      2000         +1645        1000         +645         DRIFT
1934.94      2000         +1655        1000         +655         DRIFT
1936.94      2000         +1665        1000         +665         DRIFT
1938.94      2000         +1675        1000         +675         DRIFT
1940.94      2000         +1635        1000         +635         DRIFT
1942.94      2000         +1635        1000         +635         DRIFT
1944.94      2000         +1645        1000         +645         DRIFT
1946.94      2000         +1655        1000         +655         DRIFT
1948.94      2000         +1665        1000         +665         DRIFT
1950.95      2000         +1665        1000         +665         DRIFT
1952.95      2000         +1675        1000         +675         DRIFT
1954.95      2000         +1685        1000         +685         DRIFT
1956.95      2000         +1695        1000         +695         DRIFT
1958.95      2000         +1705        1000         +705         DRIFT
1960.95      2000         +1705        1000         +705         DRIFT
1962.95      2000         +1715        1000         +715         DRIFT
1964.95      2000         +1725        1000         +725         DRIFT
1966.95      2000         +1735        1000         +735         DRIFT
1968.95      2000         +1745        1000         +745         DRIFT
1970.95      2000         +1745        1000         +745         DRIFT
1972.95      2000         +1755        1000         +755         DRIFT
1974.95      2000         +1765        1000         +765         DRIFT
1976.95      2000         +1775        1000         +775         DRIFT
1978.95      2000         +1735        1000         +735         DRIFT
1980.95      2000         +1735        1000         +735         DRIFT
1982.96      2000         +1735        1000         +735         DRIFT
1984.96      2000         +1745        1000         +745         DRIFT
1986.96      2000         +1755        1000         +755         DRIFT
1988.96      2000         +1775        1000         +775         DRIFT
1990.96      2000         +1745        1000         +745         DRIFT
1992.96      2000         +1745        1000         +745         DRIFT
1994.96      2000         +1755        1000         +755         DRIFT
1996.96      2000         +1765        1000         +765         DRIFT
1998.96      2000         +1775        1000         +775         DRIFT
2000.96      2000         +1735        1000         +735         DRIFT
2002.96      2000         +1735        1000         +735         DRIFT
2004.96      2000         +1745        1000         +745         DRIFT
2006.96      2000         +1705        1000         +705         DRIFT
2008.96      2000         +1715        1000         +715         DRIFT
2010.97      2000         +1715        1000         +715         DRIFT
2012.97      2000         +1725        1000         +725         DRIFT
2014.97      2000         +1735        1000         +735         DRIFT
2016.97      2000         +1745        1000         +745         DRIFT
2018.97      2000         +1705        1000         +705         DRIFT
2020.97      2000         +1705        1000         +705         DRIFT
2022.97      2000         +1715        1000         +715         DRIFT
2024.97      2000         +1725        1000         +725         DRIFT
2026.97      2000         +1735        1000         +735         DRIFT
2028.97      2000         +1745        1000         +745         DRIFT
2030.97      2000         +1695        1000         +695         DRIFT
2032.97      2000         +1705        1000         +705         DRIFT
2034.97      2000         +1715        1000         +715         DRIFT
2036.97      2000         +1725        1000         +725         DRIFT
2038.97      2000         +1735        1000         +735         DRIFT
2040.97      2000         +1735        1000         +735         DRIFT
2042.98      2000         +1735        1000         +735         DRIFT
2044.98      2000         +1695        1000         +695         DRIFT
2046.98      2000         +1705        1000         +705         DRIFT
2048.98      2000         +1715        1000         +715         DRIFT
2050.98      2000         +1735        1000         +735         DRIFT
2052.98      2000         +1695        1000         +695         DRIFT
2054.98      2000         +1705        1000         +705         DRIFT
2056.98      2000         +1715        1000         +715         DRIFT
2058.98      2000         +1715        1000         +715         DRIFT
2060.98      2000         +1725        1000         +725         DRIFT
2062.98      2000         +1735        1000         +735         DRIFT
2064.98      2000         +1695        1000         +695         DRIFT
2066.98      2000         +1705        1000         +705         DRIFT
2068.98      2000         +1655        1000         +655         DRIFT
2070.98      2000         +1665        1000         +665         DRIFT
2072.99      2000         +1665        1000         +665         DRIFT
2074.99      2000         +1685        1000         +685         DRIFT
2076.99      2000         +1685        1000         +685         DRIFT
2078.99      2000         +1645        1000         +645         DRIFT
2080.99      2000         +1655        1000         +655         DRIFT
2082.99      2000         +1665        1000         +665         DRIFT
2084.99      2000         +1675        1000         +675         DRIFT
2086.99      2000         +1675        1000         +675         DRIFT
2088.99      2000         +1685        1000         +685         DRIFT
2090.99      2000         +1645        1000         +645         DRIFT
2092.99      2000         +1655        1000         +655         DRIFT
2094.99      2000         +1665        1000         +665         DRIFT
2096.99      2000         +1665        1000         +665         DRIFT
2098.99      2000         +1675        1000         +675         DRIFT
2100.99      2000         +1685        1000         +685         DRIFT
2103.00      2000         +1635        1000         +635         DRIFT
2105.00      2000         +1645        1000         +645         DRIFT
2107.00      2000         +1645        1000         +645         DRIFT
2109.00      2000         +1655        1000         +655         DRIFT
2111.00      2000         +1675        1000         +675         DRIFT
2113.00      2000         +1645        1000         +645         DRIFT
2115.00      2000         +1645        1000         +645         DRIFT
2117.00      2000         +1655        1000         +655         DRIFT
2119.00      2000         +1665        1000         +665         DRIFT
2121.00      2000         +1675        1000         +675         DRIFT
2123.00      2000         +1635        1000         +635         DRIFT
2125.00      2000         +1635        1000         +635         DRIFT
2127.00      2000         +1645        1000         +645         DRIFT
2129.00      2000         +1605        1000         +605         DRIFT
2131.00      2000         +1615        1000         +615         DRIFT
2133.01      2000         +1615        1000         +615         DRIFT
2135.01      2000         +1625        1000         +625         DRIFT
2137.01      2000         +1635        1000         +635         DRIFT
2139.01      2000         +1595        1000         +595         DRIFT
2141.01      2000         +1605        1000         +605         DRIFT
2143.01      2000         +1605        1000         +605         DRIFT
2145.01      2000         +1615        1000         +615         DRIFT
2147.01      2000         +1625        1000         +625         DRIFT
2149.01      2000         +1635        1000         +635         DRIFT
2151.01      2000         +1595        1000         +595         DRIFT
2153.01      2000         +1595        1000         +595         DRIFT
2155.01      2000         +1605        1000         +605         DRIFT
2157.01      2000         +1615        1000         +615         DRIFT
2159.01      2000         +1625        1000         +625         DRIFT
2161.01      2000         +1585        1000         +585         DRIFT
2163.02      2000         +1575        1000         +575         DRIFT
2165.02      2000         +1585        1000         +585         DRIFT
2167.02      2000         +1595        1000         +595         DRIFT
2169.02      2000         +1605        1000         +605         DRIFT
2171.02      2000         +1615        1000         +615         DRIFT
2173.02      2000         +1585        1000         +585         DRIFT
2175.02      2000         +1595        1000         +595         DRIFT
2177.02      2000         +1605        1000         +605         DRIFT
2179.02      2000         +1615        1000         +615         DRIFT
2181.02      2000         +1565        1000         +565         DRIFT
2183.02      2000         +1575        1000         +575         DRIFT
2185.02      2000         +1585        1000         +585         DRIFT
2187.02      2000         +1595        1000         +595         DRIFT
2189.02      2000         +1605        1000         +605         DRIFT
2191.02      2000         +1605        1000         +605         DRIFT
2193.03      2000         +1605        1000         +605         DRIFT
2195.03      2000         +1625        1000         +625         DRIFT
2197.03      2000         +1635        1000         +635         DRIFT
2199.03      2000         +1635        1000         +635         DRIFT
2201.03      2000         +1645        1000         +645         DRIFT
2203.03      2000         +1655        1000         +655         DRIFT
2205.03      2000         +1665        1000         +665         DRIFT
2207.03      2000         +1675        1000         +675         DRIFT
2209.03      2000         +1675        1000         +675         DRIFT
2211.03      2000         +1685        1000         +685         DRIFT
2213.03      2000         +1695        1000         +695         DRIFT
2215.03      2000         +1705        1000         +705         DRIFT
2217.03      2000         +1715        1000         +715         DRIFT
2219.03      2000         +1715        1000         +715         DRIFT
2221.03      2000         +1675        1000         +675         DRIFT
2223.04      2000         +1675        1000         +675         DRIFT
2225.04      2000         +1685        1000         +685         DRIFT
2227.04      2000         +1695        1000         +695         DRIFT
2229.04      2000         +1695        1000         +695         DRIFT
2231.04      2000         +1705        1000         +705         DRIFT
2233.04      2000         +1685        1000         +685         DRIFT
2235.04      2000         +1695        1000         +695         DRIFT
2237.04      2000         +1705        1000         +705         DRIFT
2239.04      2000         +1715        1000         +715         DRIFT
2241.04      2000         +1665        1000         +665         DRIFT
2243.04      2000         +1675        1000         +675         DRIFT
2245.04      2000         +1685        1000         +685         DRIFT
2247.04      2000         +1695        1000         +695         DRIFT
2249.04      2000         +1705        1000         +705         DRIFT
2251.04      2000         +1655        1000         +655         DRIFT
2253.05      2000         +1655        1000         +655         DRIFT
2255.05      2000         +1675        1000         +675         DRIFT
2257.05      2000         +1685        1000         +685         DRIFT
2259.05      2000         +1685        1000         +685         DRIFT
2261.05      2000         +1645        1000         +645         DRIFT
2263.05      2000         +1655        1000         +655         DRIFT
2265.05      2000         +1665        1000         +665         DRIFT
2267.05      2000         +1675        1000         +675         DRIFT
2269.05      2000         +1675        1000         +675         DRIFT
2271.05      2000         +1685        1000         +685         DRIFT
2273.05      2000         +1645        1000         +645         DRIFT
2275.05      2000         +1655        1000         +655         DRIFT
2277.05      2000         +1665        1000         +665         DRIFT
2279.05      2000         +1665        1000         +665         DRIFT
2281.05      2000         +1675        1000         +675         DRIFT
2283.06      2000         +1675        1000         +675         DRIFT
2285.06      2000         +1635        1000         +635         DRIFT
2287.06      2000         +1645        1000         +645         DRIFT
2289.06      2000         +1645        1000         +645         DRIFT
2291.06      2000         +1655        1000         +655         DRIFT
2293.06      2000         +1675        1000         +675         DRIFT
2295.06      2000         +1645        1000         +645         DRIFT
2297.06      2000         +1645        1000         +645         DRIFT
2299.06      2000         +1655        1000         +655         DRIFT
2301.06      2000         +1665        1000         +665         DRIFT
2303.06      2000         +1675        1000         +675         DRIFT
2305.06      2000         +1685        1000         +685         DRIFT
2307.06      2000         +1635        1000         +635         DRIFT
2309.06      2000         +1645        1000         +645         DRIFT
2311.06      2000         +1655        1000         +655         DRIFT
2313.06      2000         +1665        1000         +665         DRIFT
2315.06      2000         +1675        1000         +675         DRIFT
2317.06      2000         +1675        1000         +675         DRIFT
2319.06      2000         +1635        1000         +635         DRIFT
2321.06      2000         +1645        1000         +645         DRIFT
2323.06      2000         +1655        1000         +655         DRIFT
2325.06      2000         +1665        1000         +665         DRIFT
2327.06      2000         +1665        1000         +665         DRIFT
2329.06      2000         +1675        1000         +675         DRIFT
2331.06      2000         +1635        1000         +635         DRIFT
2333.06      2000         +1645        1000         +645         DRIFT
2335.06      2000         +1655        1000         +655         DRIFT
2337.06      2000         +1655        1000         +655         DRIFT
2339.06      2000         +1665        1000         +665         DRIFT
2341.06      2000         +1675        1000         +675         DRIFT
2343.07      2000         +1625        1000         +625         DRIFT
2345.07      2000         +1635        1000         +635         DRIFT
2347.07      2000         +1635        1000         +635         DRIFT
2349.07      2000         +1645        1000         +645         DRIFT
2351.07      2000         +1655        1000         +655         DRIFT
2353.07      2000         +1675        1000         +675         DRIFT
2355.07      2000         +1645        1000         +645         DRIFT
2357.07      2000         +1645        1000         +645         DRIFT
2359.07      2000         +1655        1000         +655         DRIFT
2361.07      2000         +1665        1000         +665         DRIFT
2363.07      2000         +1625        1000         +625         DRIFT
2365.07      2000         +1635        1000         +635         DRIFT
2367.07      2000         +1635        1000         +635         DRIFT
2369.07      2000         +1645        1000         +645         DRIFT
2371.07      2000         +1655        1000         +655         DRIFT
2373.08      2000         +1655        1000         +655         DRIFT
2375.08      2000         +1665        1000         +665         DRIFT
2377.08      2000         +1625        1000         +625         DRIFT
2379.08      2000         +1635        1000         +635         DRIFT
2381.08      2000         +1645        1000         +645         DRIFT
2383.08      2000         +1655        1000         +655         DRIFT
2385.08      2000         +1655        1000         +655         DRIFT
2387.08      2000         +1665        1000         +665         DRIFT
2389.08      2000         +1625        1000         +625         DRIFT
2391.08      2000         +1635        1000         +635         DRIFT
2393.08      2000         +1645        1000         +645         DRIFT
2395.08      2000         +1645        1000         +645         DRIFT
2397.08      2000         +1655        1000         +655         DRIFT
2399.08      2000         +1665        1000         +665         DRIFT
2401.08      2000         +1625        1000         +625         DRIFT
2403.09      2000         +1625        1000         +625         DRIFT
2405.09      2000         +1625        1000         +625         DRIFT
2407.09      2000         +1635        1000         +635         DRIFT
2409.09      2000         +1645        1000         +645         DRIFT
2411.09      2000         +1655        1000         +655         DRIFT
2413.09      2000         +1615        1000         +615         DRIFT
2415.09      2000         +1635        1000         +635         DRIFT
2417.09      2000         +1645        1000         +645         DRIFT
2419.09      2000         +1655        1000         +655         DRIFT
2421.09      2000         +1615        1000         +615         DRIFT
2423.09      2000         +1615        1000         +615         DRIFT
2425.09      2000         +1625        1000         +625         DRIFT
2427.09      2000         +1635        1000         +635         DRIFT
2429.09      2000         +1645        1000         +645         DRIFT
2431.09      2000         +1655        1000         +655         DRIFT
2433.09      2000         +1605        1000         +605         DRIFT
2435.09      2000         +1615        1000         +615         DRIFT
2437.09      2000         +1625        1000         +625         DRIFT
2439.09      2000         +1635        1000         +635         DRIFT
2441.09      2000         +1645        1000         +645         DRIFT
2443.09      2000         +1645        1000         +645         DRIFT
2445.09      2000         +1605        1000         +605         DRIFT
2447.09      2000         +1615        1000         +615         DRIFT
2449.09      2000         +1625        1000         +625         DRIFT
2451.09      2000         +1635        1000         +635         DRIFT
2453.09      2000         +1635        1000         +635         DRIFT
2455.09      2000         +1645        1000         +645         DRIFT
2457.09      2000         +1605        1000         +605         DRIFT
2459.09      2000         +1615        1000         +615         DRIFT
2461.09      2000         +1625        1000         +625         DRIFT
2463.10      2000         +1615        1000         +615         DRIFT
2465.10      2000         +1625        1000         +625         DRIFT
2467.10      2000         +1635        1000         +635         DRIFT
2469.10      2000         +1645        1000         +645         DRIFT
2471.10      2000         +1605        1000         +605         DRIFT
