Parsing SERVER log (ACTIVE only)...
  Found 2699 SERVER activations
Parsing CLIENT log (ACTIVE only)...
  Found 2699 CLIENT activations

====================================================================================================
BILATERAL PHASE TIMING ANALYSIS (ACTIVE CYCLES ONLY)
====================================================================================================

Time (s)     Period (ms)  CLIENT @     Target @     Phase Err    Status
2717.17      2000         +1645        1000         +645         DRIFT
2719.17      2000         +1645        1000         +645         DRIFT
2721.17      2000         +1655        1000         +655         DRIFT
2723.17      2000         +1665        1000         +665         DRIFT
2725.17      2000         +1625        1000         +625         DRIFT
2727.17      2000         +1635        1000         +635         DRIFT
2729.17      2000         +1635        1000         +635         DRIFT
2731.17      2000         +1645        1000         +645         DRIFT
2733.17      2000         +1655        1000         +655         DRIFT
2735.18      2000         +1655        1000         +655         DRIFT
2737.18      2000         +1665        1000         +665         DRIFT
2739.18      2000         +1675        1000         +675         DRIFT
2741.18      2000         +1685        1000         +685         DRIFT
2743.18      2000         +1695        1000         +695         DRIFT
2745.18      2000         +1705        1000         +705         DRIFT
2747.18      2000         +1705        1000         +705         DRIFT
2749.18      2000         +1715        1000         +715         DRIFT
2751.18      2000         +1675        1000         +675         DRIFT
2753.18      2000         +1685        1000         +685         DRIFT
2755.18      2000         +1695        1000         +695         DRIFT
2757.18      2000         +1695        1000         +695         DRIFT
2759.18      2000         +1705        1000         +705         DRIFT
2761.18      2000         +1715        1000         +715         DRIFT
2763.19      2000         +1665        1000         +665         DRIFT
2765.19      2000         +1675        1000         +675         DRIFT
2767.19      2000         +1675        1000         +675         DRIFT
2769.19      2000         +1685        1000         +685         DRIFT
2771.19      2000         +1695        1000         +695         DRIFT
2773.19      2000         +1705        1000         +705         DRIFT
2775.19      2000         +1675        1000         +675         DRIFT
2777.19      2000         +1695        1000         +695         DRIFT
2779.19      2000         +1695        1000         +695         DRIFT
2781.19      2000         +1655        1000         +655         DRIFT
2783.19      2000         +1665        1000         +665         DRIFT
2785.19      2000         +1675        1000         +675         DRIFT
2787.19      2000         +1685        1000         +685         DRIFT
2789.19      2000         +1685        1000         +685         DRIFT
2791.19      2000         +1695        1000         +695         DRIFT
2793.19      2000         +1705        1000         +705         DRIFT
2795.20      2000         +1705        1000         +705         DRIFT
2797.20      2000         +1715        1000         +715         DRIFT
2799.20      2000         +1675        1000         +675         DRIFT
2801.20      2000         +1685        1000         +685         DRIFT
2803.20      2000         +1695        1000         +695         DRIFT
2805.20      2000         +1705        1000         +705         DRIFT
2807.20      2000         +1705        1000         +705         DRIFT
2809.20      2000         +1715        1000         +715         DRIFT
2811.20      2000         +1675        1000         +675         DRIFT
2813.20      2000         +1685        1000         +685         DRIFT
2815.20      2000         +1695        1000         +695         DRIFT
2817.20      2000         +1695        1000         +695         DRIFT
2819.20      2000         +1705        1000         +705         DRIFT
2821.20      2000         +1715        1000         +715         DRIFT
2823.21      2000         +1665        1000         +665         DRIFT
2825.21      2000         +1675        1000         +675         DRIFT
2827.21      2000         +1675        1000         +675         DRIFT
2829.21      2000         +1685        1000         +685         DRIFT
2831.21      2000         +1695        1000         +695         DRIFT
2833.21      2000         +1705        1000         +705         DRIFT
2835.21      2000         +1675        1000         +675         DRIFT
2837.21      2000         +1695        1000         +695         DRIFT
2839.21      2000         +1695        1000         +695         DRIFT
2841.21      2000         +1705        1000         +705         DRIFT
2843.21      2000         +1665        1000         +665         DRIFT
2845.21      2000         +1675        1000         +675         DRIFT
2847.21      2000         +1685        1000         +685         DRIFT
2849.21      2000         +1685        1000         +685         DRIFT
2851.21      2000         +1695        1000         +695         DRIFT
2853.21      2000         +1705        1000         +705         DRIFT
2855.21      2000         +1665        1000         +665         DRIFT
2857.21      2000         +1675        1000         +675         DRIFT
2859.21      2000         +1675        1000         +675         DRIFT
2861.21      2000         +1685        1000         +685         DRIFT
2863.21      2000         +1695        1000         +695         DRIFT
2865.21      2000         +1705        1000         +705         DRIFT
2867.21      2000         +1665        1000         +665         DRIFT
2869.21      2000         +1665        1000         +665         DRIFT
2871.21      2000         +1675        1000         +675         DRIFT
2873.21      2000         +1685        1000         +685         DRIFT
2875.21      2000         +1695        1000         +695         DRIFT
2877.21      2000         +1705        1000         +705         DRIFT
2879.21      2000         +1655        1000         +655         DRIFT
2881.21      2000         +1665        1000         +665         DRIFT
2883.22      2000         +1665        1000         +665         DRIFT
2885.22      2000         +1675        1000         +675         DRIFT
2887.22      2000         +1685        1000         +685         DRIFT
2889.22      2000         +1685        1000         +685         DRIFT
2891.22      2000         +1645        1000         +645         DRIFT
2893.22      2000         +1655        1000         +655         DRIFT
2895.22      2000         +1675        1000         +675         DRIFT
2897.22      2000         +1695        1000         +695         DRIFT
2899.22      2000         +1645        1000         +645         DRIFT
2901.22      2000         +1655        1000         +655         DRIFT
2903.22      2000         +1665        1000         +665         DRIFT
2905.22      2000         +1675        1000         +675         DRIFT
2907.22      2000         +1685        1000         +685         DRIFT
2909.22      2000         +1685        1000         +685         DRIFT
2911.22      2000         +1695        1000         +695         DRIFT
2913.22      2000         +1655        1000         +655         DRIFT
2915.23      2000         +1655        1000         +655         DRIFT
2917.23      2000         +1665        1000         +665         DRIFT
2919.23      2000         +1675        1000         +675         DRIFT
2921.23      2000         +1685        1000         +685         DRIFT
2923.23      2000         +1695        1000         +695         DRIFT
2925.23      2000         +1655        1000         +655         DRIFT
2927.23      2000         +1655        1000         +655         DRIFT
2929.23      2000         +1665        1000         +665         DRIFT
2931.23      2000         +1675        1000         +675         DRIFT
2933.23      2000         +1685        1000         +685         DRIFT
2935.23      2000         +1695        1000         +695         DRIFT
2937.23      2000         +1645        1000         +645         DRIFT
2939.23      2000         +1655        1000         +655         DRIFT
2941.23      2000         +1665        1000         +665         DRIFT
2943.24      2000         +1665        1000         +665         DRIFT
2945.24      2000         +1675        1000         +675         DRIFT
2947.24      2000         +1675        1000         +675         DRIFT
2949.24      2000         +1635        1000         +635         DRIFT
2951.24      2000         +1645        1000         +645         DRIFT
2953.24      2000         +1655        1000         +655         DRIFT
2955.24      2000         +1675        1000         +675         DRIFT
2957.24      2000         +1645        1000         +645         DRIFT
2959.24      2000         +1645        1000         +645         DRIFT
2961.24      2000         +1655        1000         +655         DRIFT
2963.24      2000         +1665        1000         +665         DRIFT
2965.24      2000         +1675        1000         +675         DRIFT
2967.24      2000         +1685        1000         +685         DRIFT
2969.24      2000         +1685        1000         +685         DRIFT
2971.24      2000         +1695        1000         +695         DRIFT
2973.24      2000         +1655        1000         +655         DRIFT
2975.25      2000         +1655        1000         +655         DRIFT
2977.25      2000         +1665        1000         +665         DRIFT
2979.25      2000         +1675        1000         +675         DRIFT
2981.25      2000         +1685        1000         +685         DRIFT
2983.25      2000         +1695        1000         +695         DRIFT
2985.25      2000         +1655        1000         +655         DRIFT
2987.25      2000         +1655        1000         +655         DRIFT
2989.25      2000         +1665        1000         +665         DRIFT
2991.25      2000         +1675        1000         +675         DRIFT
2993.25      2000         +1685        1000         +685         DRIFT
2995.25      2000         +1695        1000         +695         DRIFT
2997.25      2000         +1645        1000         +645         DRIFT
2999.25      2000         +1655        1000         +655         DRIFT
3001.25      2000         +1665        1000         +665         DRIFT
3003.26      2000         +1665        1000         +665         DRIFT
3005.26      2000         +1675        1000         +675         DRIFT
3007.26      2000         +1675        1000         +675         DRIFT
3009.26      2000         +1635        1000         +635         DRIFT
3011.26      2000         +1645        1000         +645         DRIFT
3013.26      2000         +1655        1000         +655         DRIFT
3015.26      2000         +1675        1000         +675         DRIFT
3017.26      2000         +1645        1000         +645         DRIFT
3019.26      2000         +1645        1000         +645         DRIFT
3021.26      2000         +1655        1000         +655         DRIFT
3023.26      2000         +1665        1000         +665         DRIFT
3025.26      2000         +1675        1000         +675         DRIFT
3027.26      2000         +1685        1000         +685         DRIFT
3029.26      2000         +1635        1000         +635         DRIFT
3031.26      2000         +1645        1000         +645         DRIFT
3033.26      2000         +1655        1000         +655         DRIFT
3035.26      2000         +1665        1000         +665         DRIFT
3037.26      2000         +1675        1000         +675         DRIFT
3039.26      2000         +1675        1000         +675         DRIFT
3041.26      2000         +1635        1000         +635         DRIFT
3043.26      2000         +1645        1000         +645         DRIFT
3045.26      2000         +1655        1000         +655         DRIFT
3047.26      2000         +1665        1000         +665         DRIFT
3049.26      2000         +1665        1000         +665         DRIFT
3051.26      2000         +1675        1000         +675         DRIFT
3053.26      2000         +1635        1000         +635         DRIFT
3055.26      2000         +1645        1000         +645         DRIFT
3057.26      2000         +1655        1000         +655         DRIFT
3059.26      2000         +1655        1000         +655         DRIFT
3061.26      2000         +1665        1000         +665         DRIFT
3063.27      2000         +1665        1000         +665         DRIFT
3065.27      2000         +1625        1000         +625         DRIFT
3067.27      2000         +1635        1000         +635         DRIFT
3069.27      2000         +1635        1000         +635         DRIFT
3071.27      2000         +1645        1000         +645         DRIFT
3073.27      2000         +1655        1000         +655         DRIFT
3075.27      2000         +1675        1000         +675         DRIFT
3077.27      2000         +1645        1000         +645         DRIFT
3079.27      2000         +1645        1000         +645         DRIFT
3081.27      2000         +1655        1000         +655         DRIFT
3083.27      2000         +1665        1000         +665         DRIFT
3085.27      2000         +1625        1000         +625         DRIFT
3087.27      2000         +1635        1000         +635         DRIFT
3089.27      2000         +1635        1000         +635         DRIFT
3091.27      2000         +1645        1000         +645         DRIFT
3093.27      2000         +1655        1000         +655         DRIFT
3095.28      2000         +1655        1000         +655         DRIFT
3097.28      2000         +1665        1000         +665         DRIFT
3099.28      2000         +1625        1000         +625         DRIFT
3101.28      2000         +1635        1000         +635         DRIFT
3103.28      2000         +1645        1000         +645         DRIFT
3105.28      2000         +1655        1000         +655         DRIFT
3107.28      2000         +1655        1000         +655         DRIFT
3109.28      2000         +1665        1000         +665         DRIFT
3111.28      2000         +1625        1000         +625         DRIFT
3113.28      2000         +1635        1000         +635         DRIFT
3115.28      2000         +1645        1000         +645         DRIFT
3117.28      2000         +1645        1000         +645         DRIFT
3119.28      2000         +1655        1000         +655         DRIFT
3121.28      2000         +1665        1000         +665         DRIFT
3123.29      2000         +1615        1000         +615         DRIFT
3125.29      2000         +1625        1000         +625         DRIFT
3127.29      2000         +1625        1000         +625         DRIFT
3129.29      2000         +1635        1000         +635         DRIFT
3131.29      2000         +1645        1000         +645         DRIFT
3133.29      2000         +1655        1000         +655         DRIFT
3135.29      2000         +1615        1000         +615         DRIFT
3137.29      2000         +1635        1000         +635         DRIFT
3139.29      2000         +1645        1000         +645         DRIFT
3141.29      2000         +1655        1000         +655         DRIFT
3143.29      2000         +1615        1000         +615         DRIFT
3145.29      2000         +1615        1000         +615         DRIFT
3147.29      2000         +1625        1000         +625         DRIFT
3149.29      2000         +1635        1000         +635         DRIFT
3151.29      2000         +1645        1000         +645         DRIFT
3153.29      2000         +1655        1000         +655         DRIFT
3155.29      2000         +1605        1000         +605         DRIFT
3157.29      2000         +1615        1000         +615         DRIFT
3159.29      2000         +1625        1000         +625         DRIFT
3161.29      2000         +1635        1000         +635         DRIFT
3163.29      2000         +1645        1000         +645         DRIFT
3165.29      2000         +1645        1000         +645         DRIFT
3167.29      2000         +1605        1000         +605         DRIFT
3169.29      2000         +1615        1000         +615         DRIFT
3171.29      2000         +1625        1000         +625         DRIFT
3173.29      2000         +1635        1000         +635         DRIFT
3175.29      2000         +1635        1000         +635         DRIFT
3177.29      2000         +1645        1000         +645         DRIFT
3179.29      2000         +1655        1000         +655         DRIFT
3181.29      2000         +1615        1000         +615         DRIFT
3183.30      2000         +1615        1000         +615         DRIFT
3185.30      2000         +1615        1000         +615         DRIFT
3187.30      2000         +1625        1000         +625         DRIFT
3189.30      2000         +1635        1000         +635         DRIFT
3191.30      2000         +1645        1000         +645         DRIFT
3193.30      2000         +1605        1000         +605         DRIFT
3195.30      2000         +1605        1000         +605         DRIFT
3197.30      2000         +1635        1000         +635         DRIFT
3199.30      2000         +1645        1000         +645         DRIFT
3201.30      2000         +1605        1000         +605         DRIFT
3203.30      2000         +1615        1000         +615         DRIFT
3205.30      2000         +1615        1000         +615         DRIFT
3207.30      2000         +1625        1000         +625         DRIFT
3209.30      2000         +1635        1000         +635         DRIFT
3211.30      2000         +1645        1000         +645         DRIFT
3213.30      2000         +1655        1000         +655         DRIFT
3215.31      2000         +1645        1000         +645         DRIFT
3217.31      2000         +1665        1000         +665         DRIFT
3219.31      2000         +1675        1000         +675         DRIFT
3221.31      2000         +1685        1000         +685         DRIFT
3223.31      2000         +1685        1000         +685         DRIFT
3225.31      2000         +1645        1000         +645         DRIFT
3227.31      2000         +1655        1000         +655         DRIFT
3229.31      2000         +1665        1000         +665         DRIFT
3231.31      2000         +1675        1000         +675         DRIFT
3233.31      2000         +1675        1000         +675         DRIFT
3235.31      2000         +1685        1000         +685         DRIFT
3237.31      2000         +1695        1000         +695         DRIFT
3239.31      2000         +1655        1000         +655         DRIFT
3241.31      2000         +1665        1000         +665         DRIFT
3243.32      2000         +1655        1000         +655         DRIFT
3245.32      2000         +1665        1000         +665         DRIFT
3247.32      2000         +1675        1000         +675         DRIFT
3249.32      2000         +1685        1000         +685         DRIFT
3251.32      2000         +1645        1000         +645         DRIFT
3253.32      2000         +1645        1000         +645         DRIFT
3255.32      2000         +1655        1000         +655         DRIFT
3257.32      2000         +1685        1000         +685         DRIFT
3259.32      2000         +1645        1000         +645         DRIFT
3261.32      2000         +1655        1000         +655         DRIFT
3263.32      2000         +1665        1000         +665         DRIFT
3265.32      2000         +1665        1000         +665         DRIFT
3267.32      2000         +1675        1000         +675         DRIFT
3269.32      2000         +1635        1000         +635         DRIFT
3271.32      2000         +1645        1000         +645         DRIFT
3273.32      2000         +1655        1000         +655         DRIFT
3275.33      2000         +1645        1000         +645         DRIFT
3277.33      2000         +1665        1000         +665         DRIFT
3279.33      2000         +1625        1000         +625         DRIFT
3281.33      2000         +1635        1000         +635         DRIFT
3283.33      2000         +1635        1000         +635         DRIFT
3285.33      2000         +1645        1000         +645         DRIFT
3287.33      2000         +1655        1000         +655         DRIFT
3289.33      2000         +1665        1000         +665         DRIFT
3291.33      2000         +1625        1000         +625         DRIFT
3293.33      2000         +1625        1000         +625         DRIFT
3295.33      2000         +1635        1000         +635         DRIFT
3297.33      2000         +1645        1000         +645         DRIFT
3299.33      2000         +1655        1000         +655         DRIFT
3301.33      2000         +1665        1000         +665         DRIFT
3303.34      2000         +1605        1000         +605         DRIFT
3305.34      2000         +1615        1000         +615         DRIFT
3307.34      2000         +1625        1000         +625         DRIFT
3309.34      2000         +1635        1000         +635         DRIFT
3311.34      2000         +1645        1000         +645         DRIFT
3313.34      2000         +1645        1000         +645         DRIFT
3315.34      2000         +1605        1000         +605         DRIFT
3317.34      2000         +1625        1000         +625         DRIFT
3319.34      2000         +1645        1000         +645         DRIFT
3321.34      2000         +1645        1000         +645         DRIFT
3323.34      2000         +1605        1000         +605         DRIFT
3325.34      2000         +1615        1000         +615         DRIFT
3327.34      2000         +1625        1000         +625         DRIFT
3329.34      2000         +1635        1000         +635         DRIFT
3331.34      2000         +1635        1000         +635         DRIFT
3333.34      2000         +1645        1000         +645         DRIFT
3335.34      2000         +1605        1000         +605         DRIFT
3337.34      2000         +1615        1000         +615         DRIFT
3339.34      2000         +1625        1000         +625         DRIFT
3341.34      2000         +1625        1000         +625         DRIFT
3343.34      2000         +1635        1000         +635         DRIFT
3345.34      2000         +1645        1000         +645         DRIFT
3347.34      2000         +1605        1000         +605         DRIFT
3349.34      2000         +1615        1000         +615         DRIFT
3351.34      2000         +1615        1000         +615         DRIFT
3353.34      2000         +1625        1000         +625         DRIFT
3355.34      2000         +1635        1000         +635         DRIFT
3357.34      2000         +1645        1000         +645         DRIFT
3359.34      2000         +1655        1000         +655         DRIFT
3361.34      2000         +1605        1000         +605         DRIFT
3363.35      2000         +1605        1000         +605         DRIFT
3365.35      2000         +1615        1000         +615         DRIFT
3367.35      2000         +1625        1000         +625         DRIFT
3369.35      2000         +1635        1000         +635         DRIFT
3371.35      2000         +1635        1000         +635         DRIFT
3373.35      2000         +1595        1000         +595         DRIFT
3375.35      2000         +1605        1000         +605         DRIFT
3377.35      2000         +1625        1000         +625         DRIFT
3379.35      2000         +1595        1000         +595         DRIFT
3381.35      2000         +1595        1000         +595         DRIFT
3383.35      2000         +1605        1000         +605         DRIFT
3385.35      2000         +1615        1000         +615         DRIFT
3387.35      2000         +1625        1000         +625         DRIFT
3389.35      2000         +1635        1000         +635         DRIFT
3391.35      2000         +1635        1000         +635         DRIFT
3393.35      2000         +1645        1000         +645         DRIFT
3395.36      2000         +1645        1000         +645         DRIFT
3397.36      2000         +1665        1000         +665         DRIFT
3399.36      2000         +1665        1000         +665         DRIFT
3401.36      2000         +1675        1000         +675         DRIFT
3403.36      2000         +1685        1000         +685         DRIFT
3405.36      2000         +1695        1000         +695         DRIFT
3407.36      2000         +1655        1000         +655         DRIFT
3409.36      2000         +1655        1000         +655         DRIFT
3411.36      2000         +1665        1000         +665         DRIFT
3413.36      2000         +1675        1000         +675         DRIFT
3415.36      2000         +1685        1000         +685         DRIFT
3417.36      2000         +1695        1000         +695         DRIFT
3419.36      2000         +1645        1000         +645         DRIFT
3421.36      2000         +1655        1000         +655         DRIFT
3423.37      2000         +1655        1000         +655         DRIFT
3425.37      2000         +1665        1000         +665         DRIFT
3427.37      2000         +1675        1000         +675         DRIFT
3429.37      2000         +1675        1000         +675         DRIFT
3431.37      2000         +1635        1000         +635         DRIFT
3433.37      2000         +1645        1000         +645         DRIFT
3435.37      2000         +1655        1000         +655         DRIFT
3437.37      2000         +1675        1000         +675         DRIFT
3439.37      2000         +1645        1000         +645         DRIFT
3441.37      2000         +1645        1000         +645         DRIFT
3443.37      2000         +1655        1000         +655         DRIFT
3445.37      2000         +1665        1000         +665         DRIFT
3447.37      2000         +1675        1000         +675         DRIFT
3449.37      2000         +1685        1000         +685         DRIFT
3451.37      2000         +1635        1000         +635         DRIFT
3453.37      2000         +1645        1000         +645         DRIFT
3455.37      2000         +1655        1000         +655         DRIFT
3457.37      2000         +1665        1000         +665         DRIFT
3459.37      2000         +1675        1000         +675         DRIFT
3461.37      2000         +1675        1000         +675         DRIFT
3463.37      2000         +1635        1000         +635         DRIFT
3465.37      2000         +1645        1000         +645         DRIFT
3467.37      2000         +1655        1000         +655         DRIFT
3469.37      2000         +1665        1000         +665         DRIFT
3471.37      2000         +1665        1000         +665         DRIFT
3473.37      2000         +1675        1000         +675         DRIFT
3475.37      2000         +1635        1000         +635         DRIFT
3477.37      2000         +1645        1000         +645         DRIFT
3479.37      2000         +1655        1000         +655         DRIFT
3481.37      2000         +1655        1000         +655         DRIFT
3483.38      2000         +1655        1000         +655         DRIFT
3485.38      2000         +1665        1000         +665         DRIFT
3487.38      2000         +1675        1000         +675         DRIFT
3489.38      2000         +1635        1000         +635         DRIFT
3491.38      2000         +1635        1000         +635         DRIFT
3493.38      2000         +1645        1000         +645         DRIFT
3495.38      2000         +1655        1000         +655         DRIFT
3497.38      2000         +1675        1000         +675         DRIFT
3499.38      2000         +1645        1000         +645         DRIFT
3501.38      2000         +1645        1000         +645         DRIFT
3503.38      2000         +1655        1000         +655         DRIFT
3505.38      2000         +1665        1000         +665         DRIFT
3507.38      2000         +1675        1000         +675         DRIFT
3509.38      2000         +1685        1000         +685         DRIFT
3511.38      2000         +1685        1000         +685         DRIFT
3513.38      2000         +1695        1000         +695         DRIFT
3515.39      2000         +1645        1000         +645         DRIFT
3517.39      2000         +1665        1000         +665         DRIFT
3519.39      2000         +1665        1000         +665         DRIFT
3521.39      2000         +1675        1000         +675         DRIFT
3523.39      2000         +1685        1000         +685         DRIFT
3525.39      2000         +1695        1000         +695         DRIFT
3527.39      2000         +1655        1000         +655         DRIFT
3529.39      2000         +1655        1000         +655         DRIFT
3531.39      2000         +1665        1000         +665         DRIFT
3533.39      2000         +1675        1000         +675         DRIFT
3535.39      2000         +1685        1000         +685         DRIFT
3537.39      2000         +1695        1000         +695         DRIFT
3539.39      2000         +1645        1000         +645         DRIFT
3541.39      2000         +1655        1000         +655         DRIFT
3543.40      2000         +1655        1000         +655         DRIFT
3545.40      2000         +1665        1000         +665         DRIFT
3547.40      2000         +1675        1000         +675         DRIFT
3549.40      2000         +1675        1000         +675         DRIFT
3551.40      2000         +1635        1000         +635         DRIFT
3553.40      2000         +1645        1000         +645         DRIFT
3555.40      2000         +1655        1000         +655         DRIFT
3557.40      2000         +1675        1000         +675         DRIFT
3559.40      2000         +1645        1000         +645         DRIFT
3561.40      2000         +1645        1000         +645         DRIFT
3563.40      2000         +1655        1000         +655         DRIFT
3565.40      2000         +1665        1000         +665         DRIFT
3567.40      2000         +1675        1000         +675         DRIFT
3569.40      2000         +1685        1000         +685         DRIFT
3571.40      2000         +1635        1000         +635         DRIFT
3573.40      2000         +1645        1000         +645         DRIFT
3575.40      2000         +1655        1000         +655         DRIFT
3577.40      2000         +1665        1000         +665         DRIFT
3579.40      2000         +1675        1000         +675         DRIFT
3581.40      2000         +1675        1000         +675         DRIFT
3583.40      2000         +1635        1000         +635         DRIFT
3585.40      2000         +1645        1000         +645         DRIFT
3587.40      2000         +1655        1000         +655         DRIFT
3589.40      2000         +1665        1000         +665         DRIFT
3591.40      2000         +1665        1000         +665         DRIFT
3593.40      2000         +1675        1000         +675         DRIFT
3595.40      2000         +1635        1000         +635         DRIFT
3597.40      2000         +1645        1000         +645         DRIFT
3599.40      2000         +1655        1000         +655         DRIFT
3601.40      2000         +1655        1000         +655         DRIFT
3603.41      2000         +1655        1000         +655         DRIFT
3605.41      2000         +1665        1000         +665         DRIFT
3607.41      2000         +1675        1000         +675         DRIFT
3609.41      2000         +1635        1000         +635         DRIFT
3611.41      2000         +1635        1000         +635         DRIFT
3613.41      2000         +1645        1000         +645         DRIFT
3615.41      2000         +1655        1000         +655         DRIFT
3617.41      2000         +1675        1000         +675         DRIFT
3619.41      2000         +1645        1000         +645         DRIFT
3621.41      2000         +1645        1000         +645         DRIFT
3623.41      2000         +1655        1000         +655         DRIFT
3625.41      2000         +1665        1000         +665         DRIFT
3627.41      2000         +1675        1000         +675         DRIFT
3629.41      2000         +1685        1000         +685         DRIFT
3631.41      2000         +1685        1000         +685         DRIFT
3633.41      2000         +1695        1000         +695         DRIFT
3635.42      2000         +1695        1000         +695         DRIFT
3637.42      2000         +1715        1000         +715         DRIFT
3639.42      2000         +1715        1000         +715         DRIFT
3641.42      2000         +1675        1000         +675         DRIFT
3643.42      2000         +1685        1000         +685         DRIFT
3645.42      2000         +1695        1000         +695         DRIFT
3647.42      2000         +1705        1000         +705         DRIFT
3649.42      2000         +1705        1000         +705         DRIFT
3651.42      2000         +1715        1000         +715         DRIFT
3653.42      2000         +1675        1000         +675         DRIFT
3655.42      2000         +1685        1000         +685         DRIFT
3657.42      2000         +1695        1000         +695         DRIFT
3659.42      2000         +1695        1000         +695         DRIFT
3661.42      2000         +1705        1000         +705         DRIFT
3663.43      2000         +1705        1000         +705         DRIFT
3665.43      2000         +1665        1000         +665         DRIFT
3667.43      2000         +1675        1000         +675         DRIFT
3669.43      2000         +1675        1000         +675         DRIFT
3671.43      2000         +1685        1000         +685         DRIFT
3673.43      2000         +1695        1000         +695         DRIFT
3675.43      2000         +1705        1000         +705         DRIFT
3677.43      2000         +1675        1000         +675         DRIFT
3679.43      2000         +1695        1000         +695         DRIFT
3681.43      2000         +1695        1000         +695         DRIFT
3683.43      2000         +1705        1000         +705         DRIFT
3685.43      2000         +1665        1000         +665         DRIFT
3687.43      2000         +1675        1000         +675         DRIFT
3689.43      2000         +1635        1000         +635         DRIFT
3691.43      2000         +1635        1000         +635         DRIFT
3693.43      2000         +1645        1000         +645         DRIFT
3695.43      2000         +1655        1000         +655         DRIFT
3697.44      2000         +1655        1000         +655         DRIFT
3699.44      2000         +1615        1000         +615         DRIFT
3701.44      2000         +1625        1000         +625         DRIFT
3703.44      2000         +1635        1000         +635         DRIFT
3705.44      2000         +1645        1000         +645         DRIFT
3707.44      2000         +1655        1000         +655         DRIFT
3709.44      2000         +1655        1000         +655         DRIFT
3711.44      2000         +1615        1000         +615         DRIFT
3713.44      2000         +1625        1000         +625         DRIFT
3715.44      2000         +1635        1000         +635         DRIFT
3717.44      2000         +1645        1000         +645         DRIFT
3719.44      2000         +1645        1000         +645         DRIFT
3721.44      2000         +1655        1000         +655         DRIFT
3723.45      2000         +1605        1000         +605         DRIFT
3725.45      2000         +1615        1000         +615         DRIFT
3727.45      2000         +1625        1000         +625         DRIFT
3729.45      2000         +1625        1000         +625         DRIFT
3731.45      2000         +1635        1000         +635         DRIFT
3733.45      2000         +1645        1000         +645         DRIFT
3735.45      2000         +1605        1000         +605         DRIFT
3737.45      2000         +1615        1000         +615         DRIFT
3739.45      2000         +1635        1000         +635         DRIFT
3741.45      2000         +1645        1000         +645         DRIFT
3743.45      2000         +1605        1000         +605         DRIFT
3745.45      2000         +1615        1000         +615         DRIFT
3747.45      2000         +1615        1000         +615         DRIFT
3749.45      2000         +1625        1000         +625         DRIFT
3751.45      2000         +1635        1000         +635         DRIFT
3753.45      2000         +1645        1000         +645         DRIFT
3755.45      2000         +1655        1000         +655         DRIFT
3757.46      2000         +1655        1000         +655         DRIFT
3759.46      2000         +1665        1000         +665         DRIFT
3761.46      2000         +1675        1000         +675         DRIFT
3763.46      2000         +1685        1000         +685         DRIFT
3765.46      2000         +1685        1000         +685         DRIFT
3767.46      2000         +1695        1000         +695         DRIFT
3769.46      2000         +1705        1000         +705         DRIFT
3771.46      2000         +1715        1000         +715         DRIFT
3773.46      2000         +1725        1000         +725         DRIFT
3775.46      2000         +1725        1000         +725         DRIFT
3777.46      2000         +1735        1000         +735         DRIFT
3779.46      2000         +1745        1000         +745         DRIFT
3781.46      2000         +1705        1000         +705         DRIFT
3783.47      2000         +1705        1000         +705         DRIFT
3785.47      2000         +1705        1000         +705         DRIFT
3787.47      2000         +1715        1000         +715         DRIFT
3789.47      2000         +1725        1000         +725         DRIFT
3791.47      2000         +1735        1000         +735         DRIFT
3793.47      2000         +1745        1000         +745         DRIFT
3795.47      2000         +1695        1000         +695         DRIFT
3797.47      2000         +1705        1000         +705         DRIFT
3799.47      2000         +1735        1000         +735         DRIFT
3801.47      2000         +1695        1000         +695         DRIFT
3803.47      2000         +1705        1000         +705         DRIFT
3805.47      2000         +1715        1000         +715         DRIFT
3807.47      2000         +1715        1000         +715         DRIFT
3809.47      2000         +1725        1000         +725         DRIFT
3811.47      2000         +1735        1000         +735         DRIFT
3813.47      2000         +1745        1000         +745         DRIFT
3815.47      2000         +1705        1000         +705         DRIFT
3817.47      2000         +1705        1000         +705         DRIFT
3819.47      2000         +1715        1000         +715         DRIFT
3821.47      2000         +1725        1000         +725         DRIFT
3823.47      2000         +1735        1000         +735         DRIFT
3825.47      2000         +1745        1000         +745         DRIFT
3827.47      2000         +1745        1000         +745         DRIFT
3829.47      2000         +1705        1000         +705         DRIFT
3831.47      2000         +1715        1000         +715         DRIFT
3833.47      2000         +1725        1000         +725         DRIFT
3835.47      2000         +1735        1000         +735         DRIFT
3837.47      2000         +1735        1000         +735         DRIFT
3839.47      2000         +1745        1000         +745         DRIFT
3841.47      2000         +1705        1000         +705         DRIFT
3843.48      2000         +1705        1000         +705         DRIFT
3845.48      2000         +1715        1000         +715         DRIFT
3847.48      2000         +1715        1000         +715         DRIFT
3849.48      2000         +1725        1000         +725         DRIFT
3851.48      2000         +1735        1000         +735         DRIFT
3853.48      2000         +1745        1000         +745         DRIFT
3855.48      2000         +1705        1000         +705         DRIFT
3857.48      2000         +1705        1000         +705         DRIFT
3859.48      2000         +1735        1000         +735         DRIFT
3861.48      2000         +1745        1000         +745         DRIFT
3863.48      2000         +1705        1000         +705         DRIFT
3865.48      2000         +1715        1000         +715         DRIFT
3867.48      2000         +1715        1000         +715         DRIFT
