Parsing SERVER log...
  Found 3350 SERVER activations
Parsing CLIENT log...
  Found 3340 CLIENT activations

================================================================================
BILATERAL TIMING ANALYSIS
================================================================================

Time (s)     Period (ms)  Delta (ms)   Target (ms)  Error (ms)   Status
1237.91      2000         -1045        1000         -2045        OVERLAP
1237.91      2000         1065         1000         +65          DRIFT
1237.92      2000         1055         1000         +55          DRIFT
1239.92      2000         -945         1000         -1945        OVERLAP
1239.92      2000         1085         1000         +85          DRIFT
1239.93      2000         1085         1000         +85          DRIFT
1241.92      2000         -905         1000         -1905        OVERLAP
1241.92      2000         1115         1000         +115         DRIFT
1241.94      2000         1105         1000         +105         DRIFT
1243.93      2000         -885         1000         -1885        OVERLAP
1243.93      2000         1135         1000         +135         DRIFT
1245.94      2000         -865         1000         -1865        OVERLAP
1245.94      2000         1155         1000         +155         DRIFT
1247.94      2000         -835         1000         -1835        OVERLAP
1247.94      2000         1175         1000         +175         DRIFT
1249.94      2000         -825         1000         -1825        OVERLAP
1249.94      2000         1185         1000         +185         DRIFT
1251.94      2000         -815         1000         -1815        OVERLAP
1251.94      2000         1195         1000         +195         DRIFT
1253.94      2000         -805         1000         -1805        OVERLAP
1253.94      2000         1155         1000         +155         DRIFT
1255.94      2000         -845         1000         -1845        OVERLAP
1255.94      2000         1165         1000         +165         DRIFT
1257.94      2000         -835         1000         -1835        OVERLAP
1257.94      2000         1165         1000         +165         DRIFT
1259.94      2000         -835         1000         -1835        OVERLAP
1259.94      2000         1175         1000         +175         DRIFT
1261.94      2000         -825         1000         -1825        OVERLAP
1261.94      2000         1185         1000         +185         DRIFT
1263.94      2000         -815         1000         -1815        OVERLAP
1263.94      2000         1195         1000         +195         DRIFT
1265.95      2000         -815         1000         -1815        OVERLAP
1265.95      2000         1155         1000         +155         DRIFT
1267.95      2000         -845         1000         -1845        OVERLAP
1267.95      2000         1175         1000         +175         DRIFT
1269.95      2000         -825         1000         -1825        OVERLAP
1269.95      2000         1175         1000         +175         DRIFT
1271.95      2000         -825         1000         -1825        OVERLAP
1271.95      2000         1135         1000         +135         DRIFT
1273.95      2000         -865         1000         -1865        OVERLAP
1273.95      2000         1145         1000         +145         DRIFT
1275.95      2000         -855         1000         -1855        OVERLAP
1275.95      2000         1155         1000         +155         DRIFT
1277.95      2000         -845         1000         -1845        OVERLAP
1277.95      2000         1165         1000         +165         DRIFT
1279.95      2000         -835         1000         -1835        OVERLAP
1279.95      2000         1165         1000         +165         DRIFT
1281.95      2000         -835         1000         -1835        OVERLAP
1281.95      2000         1175         1000         +175         DRIFT
1283.95      2000         -825         1000         -1825        OVERLAP
1283.95      2000         1135         1000         +135         DRIFT
1285.95      2000         -865         1000         -1865        OVERLAP
1285.95      2000         1145         1000         +145         DRIFT
1287.95      2000         -855         1000         -1855        OVERLAP
1287.95      2000         1155         1000         +155         DRIFT
1289.95      2000         -845         1000         -1845        OVERLAP
1289.95      2000         1155         1000         +155         DRIFT
1291.95      2000         -845         1000         -1845        OVERLAP
1291.95      2000         1165         1000         +165         DRIFT
1293.95      2000         -835         1000         -1835        OVERLAP
1293.95      2000         1175         1000         +175         DRIFT
1293.97      2000         1155         1000         +155         DRIFT
1295.96      2000         -835         1000         -1835        OVERLAP
1295.96      2000         1125         1000         +125         DRIFT
1295.98      2000         1105         1000         +105         DRIFT
1297.97      2000         -885         1000         -1885        OVERLAP
1297.97      2000         1095         1000         +95          DRIFT
1297.98      2000         1085         1000         +85          DRIFT
1299.98      2000         -915         1000         -1915        OVERLAP
1299.98      2000         1065         1000         +65          DRIFT
1299.99      2000         1065         1000         +65          DRIFT
1301.98      2000         -925         1000         -1925        OVERLAP
1301.98      2000         1095         1000         +95          DRIFT
1302.00      2000         1085         1000         +85          DRIFT
1303.99      2000         -905         1000         -1905        OVERLAP
1303.99      2000         1065         1000         +65          DRIFT
1306.00      2000         -935         1000         -1935        OVERLAP
1306.00      2000         1035         1000         +35          WARNING
1308.00      2000         -955         1000         -1955        OVERLAP
1308.00      2000         1055         1000         +55          DRIFT
1310.00      2000         -945         1000         -1945        OVERLAP
1310.00      2000         1015         1000         +15          WARNING
1312.00      2000         -985         1000         -1985        OVERLAP
1312.00      2000         1025         1000         +25          WARNING
1314.00      2000         -975         1000         -1975        OVERLAP
1314.00      2000         1035         1000         +35          WARNING
1316.00      2000         -965         1000         -1965        OVERLAP
1316.00      2000         1045         1000         +45          WARNING
1318.00      2000         -955         1000         -1955        OVERLAP
1318.00      2000         1045         1000         +45          WARNING
1320.00      2000         -955         1000         -1955        OVERLAP
1320.00      2000         1055         1000         +55          DRIFT
1322.00      2000         -945         1000         -1945        OVERLAP
1322.00      2000         1015         1000         +15          WARNING
1324.00      2000         -985         1000         -1985        OVERLAP
1324.00      2000         1025         1000         +25          WARNING
1326.01      2000         -985         1000         -1985        OVERLAP
1326.01      2000         1025         1000         +25          WARNING
1328.01      2000         -975         1000         -1975        OVERLAP
1328.01      2000         995          1000         -5           GOOD
1330.01      2000         -1005        1000         -2005        OVERLAP
1330.01      2000         1005         1000         +5           GOOD
1332.01      2000         -995         1000         -1995        OVERLAP
1332.01      2000         1015         1000         +15          WARNING
1334.01      2000         -985         1000         -1985        OVERLAP
1334.01      2000         1025         1000         +25          WARNING
1336.01      2000         -975         1000         -1975        OVERLAP
1336.01      2000         1025         1000         +25          WARNING
1338.01      2000         -975         1000         -1975        OVERLAP
1338.01      2000         985          1000         -15          WARNING
1340.01      2000         -1015        1000         -2015        OVERLAP
1340.01      2000         995          1000         -5           GOOD
1342.01      2000         -1005        1000         -2005        OVERLAP
1342.01      2000         1005         1000         +5           GOOD
1344.01      2000         -995         1000         -1995        OVERLAP
1344.01      2000         1015         1000         +15          WARNING
1346.01      2000         -985         1000         -1985        OVERLAP
1346.01      2000         1015         1000         +15          WARNING
1348.01      2000         -985         1000         -1985        OVERLAP
1348.01      2000         1025         1000         +25          WARNING
1350.01      2000         -975         1000         -1975        OVERLAP
1350.01      2000         985          1000         -15          WARNING
1352.01      2000         -1015        1000         -2015        OVERLAP
1352.01      2000         995          1000         -5           GOOD
1354.01      2000         -1005        1000         -2005        OVERLAP
1354.01      2000         1005         1000         +5           GOOD
1356.01      2000         -995         1000         -1995        OVERLAP
1356.01      2000         1005         1000         +5           GOOD
1356.03      2000         985          1000         -15          WARNING
1358.02      2000         -1005        1000         -2005        OVERLAP
1358.02      2000         1015         1000         +15          WARNING
1358.04      2000         1005         1000         +5           GOOD
1360.03      2000         -985         1000         -1985        OVERLAP
1360.03      2000         1035         1000         +35          WARNING
1360.04      2000         1035         1000         +35          WARNING
1362.04      2000         -965         1000         -1965        OVERLAP
1362.04      2000         1055         1000         +55          DRIFT
1362.05      2000         1055         1000         +55          DRIFT
1364.04      2000         -935         1000         -1935        OVERLAP
1364.04      2000         1095         1000         +95          DRIFT
1364.06      2000         1075         1000         +75          DRIFT
1366.05      2000         -915         1000         -1915        OVERLAP
1366.05      2000         1065         1000         +65          DRIFT
1368.06      2000         -935         1000         -1935        OVERLAP
1368.06      2000         1075         1000         +75          DRIFT
1370.06      2000         -925         1000         -1925        OVERLAP
1370.06      2000         1035         1000         +35          WARNING
1372.06      2000         -965         1000         -1965        OVERLAP
1372.06      2000         1035         1000         +35          WARNING
1374.06      2000         -965         1000         -1965        OVERLAP
1374.06      2000         1045         1000         +45          WARNING
1376.06      2000         -955         1000         -1955        OVERLAP
1376.06      2000         1055         1000         +55          DRIFT
1378.06      2000         -945         1000         -1945        OVERLAP
1378.06      2000         1065         1000         +65          DRIFT
1380.06      2000         -935         1000         -1935        OVERLAP
1380.06      2000         1025         1000         +25          WARNING
1382.06      2000         -975         1000         -1975        OVERLAP
1382.06      2000         1025         1000         +25          WARNING
1384.06      2000         -975         1000         -1975        OVERLAP
1384.06      2000         1035         1000         +35          WARNING
1386.07      2000         -975         1000         -1975        OVERLAP
1386.07      2000         1035         1000         +35          WARNING
1388.07      2000         -965         1000         -1965        OVERLAP
1388.07      2000         1055         1000         +55          DRIFT
1390.07      2000         -945         1000         -1945        OVERLAP
1390.07      2000         1015         1000         +15          WARNING
1392.07      2000         -985         1000         -1985        OVERLAP
1392.07      2000         1025         1000         +25          WARNING
1394.07      2000         -975         1000         -1975        OVERLAP
1394.07      2000         1035         1000         +35          WARNING
1396.07      2000         -965         1000         -1965        OVERLAP
1396.07      2000         1035         1000         +35          WARNING
1398.07      2000         -965         1000         -1965        OVERLAP
1398.07      2000         1045         1000         +45          WARNING
1400.07      2000         -955         1000         -1955        OVERLAP
1400.07      2000         1005         1000         +5           GOOD
1402.07      2000         -995         1000         -1995        OVERLAP
1402.07      2000         1015         1000         +15          WARNING
1404.07      2000         -985         1000         -1985        OVERLAP
1404.07      2000         1025         1000         +25          WARNING
1406.07      2000         -975         1000         -1975        OVERLAP
1406.07      2000         1025         1000         +25          WARNING
1408.07      2000         -975         1000         -1975        OVERLAP
1408.07      2000         1035         1000         +35          WARNING
1410.07      2000         -965         1000         -1965        OVERLAP
1410.07      2000         1045         1000         +45          WARNING
1412.07      2000         -955         1000         -1955        OVERLAP
1412.07      2000         1005         1000         +5           GOOD
1414.07      2000         -995         1000         -1995        OVERLAP
1414.07      2000         1015         1000         +15          WARNING
1416.07      2000         -985         1000         -1985        OVERLAP
1416.07      2000         1015         1000         +15          WARNING
1416.09      2000         995          1000         -5           GOOD
1418.08      2000         -995         1000         -1995        OVERLAP
1418.08      2000         1025         1000         +25          WARNING
1418.10      2000         1015         1000         +15          WARNING
1420.09      2000         -975         1000         -1975        OVERLAP
1420.09      2000         1045         1000         +45          WARNING
1420.10      2000         1045         1000         +45          WARNING
1422.10      2000         -955         1000         -1955        OVERLAP
1422.10      2000         1065         1000         +65          DRIFT
1422.11      2000         1065         1000         +65          DRIFT
1424.10      2000         -925         1000         -1925        OVERLAP
1424.10      2000         1055         1000         +55          DRIFT
1424.12      2000         1035         1000         +35          WARNING
1426.11      2000         -955         1000         -1955        OVERLAP
1426.11      2000         1025         1000         +25          WARNING
1428.12      2000         -975         1000         -1975        OVERLAP
1428.12      2000         1045         1000         +45          WARNING
1430.12      2000         -955         1000         -1955        OVERLAP
1430.12      2000         1005         1000         +5           GOOD
1432.12      2000         -995         1000         -1995        OVERLAP
1432.12      2000         1015         1000         +15          WARNING
1434.12      2000         -985         1000         -1985        OVERLAP
1434.12      2000         1015         1000         +15          WARNING
1436.12      2000         -985         1000         -1985        OVERLAP
1436.12      2000         1025         1000         +25          WARNING
1438.12      2000         -975         1000         -1975        OVERLAP
1438.12      2000         1035         1000         +35          WARNING
1440.12      2000         -965         1000         -1965        OVERLAP
1440.12      2000         1045         1000         +45          WARNING
1442.12      2000         -955         1000         -1955        OVERLAP
1442.12      2000         1005         1000         +5           GOOD
1444.12      2000         -995         1000         -1995        OVERLAP
1444.12      2000         1005         1000         +5           GOOD
1446.13      2000         -1005        1000         -2005        OVERLAP
1446.13      2000         1005         1000         +5           GOOD
1448.13      2000         -995         1000         -1995        OVERLAP
1448.13      2000         985          1000         -15          WARNING
1450.13      2000         -1015        1000         -2015        OVERLAP
1450.13      2000         995          1000         -5           GOOD
1452.13      2000         -1005        1000         -2005        OVERLAP
1452.13      2000         1005         1000         +5           GOOD
1454.13      2000         -995         1000         -1995        OVERLAP
1454.13      2000         1015         1000         +15          WARNING
1456.13      2000         -985         1000         -1985        OVERLAP
1456.13      2000         1015         1000         +15          WARNING
1458.13      2000         -985         1000         -1985        OVERLAP
1458.13      2000         1025         1000         +25          WARNING
1460.13      2000         -975         1000         -1975        OVERLAP
1460.13      2000         985          1000         -15          WARNING
1462.13      2000         -1015        1000         -2015        OVERLAP
1462.13      2000         995          1000         -5           GOOD
1464.13      2000         -1005        1000         -2005        OVERLAP
1464.13      2000         1005         1000         +5           GOOD
1466.13      2000         -995         1000         -1995        OVERLAP
1466.13      2000         1005         1000         +5           GOOD
1468.13      2000         -995         1000         -1995        OVERLAP
1468.13      2000         1015         1000         +15          WARNING
1470.13      2000         -985         1000         -1985        OVERLAP
1470.13      2000         975          1000         -25          WARNING
1472.13      2000         -1025        1000         -2025        OVERLAP
1472.13      2000         985          1000         -15          WARNING
1474.13      2000         -1015        1000         -2015        OVERLAP
1474.13      2000         995          1000         -5           GOOD
1476.13      2000         -1005        1000         -2005        OVERLAP
1476.13      2000         995          1000         -5           GOOD
1476.15      2000         975          1000         -25          WARNING
1478.14      2000         -1015        1000         -2015        OVERLAP
1478.14      2000         1005         1000         +5           GOOD
1478.16      2000         995          1000         -5           GOOD
1480.15      2000         -995         1000         -1995        OVERLAP
1480.15      2000         1025         1000         +25          WARNING
1480.16      2000         1025         1000         +25          WARNING
1482.16      2000         -975         1000         -1975        OVERLAP
1482.16      2000         1045         1000         +45          WARNING
1482.17      2000         1045         1000         +45          WARNING
1484.16      2000         -945         1000         -1945        OVERLAP
1484.16      2000         1085         1000         +85          DRIFT
1484.18      2000         1065         1000         +65          DRIFT
1486.17      2000         -925         1000         -1925        OVERLAP
1486.17      2000         1055         1000         +55          DRIFT
1488.18      2000         -945         1000         -1945        OVERLAP
1488.18      2000         1075         1000         +75          DRIFT
1490.18      2000         -925         1000         -1925        OVERLAP
1490.18      2000         1035         1000         +35          WARNING
1492.18      2000         -965         1000         -1965        OVERLAP
1492.18      2000         1045         1000         +45          WARNING
1494.18      2000         -955         1000         -1955        OVERLAP
1494.18      2000         1045         1000         +45          WARNING
1496.18      2000         -955         1000         -1955        OVERLAP
1496.18      2000         1055         1000         +55          DRIFT
1498.18      2000         -945         1000         -1945        OVERLAP
1498.18      2000         1065         1000         +65          DRIFT
1500.18      2000         -935         1000         -1935        OVERLAP
1500.18      2000         1075         1000         +75          DRIFT
1502.18      2000         -925         1000         -1925        OVERLAP
1502.18      2000         1035         1000         +35          WARNING
1504.18      2000         -965         1000         -1965        OVERLAP
1504.18      2000         1035         1000         +35          WARNING
1506.19      2000         -975         1000         -1975        OVERLAP
1506.19      2000         1035         1000         +35          WARNING
1508.19      2000         -965         1000         -1965        OVERLAP
1508.19      2000         1015         1000         +15          WARNING
1510.19      2000         -985         1000         -1985        OVERLAP
1510.19      2000         1025         1000         +25          WARNING
1512.19      2000         -975         1000         -1975        OVERLAP
1512.19      2000         1035         1000         +35          WARNING
1514.19      2000         -965         1000         -1965        OVERLAP
1514.19      2000         1045         1000         +45          WARNING
1516.19      2000         -955         1000         -1955        OVERLAP
1516.19      2000         1045         1000         +45          WARNING
1518.19      2000         -955         1000         -1955        OVERLAP
1518.19      2000         1055         1000         +55          DRIFT
1520.19      2000         -945         1000         -1945        OVERLAP
1520.19      2000         1015         1000         +15          WARNING
1522.19      2000         -985         1000         -1985        OVERLAP
1522.19      2000         1025         1000         +25          WARNING
1524.19      2000         -975         1000         -1975        OVERLAP
1524.19      2000         1035         1000         +35          WARNING
1526.19      2000         -965         1000         -1965        OVERLAP
1526.19      2000         1035         1000         +35          WARNING
1528.19      2000         -965         1000         -1965        OVERLAP
1528.19      2000         1045         1000         +45          WARNING
1530.19      2000         -955         1000         -1955        OVERLAP
1530.19      2000         1055         1000         +55          DRIFT
1532.19      2000         -945         1000         -1945        OVERLAP
1532.19      2000         1015         1000         +15          WARNING
1534.19      2000         -985         1000         -1985        OVERLAP
1534.19      2000         1025         1000         +25          WARNING
1536.19      2000         -975         1000         -1975        OVERLAP
1536.19      2000         1025         1000         +25          WARNING
1536.21      2000         1005         1000         +5           GOOD
1538.20      2000         -985         1000         -1985        OVERLAP
1538.20      2000         1035         1000         +35          WARNING
1538.22      2000         1025         1000         +25          WARNING
1540.21      2000         -965         1000         -1965        OVERLAP
1540.21      2000         1055         1000         +55          DRIFT
1540.22      2000         1055         1000         +55          DRIFT
1542.22      2000         -945         1000         -1945        OVERLAP
1542.22      2000         1075         1000         +75          DRIFT
1542.23      2000         1075         1000         +75          DRIFT
1544.22      2000         -915         1000         -1915        OVERLAP
1544.22      2000         1115         1000         +115         DRIFT
1544.24      2000         1095         1000         +95          DRIFT
1546.23      2000         -895         1000         -1895        OVERLAP
1546.23      2000         1135         1000         +135         DRIFT
1548.24      2000         -865         1000         -1865        OVERLAP
1548.24      2000         1105         1000         +105         DRIFT
1550.24      2000         -895         1000         -1895        OVERLAP
1550.24      2000         1115         1000         +115         DRIFT
1552.24      2000         -885         1000         -1885        OVERLAP
1552.24      2000         1125         1000         +125         DRIFT
1554.24      2000         -875         1000         -1875        OVERLAP
1554.24      2000         1125         1000         +125         DRIFT
1556.24      2000         -875         1000         -1875        OVERLAP
1556.24      2000         1085         1000         +85          DRIFT
1558.24      2000         -915         1000         -1915        OVERLAP
1558.24      2000         1095         1000         +95          DRIFT
1560.24      2000         -905         1000         -1905        OVERLAP
1560.24      2000         1105         1000         +105         DRIFT
1562.24      2000         -895         1000         -1895        OVERLAP
1562.24      2000         1115         1000         +115         DRIFT
1564.24      2000         -885         1000         -1885        OVERLAP
1564.24      2000         1115         1000         +115         DRIFT
1566.25      2000         -895         1000         -1895        OVERLAP
1566.25      2000         1115         1000         +115         DRIFT
1568.25      2000         -885         1000         -1885        OVERLAP
1568.25      2000         1095         1000         +95          DRIFT
1570.25      2000         -905         1000         -1905        OVERLAP
1570.25      2000         1105         1000         +105         DRIFT
1572.25      2000         -895         1000         -1895        OVERLAP
1572.25      2000         1115         1000         +115         DRIFT
1574.25      2000         -885         1000         -1885        OVERLAP
1574.25      2000         1125         1000         +125         DRIFT
1576.25      2000         -875         1000         -1875        OVERLAP
1576.25      2000         1075         1000         +75          DRIFT
1578.25      2000         -925         1000         -1925        OVERLAP
1578.25      2000         1085         1000         +85          DRIFT
1580.25      2000         -915         1000         -1915        OVERLAP
1580.25      2000         1095         1000         +95          DRIFT
1582.25      2000         -905         1000         -1905        OVERLAP
1582.25      2000         1105         1000         +105         DRIFT
1584.25      2000         -895         1000         -1895        OVERLAP
1584.25      2000         1115         1000         +115         DRIFT
1586.25      2000         -885         1000         -1885        OVERLAP
1586.25      2000         1115         1000         +115         DRIFT
1588.25      2000         -885         1000         -1885        OVERLAP
1588.25      2000         1075         1000         +75          DRIFT
1590.25      2000         -925         1000         -1925        OVERLAP
1590.25      2000         1085         1000         +85          DRIFT
1592.25      2000         -915         1000         -1915        OVERLAP
1592.25      2000         1095         1000         +95          DRIFT
1594.25      2000         -905         1000         -1905        OVERLAP
1594.25      2000         1105         1000         +105         DRIFT
1596.25      2000         -895         1000         -1895        OVERLAP
1596.25      2000         1105         1000         +105         DRIFT
1596.27      2000         1085         1000         +85          DRIFT
1598.26      2000         -905         1000         -1905        OVERLAP
1598.26      2000         1115         1000         +115         DRIFT
1598.28      2000         1105         1000         +105         DRIFT
1600.27      2000         -885         1000         -1885        OVERLAP
1600.27      2000         1085         1000         +85          DRIFT
1600.28      2000         1085         1000         +85          DRIFT
1602.28      2000         -915         1000         -1915        OVERLAP
1602.28      2000         1055         1000         +55          DRIFT
1602.29      2000         1055         1000         +55          DRIFT
1604.28      2000         -935         1000         -1935        OVERLAP
1604.28      2000         1095         1000         +95          DRIFT
1604.30      2000         1075         1000         +75          DRIFT
1606.29      2000         -915         1000         -1915        OVERLAP
1606.29      2000         1065         1000         +65          DRIFT
1608.30      2000         -935         1000         -1935        OVERLAP
1608.30      2000         1035         1000         +35          WARNING
1610.30      2000         -965         1000         -1965        OVERLAP
1610.30      2000         1045         1000         +45          WARNING
1612.30      2000         -955         1000         -1955        OVERLAP
1612.30      2000         1055         1000         +55          DRIFT
1614.30      2000         -945         1000         -1945        OVERLAP
1614.30      2000         1055         1000         +55          DRIFT
1616.30      2000         -945         1000         -1945        OVERLAP
1616.30      2000         1065         1000         +65          DRIFT
1618.30      2000         -935         1000         -1935        OVERLAP
1618.30      2000         1025         1000         +25          WARNING
1620.30      2000         -975         1000         -1975        OVERLAP
1620.30      2000         1035         1000         +35          WARNING
1622.30      2000         -965         1000         -1965        OVERLAP
1622.30      2000         1045         1000         +45          WARNING
1624.30      2000         -955         1000         -1955        OVERLAP
1624.30      2000         1045         1000         +45          WARNING
1626.31      2000         -965         1000         -1965        OVERLAP
1626.31      2000         1045         1000         +45          WARNING
1628.31      2000         -955         1000         -1955        OVERLAP
1628.31      2000         1065         1000         +65          DRIFT
1630.31      2000         -935         1000         -1935        OVERLAP
1630.31      2000         1035         1000         +35          WARNING
1632.31      2000         -965         1000         -1965        OVERLAP
1632.31      2000         1035         1000         +35          WARNING
1634.31      2000         -965         1000         -1965        OVERLAP
1634.31      2000         1045         1000         +45          WARNING
1636.31      2000         -955         1000         -1955        OVERLAP
1636.31      2000         1055         1000         +55          DRIFT
1638.31      2000         -945         1000         -1945        OVERLAP
1638.31      2000         1015         1000         +15          WARNING
1640.31      2000         -985         1000         -1985        OVERLAP
1640.31      2000         1025         1000         +25          WARNING
1642.31      2000         -975         1000         -1975        OVERLAP
1642.31      2000         1025         1000         +25          WARNING
1644.31      2000         -975         1000         -1975        OVERLAP
1644.31      2000         1035         1000         +35          WARNING
1646.31      2000         -965         1000         -1965        OVERLAP
1646.31      2000         1045         1000         +45          WARNING
1648.31      2000         -955         1000         -1955        OVERLAP
1648.31      2000         1055         1000         +55          DRIFT
1650.31      2000         -945         1000         -1945        OVERLAP
1650.31      2000         1015         1000         +15          WARNING
1652.31      2000         -985         1000         -1985        OVERLAP
1652.31      2000         1015         1000         +15          WARNING
1654.31      2000         -985         1000         -1985        OVERLAP
1654.31      2000         1025         1000         +25          WARNING
1656.31      2000         -975         1000         -1975        OVERLAP
1656.31      2000         1035         1000         +35          WARNING
1656.33      2000         1015         1000         +15          WARNING
1658.32      2000         -975         1000         -1975        OVERLAP
1658.32      2000         1035         1000         +35          WARNING
1658.34      2000         1015         1000         +15          WARNING
1660.33      2000         -975         1000         -1975        OVERLAP
1660.33      2000         1055         1000         +55          DRIFT
1660.34      2000         1045         1000         +45          WARNING
1662.34      2000         -955         1000         -1955        OVERLAP
1662.34      2000         1075         1000         +75          DRIFT
1662.35      2000         1075         1000         +75          DRIFT
1664.34      2000         -915         1000         -1915        OVERLAP
1664.34      2000         1105         1000         +105         DRIFT
1664.36      2000         1095         1000         +95          DRIFT
1666.35      2000         -895         1000         -1895        OVERLAP
1666.35      2000         1075         1000         +75          DRIFT
1668.36      2000         -925         1000         -1925        OVERLAP
1668.36      2000         1095         1000         +95          DRIFT
1670.36      2000         -895         1000         -1895        OVERLAP
1670.36      2000         1065         1000         +65          DRIFT
1672.36      2000         -935         1000         -1935        OVERLAP
1672.36      2000         1075         1000         +75          DRIFT
1674.36      2000         -925         1000         -1925        OVERLAP
1674.36      2000         1085         1000         +85          DRIFT
1676.36      2000         -915         1000         -1915        OVERLAP
1676.36      2000         1095         1000         +95          DRIFT
1678.36      2000         -905         1000         -1905        OVERLAP
1678.36      2000         1105         1000         +105         DRIFT
1680.36      2000         -895         1000         -1895        OVERLAP
1680.36      2000         1055         1000         +55          DRIFT
1682.36      2000         -945         1000         -1945        OVERLAP
1682.36      2000         1065         1000         +65          DRIFT
1684.36      2000         -935         1000         -1935        OVERLAP
1684.36      2000         1075         1000         +75          DRIFT
1686.37      2000         -935         1000         -1935        OVERLAP
1686.37      2000         1075         1000         +75          DRIFT
1688.37      2000         -925         1000         -1925        OVERLAP
1688.37      2000         1095         1000         +95          DRIFT
1690.37      2000         -905         1000         -1905        OVERLAP
1690.37      2000         1065         1000         +65          DRIFT
1692.37      2000         -935         1000         -1935        OVERLAP
1692.37      2000         1065         1000         +65          DRIFT
1694.37      2000         -935         1000         -1935        OVERLAP
1694.37      2000         1075         1000         +75          DRIFT
1696.37      2000         -925         1000         -1925        OVERLAP
1696.37      2000         1085         1000         +85          DRIFT
1698.37      2000         -915         1000         -1915        OVERLAP
1698.37      2000         1095         1000         +95          DRIFT
1700.37      2000         -905         1000         -1905        OVERLAP
1700.37      2000         1055         1000         +55          DRIFT
1702.37      2000         -945         1000         -1945        OVERLAP
1702.37      2000         1055         1000         +55          DRIFT
1704.37      2000         -945         1000         -1945        OVERLAP
1704.37      2000         1065         1000         +65          DRIFT
1706.37      2000         -935         1000         -1935        OVERLAP
1706.37      2000         1075         1000         +75          DRIFT
1708.37      2000         -925         1000         -1925        OVERLAP
1708.37      2000         1085         1000         +85          DRIFT
1710.37      2000         -915         1000         -1915        OVERLAP
1710.37      2000         1095         1000         +95          DRIFT
1712.37      2000         -905         1000         -1905        OVERLAP
1712.37      2000         1045         1000         +45          WARNING
1714.37      2000         -955         1000         -1955        OVERLAP
1714.37      2000         1055         1000         +55          DRIFT
1716.37      2000         -945         1000         -1945        OVERLAP
1716.37      2000         1065         1000         +65          DRIFT
1716.39      2000         1045         1000         +45          WARNING
1718.38      2000         -945         1000         -1945        OVERLAP
1718.38      2000         1065         1000         +65          DRIFT
1718.40      2000         1045         1000         +45          WARNING
1720.39      2000         -945         1000         -1945        OVERLAP
1720.39      2000         1085         1000         +85          DRIFT
1720.40      2000         1075         1000         +75          DRIFT
1722.40      2000         -925         1000         -1925        OVERLAP
1722.40      2000         1055         1000         +55          DRIFT
1722.41      2000         1055         1000         +55          DRIFT
1724.40      2000         -935         1000         -1935        OVERLAP
1724.40      2000         1035         1000         +35          WARNING
1724.42      2000         1025         1000         +25          WARNING
1726.41      2000         -965         1000         -1965        OVERLAP
1726.41      2000         1005         1000         +5           GOOD
1728.42      2000         -995         1000         -1995        OVERLAP
1728.42      2000         975          1000         -25          WARNING
1730.42      2000         -1015        1000         -2015        OVERLAP
1730.42      2000         945          1000         -55          OVERLAP
1732.42      2000         -1055        1000         -2055        OVERLAP
1732.42      2000         905          1000         -95          OVERLAP
1734.42      2000         -1095        1000         -2095        OVERLAP
1734.42      2000         865          1000         -135         OVERLAP
1736.42      2000         -1135        1000         -2135        OVERLAP
1736.42      2000         825          1000         -175         OVERLAP
1738.42      2000         -1175        1000         -2175        OVERLAP
1738.42      2000         785          1000         -215         OVERLAP
1740.42      2000         -1215        1000         -2215        OVERLAP
1740.42      2000         735          1000         -265         OVERLAP
1742.42      2000         -1265        1000         -2265        OVERLAP
1742.42      2000         695          1000         -305         OVERLAP
1744.42      2000         -1305        1000         -2305        OVERLAP
1744.42      2000         655          1000         -345         OVERLAP
1746.43      2000         -1355        1000         -2355        OVERLAP
1746.43      2000         605          1000         -395         OVERLAP
1748.43      2000         -1395        1000         -2395        OVERLAP
1748.43      2000         565          1000         -435         OVERLAP
1750.43      2000         -1435        1000         -2435        OVERLAP
1750.43      2000         535          1000         -465         OVERLAP
1752.43      2000         -1465        1000         -2465        OVERLAP
1752.43      2000         495          1000         -505         OVERLAP
1754.43      2000         -1505        1000         -2505        OVERLAP
1754.43      2000         455          1000         -545         OVERLAP
1756.43      2000         -1545        1000         -2545        OVERLAP
1756.43      2000         415          1000         -585         OVERLAP
1758.43      2000         -1585        1000         -2585        OVERLAP
1758.43      2000         365          1000         -635         OVERLAP
1760.43      2000         -1635        1000         -2635        OVERLAP
1760.43      2000         325          1000         -675         OVERLAP
1762.43      2000         -1675        1000         -2675        OVERLAP
1762.43      2000         335          1000         -665         OVERLAP
1764.43      2000         -1665        1000         -2665        OVERLAP
1764.43      2000         295          1000         -705         OVERLAP
1766.43      2000         -1705        1000         -2705        OVERLAP
1766.43      2000         305          1000         -695         OVERLAP
1768.43      2000         -1695        1000         -2695        OVERLAP
1768.43      2000         305          1000         -695         OVERLAP
1770.43      2000         -1695        1000         -2695        OVERLAP
1770.43      2000         315          1000         -685         OVERLAP
1772.43      2000         -1685        1000         -2685        OVERLAP
1772.43      2000         275          1000         -725         OVERLAP
1774.43      2000         -1725        1000         -2725        OVERLAP
1774.43      2000         285          1000         -715         OVERLAP
1776.43      2000         -1715        1000         -2715        OVERLAP
1776.43      2000         295          1000         -705         OVERLAP
1776.45      2000         275          1000         -725         OVERLAP
1778.44      2000         -1715        1000         -2715        OVERLAP
