Parsing SERVER log...
  Found 3350 SERVER activations
Parsing CLIENT log...
  Found 3340 CLIENT activations

================================================================================
BILATERAL TIMING ANALYSIS
================================================================================

Time (s)     Period (ms)  Delta (ms)   Target (ms)  Error (ms)   Status
2991.57      2000         1095         1000         +95          DRIFT
2993.58      2000         -905         1000         -1905        OVERLAP
2993.58      2000         1065         1000         +65          DRIFT
2995.58      2000         -925         1000         -1925        OVERLAP
2995.58      2000         1035         1000         +35          WARNING
2997.58      2000         -965         1000         -1965        OVERLAP
2997.58      2000         1045         1000         +45          WARNING
2999.58      2000         -955         1000         -1955        OVERLAP
2999.58      2000         1055         1000         +55          DRIFT
3001.58      2000         -945         1000         -1945        OVERLAP
3001.58      2000         1065         1000         +65          DRIFT
3003.58      2000         -935         1000         -1935        OVERLAP
3003.58      2000         1075         1000         +75          DRIFT
3005.58      2000         -925         1000         -1925        OVERLAP
3005.58      2000         1075         1000         +75          DRIFT
3007.59      2000         -935         1000         -1935        OVERLAP
3007.59      2000         1025         1000         +25          WARNING
3009.59      2000         -975         1000         -1975        OVERLAP
3009.59      2000         1035         1000         +35          WARNING
3011.59      2000         -965         1000         -1965        OVERLAP
3011.59      2000         1045         1000         +45          WARNING
3013.59      2000         -955         1000         -1955        OVERLAP
3013.59      2000         1065         1000         +65          DRIFT
3015.59      2000         -935         1000         -1935        OVERLAP
3015.59      2000         1035         1000         +35          WARNING
3017.59      2000         -965         1000         -1965        OVERLAP
3017.59      2000         1035         1000         +35          WARNING
3019.59      2000         -965         1000         -1965        OVERLAP
3019.59      2000         1045         1000         +45          WARNING
3021.59      2000         -955         1000         -1955        OVERLAP
3021.59      2000         1055         1000         +55          DRIFT
3023.59      2000         -945         1000         -1945        OVERLAP
3023.59      2000         1065         1000         +65          DRIFT
3025.59      2000         -935         1000         -1935        OVERLAP
3025.59      2000         1025         1000         +25          WARNING
3027.59      2000         -975         1000         -1975        OVERLAP
3027.59      2000         1025         1000         +25          WARNING
3029.59      2000         -975         1000         -1975        OVERLAP
3029.59      2000         1035         1000         +35          WARNING
3031.59      2000         -965         1000         -1965        OVERLAP
3031.59      2000         1045         1000         +45          WARNING
3033.59      2000         -955         1000         -1955        OVERLAP
3033.59      2000         1055         1000         +55          DRIFT
3035.59      2000         -945         1000         -1945        OVERLAP
3035.59      2000         1065         1000         +65          DRIFT
3037.59      2000         -935         1000         -1935        OVERLAP
3037.59      2000         1015         1000         +15          WARNING
3039.59      2000         -985         1000         -1985        OVERLAP
3039.59      2000         1025         1000         +25          WARNING
3041.59      2000         -975         1000         -1975        OVERLAP
3041.59      2000         1035         1000         +35          WARNING
3043.59      2000         -965         1000         -1965        OVERLAP
3043.59      2000         1045         1000         +45          WARNING
3043.61      2000         1025         1000         +25          WARNING
3045.60      2000         -965         1000         -1965        OVERLAP
3045.60      2000         1045         1000         +45          WARNING
3045.62      2000         1035         1000         +35          WARNING
3047.61      2000         -955         1000         -1955        OVERLAP
3047.61      2000         1125         1000         +125         DRIFT
3047.62      2000         1115         1000         +115         DRIFT
3049.62      2000         -885         1000         -1885        OVERLAP
3049.62      2000         1145         1000         +145         DRIFT
3049.63      2000         1145         1000         +145         DRIFT
3051.62      2000         -845         1000         -1845        OVERLAP
3051.62      2000         1175         1000         +175         DRIFT
3051.64      2000         1165         1000         +165         DRIFT
3053.63      2000         -825         1000         -1825        OVERLAP
3053.63      2000         1195         1000         +195         DRIFT
3055.64      2000         -805         1000         -1805        OVERLAP
3055.64      2000         1215         1000         +215         DRIFT
3057.64      2000         -785         1000         -1785        OVERLAP
3057.64      2000         1225         1000         +225         DRIFT
3059.64      2000         -775         1000         -1775        OVERLAP
3059.64      2000         1235         1000         +235         DRIFT
3061.64      2000         -765         1000         -1765        OVERLAP
3061.64      2000         1195         1000         +195         DRIFT
3063.64      2000         -805         1000         -1805        OVERLAP
3063.64      2000         1205         1000         +205         DRIFT
3065.64      2000         -795         1000         -1795        OVERLAP
3065.64      2000         1205         1000         +205         DRIFT
3067.65      2000         -805         1000         -1805        OVERLAP
3067.65      2000         1205         1000         +205         DRIFT
3069.65      2000         -795         1000         -1795        OVERLAP
3069.65      2000         1215         1000         +215         DRIFT
3071.65      2000         -785         1000         -1785        OVERLAP
3071.65      2000         1225         1000         +225         DRIFT
3073.65      2000         -775         1000         -1775        OVERLAP
3073.65      2000         1245         1000         +245         DRIFT
3075.65      2000         -755         1000         -1755        OVERLAP
3075.65      2000         1215         1000         +215         DRIFT
3077.65      2000         -785         1000         -1785        OVERLAP
3077.65      2000         1215         1000         +215         DRIFT
3079.65      2000         -785         1000         -1785        OVERLAP
3079.65      2000         1225         1000         +225         DRIFT
3081.65      2000         -775         1000         -1775        OVERLAP
3081.65      2000         1235         1000         +235         DRIFT
3083.65      2000         -765         1000         -1765        OVERLAP
3083.65      2000         1245         1000         +245         DRIFT
3085.65      2000         -755         1000         -1755        OVERLAP
3085.65      2000         1205         1000         +205         DRIFT
3087.65      2000         -795         1000         -1795        OVERLAP
3087.65      2000         1205         1000         +205         DRIFT
3089.65      2000         -795         1000         -1795        OVERLAP
3089.65      2000         1215         1000         +215         DRIFT
3091.65      2000         -785         1000         -1785        OVERLAP
3091.65      2000         1225         1000         +225         DRIFT
3093.65      2000         -775         1000         -1775        OVERLAP
3093.65      2000         1235         1000         +235         DRIFT
3095.65      2000         -765         1000         -1765        OVERLAP
3095.65      2000         1245         1000         +245         DRIFT
3097.65      2000         -755         1000         -1755        OVERLAP
3097.65      2000         1245         1000         +245         DRIFT
3099.65      2000         -755         1000         -1755        OVERLAP
3099.65      2000         1255         1000         +255         DRIFT
3101.65      2000         -745         1000         -1745        OVERLAP
3101.65      2000         1215         1000         +215         DRIFT
3103.65      2000         -785         1000         -1785        OVERLAP
3103.65      2000         1225         1000         +225         DRIFT
3103.67      2000         1205         1000         +205         DRIFT
3105.66      2000         -785         1000         -1785        OVERLAP
3105.66      2000         1225         1000         +225         DRIFT
3105.68      2000         1215         1000         +215         DRIFT
3107.67      2000         -775         1000         -1775        OVERLAP
3107.67      2000         1205         1000         +205         DRIFT
3107.68      2000         1195         1000         +195         DRIFT
3109.68      2000         -805         1000         -1805        OVERLAP
3109.68      2000         1175         1000         +175         DRIFT
3109.69      2000         1175         1000         +175         DRIFT
3111.68      2000         -815         1000         -1815        OVERLAP
3111.68      2000         1155         1000         +155         DRIFT
3111.70      2000         1145         1000         +145         DRIFT
3113.69      2000         -845         1000         -1845        OVERLAP
3113.69      2000         1125         1000         +125         DRIFT
3115.70      2000         -875         1000         -1875        OVERLAP
3115.70      2000         1095         1000         +95          DRIFT
3117.70      2000         -905         1000         -1905        OVERLAP
3117.70      2000         1055         1000         +55          DRIFT
3119.70      2000         -945         1000         -1945        OVERLAP
3119.70      2000         1065         1000         +65          DRIFT
3121.70      2000         -935         1000         -1935        OVERLAP
3121.70      2000         1075         1000         +75          DRIFT
3123.70      2000         -925         1000         -1925        OVERLAP
3123.70      2000         1035         1000         +35          WARNING
3125.70      2000         -965         1000         -1965        OVERLAP
3125.70      2000         1035         1000         +35          WARNING
3127.71      2000         -975         1000         -1975        OVERLAP
3127.71      2000         1035         1000         +35          WARNING
3129.71      2000         -965         1000         -1965        OVERLAP
3129.71      2000         1045         1000         +45          WARNING
3131.71      2000         -955         1000         -1955        OVERLAP
3131.71      2000         1055         1000         +55          DRIFT
3133.71      2000         -945         1000         -1945        OVERLAP
3133.71      2000         1065         1000         +65          DRIFT
3135.71      2000         -935         1000         -1935        OVERLAP
3135.71      2000         1035         1000         +35          WARNING
3137.71      2000         -965         1000         -1965        OVERLAP
3137.71      2000         1045         1000         +45          WARNING
3139.71      2000         -955         1000         -1955        OVERLAP
3139.71      2000         1055         1000         +55          DRIFT
3141.71      2000         -945         1000         -1945        OVERLAP
3141.71      2000         1065         1000         +65          DRIFT
3143.71      2000         -935         1000         -1935        OVERLAP
3143.71      2000         1015         1000         +15          WARNING
3145.71      2000         -985         1000         -1985        OVERLAP
3145.71      2000         1025         1000         +25          WARNING
3147.71      2000         -975         1000         -1975        OVERLAP
3147.71      2000         1035         1000         +35          WARNING
3149.71      2000         -965         1000         -1965        OVERLAP
3149.71      2000         1045         1000         +45          WARNING
3151.71      2000         -955         1000         -1955        OVERLAP
3151.71      2000         1055         1000         +55          DRIFT
3153.71      2000         -945         1000         -1945        OVERLAP
3153.71      2000         1005         1000         +5           GOOD
3155.71      2000         -995         1000         -1995        OVERLAP
3155.71      2000         1015         1000         +15          WARNING
3157.71      2000         -985         1000         -1985        OVERLAP
3157.71      2000         1025         1000         +25          WARNING
3159.71      2000         -975         1000         -1975        OVERLAP
3159.71      2000         1035         1000         +35          WARNING
3161.71      2000         -965         1000         -1965        OVERLAP
3161.71      2000         1045         1000         +45          WARNING
3163.71      2000         -955         1000         -1955        OVERLAP
3163.71      2000         1045         1000         +45          WARNING
3163.73      2000         1025         1000         +25          WARNING
3165.72      2000         -965         1000         -1965        OVERLAP
3165.72      2000         995          1000         -5           GOOD
3165.74      2000         975          1000         -25          WARNING
3167.73      2000         -1015        1000         -2015        OVERLAP
3167.73      2000         1015         1000         +15          WARNING
3167.74      2000         1015         1000         +15          WARNING
3169.74      2000         -985         1000         -1985        OVERLAP
3169.74      2000         985          1000         -15          WARNING
3169.75      2000         985          1000         -15          WARNING
3171.74      2000         -1005        1000         -2005        OVERLAP
3171.74      2000         965          1000         -35          WARNING
3171.76      2000         955          1000         -45          WARNING
3173.75      2000         -1035        1000         -2035        OVERLAP
3173.75      2000         995          1000         -5           GOOD
3175.76      2000         -1015        1000         -2015        OVERLAP
3175.76      2000         965          1000         -35          WARNING
3177.76      2000         -1025        1000         -2025        OVERLAP
3177.76      2000         935          1000         -65          OVERLAP
3179.76      2000         -1065        1000         -2065        OVERLAP
3179.76      2000         945          1000         -55          OVERLAP
3181.76      2000         -1055        1000         -2055        OVERLAP
3181.76      2000         945          1000         -55          OVERLAP
3183.76      2000         -1055        1000         -2055        OVERLAP
3183.76      2000         955          1000         -45          WARNING
3185.76      2000         -1045        1000         -2045        OVERLAP
3185.76      2000         965          1000         -35          WARNING
3187.77      2000         -1045        1000         -2045        OVERLAP
3187.77      2000         915          1000         -85          OVERLAP
3189.77      2000         -1085        1000         -2085        OVERLAP
3189.77      2000         925          1000         -75          OVERLAP
3191.77      2000         -1075        1000         -2075        OVERLAP
3191.77      2000         925          1000         -75          OVERLAP
3193.77      2000         -1075        1000         -2075        OVERLAP
3193.77      2000         935          1000         -65          OVERLAP
3195.77      2000         -1065        1000         -2065        OVERLAP
3195.77      2000         955          1000         -45          WARNING
3197.77      2000         -1045        1000         -2045        OVERLAP
3197.77      2000         925          1000         -75          OVERLAP
3199.77      2000         -1075        1000         -2075        OVERLAP
3199.77      2000         925          1000         -75          OVERLAP
3201.77      2000         -1075        1000         -2075        OVERLAP
3201.77      2000         935          1000         -65          OVERLAP
3203.77      2000         -1065        1000         -2065        OVERLAP
3203.77      2000         945          1000         -55          OVERLAP
3205.77      2000         -1055        1000         -2055        OVERLAP
3205.77      2000         905          1000         -95          OVERLAP
3207.77      2000         -1095        1000         -2095        OVERLAP
3207.77      2000         915          1000         -85          OVERLAP
3209.77      2000         -1085        1000         -2085        OVERLAP
3209.77      2000         915          1000         -85          OVERLAP
3211.77      2000         -1085        1000         -2085        OVERLAP
3211.77      2000         925          1000         -75          OVERLAP
3213.77      2000         -1075        1000         -2075        OVERLAP
3213.77      2000         935          1000         -65          OVERLAP
3215.77      2000         -1065        1000         -2065        OVERLAP
3215.77      2000         895          1000         -105         OVERLAP
3217.77      2000         -1105        1000         -2105        OVERLAP
3217.77      2000         905          1000         -95          OVERLAP
3219.77      2000         -1095        1000         -2095        OVERLAP
3219.77      2000         905          1000         -95          OVERLAP
3221.77      2000         -1095        1000         -2095        OVERLAP
3221.77      2000         915          1000         -85          OVERLAP
3223.77      2000         -1085        1000         -2085        OVERLAP
3223.77      2000         925          1000         -75          OVERLAP
3225.77      2000         -1075        1000         -2075        OVERLAP
3225.77      2000         885          1000         -115         OVERLAP
3227.77      2000         -1115        1000         -2115        OVERLAP
3227.77      2000         895          1000         -105         OVERLAP
3229.77      2000         -1105        1000         -2105        OVERLAP
3229.77      2000         895          1000         -105         OVERLAP
3231.77      2000         -1105        1000         -2105        OVERLAP
3231.77      2000         905          1000         -95          OVERLAP
3233.77      2000         -1095        1000         -2095        OVERLAP
3233.77      2000         915          1000         -85          OVERLAP
3235.77      2000         -1085        1000         -2085        OVERLAP
3235.77      2000         925          1000         -75          OVERLAP
3237.77      2000         -1075        1000         -2075        OVERLAP
3237.77      2000         885          1000         -115         OVERLAP
3239.77      2000         -1115        1000         -2115        OVERLAP
3239.77      2000         885          1000         -115         OVERLAP
3241.77      2000         -1115        1000         -2115        OVERLAP
3241.77      2000         895          1000         -105         OVERLAP
3243.77      2000         -1105        1000         -2105        OVERLAP
3243.77      2000         905          1000         -95          OVERLAP
3245.77      2000         -1095        1000         -2095        OVERLAP
3245.77      2000         915          1000         -85          OVERLAP
3247.78      2000         -1095        1000         -2095        OVERLAP
3247.78      2000         865          1000         -135         OVERLAP
3249.78      2000         -1135        1000         -2135        OVERLAP
3249.78      2000         865          1000         -135         OVERLAP
3251.78      2000         -1135        1000         -2135        OVERLAP
3251.78      2000         875          1000         -125         OVERLAP
3253.78      2000         -1125        1000         -2125        OVERLAP
3253.78      2000         885          1000         -115         OVERLAP
3255.78      2000         -1115        1000         -2115        OVERLAP
3255.78      2000         895          1000         -105         OVERLAP
3257.78      2000         -1105        1000         -2105        OVERLAP
3257.78      2000         865          1000         -135         OVERLAP
3259.78      2000         -1135        1000         -2135        OVERLAP
3259.78      2000         875          1000         -125         OVERLAP
3261.78      2000         -1125        1000         -2125        OVERLAP
3261.78      2000         885          1000         -115         OVERLAP
3263.78      2000         -1115        1000         -2115        OVERLAP
3263.78      2000         895          1000         -105         OVERLAP
3265.78      2000         -1105        1000         -2105        OVERLAP
3265.78      2000         845          1000         -155         OVERLAP
3267.78      2000         -1155        1000         -2155        OVERLAP
3267.78      2000         855          1000         -145         OVERLAP
3269.78      2000         -1145        1000         -2145        OVERLAP
3269.78      2000         865          1000         -135         OVERLAP
3271.78      2000         -1135        1000         -2135        OVERLAP
3271.78      2000         875          1000         -125         OVERLAP
3273.78      2000         -1125        1000         -2125        OVERLAP
3273.78      2000         885          1000         -115         OVERLAP
3275.78      2000         -1115        1000         -2115        OVERLAP
3275.78      2000         835          1000         -165         OVERLAP
3277.78      2000         -1165        1000         -2165        OVERLAP
3277.78      2000         845          1000         -155         OVERLAP
3279.78      2000         -1155        1000         -2155        OVERLAP
3279.78      2000         855          1000         -145         OVERLAP
3281.78      2000         -1145        1000         -2145        OVERLAP
3281.78      2000         865          1000         -135         OVERLAP
3283.78      2000         -1135        1000         -2135        OVERLAP
3283.78      2000         875          1000         -125         OVERLAP
3283.80      2000         855          1000         -145         OVERLAP
3285.79      2000         -1135        1000         -2135        OVERLAP
3285.79      2000         865          1000         -135         OVERLAP
3285.81      2000         845          1000         -155         OVERLAP
3287.80      2000         -1145        1000         -2145        OVERLAP
3287.80      2000         825          1000         -175         OVERLAP
3287.81      2000         825          1000         -175         OVERLAP
3289.81      2000         -1175        1000         -2175        OVERLAP
3289.81      2000         845          1000         -155         OVERLAP
3289.82      2000         845          1000         -155         OVERLAP
3291.81      2000         -1145        1000         -2145        OVERLAP
3291.81      2000         875          1000         -125         OVERLAP
3291.83      2000         865          1000         -135         OVERLAP
3293.82      2000         -1125        1000         -2125        OVERLAP
3293.82      2000         905          1000         -95          OVERLAP
3295.83      2000         -1105        1000         -2105        OVERLAP
3295.83      2000         925          1000         -75          OVERLAP
3297.83      2000         -1065        1000         -2065        OVERLAP
3297.83      2000         955          1000         -45          WARNING
3299.83      2000         -1045        1000         -2045        OVERLAP
3299.83      2000         965          1000         -35          WARNING
3301.83      2000         -1035        1000         -2035        OVERLAP
3301.83      2000         975          1000         -25          WARNING
3303.83      2000         -1025        1000         -2025        OVERLAP
3303.83      2000         975          1000         -25          WARNING
3305.83      2000         -1025        1000         -2025        OVERLAP
3305.83      2000         985          1000         -15          WARNING
3307.84      2000         -1025        1000         -2025        OVERLAP
3307.84      2000         935          1000         -65          OVERLAP
3309.84      2000         -1065        1000         -2065        OVERLAP
3309.84      2000         945          1000         -55          OVERLAP
3311.84      2000         -1055        1000         -2055        OVERLAP
3311.84      2000         955          1000         -45          WARNING
3313.84      2000         -1045        1000         -2045        OVERLAP
3313.84      2000         955          1000         -45          WARNING
3315.84      2000         -1045        1000         -2045        OVERLAP
3315.84      2000         965          1000         -35          WARNING
3317.84      2000         -1035        1000         -2035        OVERLAP
3317.84      2000         945          1000         -55          OVERLAP
3319.84      2000         -1055        1000         -2055        OVERLAP
3319.84      2000         955          1000         -45          WARNING
3321.84      2000         -1045        1000         -2045        OVERLAP
3321.84      2000         965          1000         -35          WARNING
3323.84      2000         -1035        1000         -2035        OVERLAP
3323.84      2000         975          1000         -25          WARNING
3325.84      2000         -1025        1000         -2025        OVERLAP
3325.84      2000         925          1000         -75          OVERLAP
3327.84      2000         -1075        1000         -2075        OVERLAP
3327.84      2000         935          1000         -65          OVERLAP
3329.84      2000         -1065        1000         -2065        OVERLAP
3329.84      2000         945          1000         -55          OVERLAP
3331.84      2000         -1055        1000         -2055        OVERLAP
3331.84      2000         955          1000         -45          WARNING
3333.84      2000         -1045        1000         -2045        OVERLAP
3333.84      2000         965          1000         -35          WARNING
3335.84      2000         -1035        1000         -2035        OVERLAP
3335.84      2000         915          1000         -85          OVERLAP
3337.84      2000         -1085        1000         -2085        OVERLAP
3337.84      2000         925          1000         -75          OVERLAP
3339.84      2000         -1075        1000         -2075        OVERLAP
3339.84      2000         935          1000         -65          OVERLAP
3341.84      2000         -1065        1000         -2065        OVERLAP
3341.84      2000         945          1000         -55          OVERLAP
3343.84      2000         -1055        1000         -2055        OVERLAP
3343.84      2000         955          1000         -45          WARNING
3345.84      2000         -1045        1000         -2045        OVERLAP
3345.84      2000         905          1000         -95          OVERLAP
3345.86      2000         885          1000         -115         OVERLAP
3347.85      2000         -1105        1000         -2105        OVERLAP
3347.85      2000         915          1000         -85          OVERLAP
3347.87      2000         905          1000         -95          OVERLAP
3349.86      2000         -1085        1000         -2085        OVERLAP
3349.86      2000         935          1000         -65          OVERLAP
3349.88      2000         925          1000         -75          OVERLAP
3351.87      2000         -1065        1000         -2065        OVERLAP
3351.87      2000         955          1000         -45          WARNING
3351.88      2000         955          1000         -45          WARNING
3353.88      2000         -1045        1000         -2045        OVERLAP
3353.88      2000         985          1000         -15          WARNING
3353.89      2000         975          1000         -25          WARNING
3355.88      2000         -1015        1000         -2015        OVERLAP
3355.88      2000         1015         1000         +15          WARNING
3357.89      2000         -985         1000         -1985        OVERLAP
3357.89      2000         1035         1000         +35          WARNING
3359.89      2000         -965         1000         -1965        OVERLAP
3359.89      2000         1045         1000         +45          WARNING
3361.89      2000         -955         1000         -1955        OVERLAP
3361.89      2000         1055         1000         +55          DRIFT
3363.89      2000         -945         1000         -1945        OVERLAP
3363.89      2000         1055         1000         +55          DRIFT
3365.89      2000         -945         1000         -1945        OVERLAP
3365.89      2000         1065         1000         +65          DRIFT
3367.90      2000         -945         1000         -1945        OVERLAP
3367.90      2000         1015         1000         +15          WARNING
3369.90      2000         -985         1000         -1985        OVERLAP
3369.90      2000         1025         1000         +25          WARNING
3371.90      2000         -975         1000         -1975        OVERLAP
3371.90      2000         1035         1000         +35          WARNING
3373.90      2000         -965         1000         -1965        OVERLAP
3373.90      2000         1035         1000         +35          WARNING
3375.90      2000         -965         1000         -1965        OVERLAP
3375.90      2000         1045         1000         +45          WARNING
3377.90      2000         -955         1000         -1955        OVERLAP
3377.90      2000         1025         1000         +25          WARNING
3379.90      2000         -975         1000         -1975        OVERLAP
3379.90      2000         1035         1000         +35          WARNING
3381.90      2000         -965         1000         -1965        OVERLAP
3381.90      2000         1045         1000         +45          WARNING
3383.90      2000         -955         1000         -1955        OVERLAP
3383.90      2000         1055         1000         +55          DRIFT
3385.90      2000         -945         1000         -1945        OVERLAP
3385.90      2000         1005         1000         +5           GOOD
3387.90      2000         -995         1000         -1995        OVERLAP
3387.90      2000         1015         1000         +15          WARNING
3389.90      2000         -985         1000         -1985        OVERLAP
3389.90      2000         1025         1000         +25          WARNING
3391.90      2000         -975         1000         -1975        OVERLAP
3391.90      2000         1035         1000         +35          WARNING
3393.90      2000         -965         1000         -1965        OVERLAP
3393.90      2000         1045         1000         +45          WARNING
3395.90      2000         -955         1000         -1955        OVERLAP
3395.90      2000         1045         1000         +45          WARNING
3397.90      2000         -955         1000         -1955        OVERLAP
3397.90      2000         1005         1000         +5           GOOD
3399.90      2000         -995         1000         -1995        OVERLAP
3399.90      2000         1015         1000         +15          WARNING
3401.90      2000         -985         1000         -1985        OVERLAP
3401.90      2000         1025         1000         +25          WARNING
3403.90      2000         -975         1000         -1975        OVERLAP
3403.90      2000         1035         1000         +35          WARNING
3405.90      2000         -965         1000         -1965        OVERLAP
3405.90      2000         1035         1000         +35          WARNING
3405.92      2000         1015         1000         +15          WARNING
3407.91      2000         -975         1000         -1975        OVERLAP
3407.91      2000         1045         1000         +45          WARNING
3407.93      2000         1035         1000         +35          WARNING
3409.92      2000         -955         1000         -1955        OVERLAP
3409.92      2000         1065         1000         +65          DRIFT
3409.93      2000         1065         1000         +65          DRIFT
3411.93      2000         -935         1000         -1935        OVERLAP
3411.93      2000         1085         1000         +85          DRIFT
3411.94      2000         1085         1000         +85          DRIFT
3413.93      2000         -905         1000         -1905        OVERLAP
3413.93      2000         1075         1000         +75          DRIFT
3413.95      2000         1055         1000         +55          DRIFT
3415.94      2000         -935         1000         -1935        OVERLAP
3415.94      2000         1095         1000         +95          DRIFT
3417.95      2000         -905         1000         -1905        OVERLAP
3417.95      2000         1065         1000         +65          DRIFT
3419.95      2000         -935         1000         -1935        OVERLAP
3419.95      2000         1075         1000         +75          DRIFT
3421.95      2000         -925         1000         -1925        OVERLAP
3421.95      2000         1085         1000         +85          DRIFT
3423.95      2000         -915         1000         -1915        OVERLAP
3423.95      2000         1035         1000         +35          WARNING
3425.95      2000         -965         1000         -1965        OVERLAP
3425.95      2000         1045         1000         +45          WARNING
3427.96      2000         -965         1000         -1965        OVERLAP
3427.96      2000         1045         1000         +45          WARNING
3429.96      2000         -955         1000         -1955        OVERLAP
3429.96      2000         1055         1000         +55          DRIFT
3431.96      2000         -945         1000         -1945        OVERLAP
3431.96      2000         1065         1000         +65          DRIFT
3433.96      2000         -935         1000         -1935        OVERLAP
3433.96      2000         1065         1000         +65          DRIFT
3435.96      2000         -935         1000         -1935        OVERLAP
3435.96      2000         1025         1000         +25          WARNING
3437.96      2000         -975         1000         -1975        OVERLAP
3437.96      2000         1055         1000         +55          DRIFT
3439.96      2000         -945         1000         -1945        OVERLAP
3439.96      2000         1065         1000         +65          DRIFT
3441.96      2000         -935         1000         -1935        OVERLAP
3441.96      2000         1025         1000         +25          WARNING
3443.96      2000         -975         1000         -1975        OVERLAP
3443.96      2000         1035         1000         +35          WARNING
3445.96      2000         -965         1000         -1965        OVERLAP
3445.96      2000         1035         1000         +35          WARNING
3447.96      2000         -965         1000         -1965        OVERLAP
3447.96      2000         1045         1000         +45          WARNING
3449.96      2000         -955         1000         -1955        OVERLAP
3449.96      2000         1055         1000         +55          DRIFT
3451.96      2000         -945         1000         -1945        OVERLAP
3451.96      2000         1065         1000         +65          DRIFT
3453.96      2000         -935         1000         -1935        OVERLAP
3453.96      2000         1025         1000         +25          WARNING
3455.96      2000         -975         1000         -1975        OVERLAP
3455.96      2000         1025         1000         +25          WARNING
3457.96      2000         -975         1000         -1975        OVERLAP
3457.96      2000         1035         1000         +35          WARNING
3459.96      2000         -965         1000         -1965        OVERLAP
3459.96      2000         1045         1000         +45          WARNING
3461.96      2000         -955         1000         -1955        OVERLAP
3461.96      2000         1055         1000         +55          DRIFT
3463.96      2000         -945         1000         -1945        OVERLAP
3463.96      2000         1065         1000         +65          DRIFT
3465.96      2000         -935         1000         -1935        OVERLAP
3465.96      2000         1015         1000         +15          WARNING
3467.96      2000         -985         1000         -1985        OVERLAP
3467.96      2000         1025         1000         +25          WARNING
3469.96      2000         -975         1000         -1975        OVERLAP
3469.96      2000         1035         1000         +35          WARNING
3471.96      2000         -965         1000         -1965        OVERLAP
3471.96      2000         1045         1000         +45          WARNING
3473.96      2000         -955         1000         -1955        OVERLAP
3473.96      2000         1055         1000         +55          DRIFT
3475.96      2000         -945         1000         -1945        OVERLAP
3475.96      2000         1055         1000         +55          DRIFT
3477.96      2000         -945         1000         -1945        OVERLAP
3477.96      2000         1065         1000         +65          DRIFT
3479.96      2000         -935         1000         -1935        OVERLAP
3479.96      2000         1025         1000         +25          WARNING
3481.96      2000         -975         1000         -1975        OVERLAP
3481.96      2000         1035         1000         +35          WARNING
3483.96      2000         -965         1000         -1965        OVERLAP
3483.96      2000         1045         1000         +45          WARNING
3485.96      2000         -955         1000         -1955        OVERLAP
3485.96      2000         1045         1000         +45          WARNING
3487.97      2000         -965         1000         -1965        OVERLAP
3487.97      2000         1045         1000         +45          WARNING
3489.97      2000         -955         1000         -1955        OVERLAP
3489.97      2000         1055         1000         +55          DRIFT
3491.97      2000         -945         1000         -1945        OVERLAP
3491.97      2000         1015         1000         +15          WARNING
3493.97      2000         -985         1000         -1985        OVERLAP
3493.97      2000         1025         1000         +25          WARNING
3495.97      2000         -975         1000         -1975        OVERLAP
3495.97      2000         1025         1000         +25          WARNING
3497.97      2000         -975         1000         -1975        OVERLAP
3497.97      2000         1055         1000         +55          DRIFT
3499.97      2000         -945         1000         -1945        OVERLAP
3499.97      2000         1015         1000         +15          WARNING
3501.97      2000         -985         1000         -1985        OVERLAP
3501.97      2000         1025         1000         +25          WARNING
3503.97      2000         -975         1000         -1975        OVERLAP
3503.97      2000         1035         1000         +35          WARNING
3505.97      2000         -965         1000         -1965        OVERLAP
3505.97      2000         1035         1000         +35          WARNING
3507.97      2000         -965         1000         -1965        OVERLAP
3507.97      2000         1045         1000         +45          WARNING
3509.97      2000         -955         1000         -1955        OVERLAP
3509.97      2000         1055         1000         +55          DRIFT
3511.97      2000         -945         1000         -1945        OVERLAP
3511.97      2000         1015         1000         +15          WARNING
3513.97      2000         -985         1000         -1985        OVERLAP
3513.97      2000         1025         1000         +25          WARNING
3515.97      2000         -975         1000         -1975        OVERLAP
3515.97      2000         1025         1000         +25          WARNING
3517.97      2000         -975         1000         -1975        OVERLAP
3517.97      2000         1035         1000         +35          WARNING
3519.97      2000         -965         1000         -1965        OVERLAP
3519.97      2000         1045         1000         +45          WARNING
3521.97      2000         -955         1000         -1955        OVERLAP
3521.97      2000         1055         1000         +55          DRIFT
3523.97      2000         -945         1000         -1945        OVERLAP
3523.97      2000         1015         1000         +15          WARNING
3525.97      2000         -985         1000         -1985        OVERLAP
3525.97      2000         1015         1000         +15          WARNING
3525.99      2000         995          1000         -5           GOOD
3527.98      2000         -995         1000         -1995        OVERLAP
3527.98      2000         1025         1000         +25          WARNING
3528.00      2000         1015         1000         +15          WARNING
3529.99      2000         -975         1000         -1975        OVERLAP
3529.99      2000         995          1000         -5           GOOD
3530.00      2000         995          1000         -5           GOOD
3532.00      2000         -1005        1000         -2005        OVERLAP
3532.00      2000         1015         1000         +15          WARNING
3532.01      2000         1015         1000         +15          WARNING
3534.00      2000         -975         1000         -1975        OVERLAP
3534.00      2000         1005         1000         +5           GOOD
3534.02      2000         985          1000         -15          WARNING
3536.01      2000         -1005        1000         -2005        OVERLAP
3536.01      2000         975          1000         -25          WARNING
3538.02      2000         -1025        1000         -2025        OVERLAP
3538.02      2000         995          1000         -5           GOOD
