index,run_id,result,n_moves,n_plies,white,black,white_elo,black_elo,event,date,source_tc,chaos_ratio,nag_count,blunder_count,mistake_count,has_eval,has_clk,mean_A1,mean_A2,mean_B1,mean_B2,mean_E,mean_F1,mean_F2,mean_F3,mean_FA,mean_FD,pgn_bytes,ndjson_bytes,spectralz_bytes,error
1,single_lichess_pgn_2026.04.15_lichess_AI_level_1_vs_lemonforest.eo9BSVgI,0-1,50,101,lichess AI level 1,lemonforest,?,1500,casual correspondence game,2026.04.15,-,16.9198,37,13,2,True,False,26.3022,22.3572,37.107,37.107,196.8413,137.7001,555.096,445.7872,14.0815,1079345.125,7821,20056,70424,
