fen4,source,encoding_sha256,l2_norm
"4d-fen v1: B@0,0,0,3; K@0,3,2,1; Q@1,1,2,1; b@1,5,5,4; N@2,2,3,0; r@5,1,5,5; n@5,3,4,7; R@6,1,2,2; q@6,6,1,6; k@7,7,6,7",self_play,c4277d2ce31f7a6ef001d8cbc43e751c97baa44404678d7b2f13bd82f5df36c9,58.24527359008789
"4d-fen v1: B@0,0,0,3; K@0,3,2,1; Q@1,1,2,1; b@1,5,5,4; N@2,2,3,0; r@5,2,5,5; n@5,3,4,7; R@6,1,2,2; q@6,6,1,6; k@7,7,6,7",self_play,5b5254e010258b8aed876192383d2bf884c006a0f7584e521d30594b783e439e,57.11771774291992
"4d-fen v1: N@0,3,0,0; K@1,1,0,1; Q@1,1,1,1; R@2,2,2,2; B@3,0,0,0; b@4,7,7,7; r@5,5,5,5; q@6,6,6,6; n@7,4,7,7; k@7,7,7,7",self_play,4ffaf2e7384eba693ae42aff9373cda6576597a428e1e1798084751c2dc48bbf,23.264175415039062
"4d-fen v1: N@0,3,0,0; b@0,7,3,7; K@1,1,0,1; Q@1,1,1,1; R@2,2,2,2; B@3,0,0,0; r@5,5,5,5; q@6,6,6,6; n@7,4,7,7; k@7,7,7,7",self_play,670213c497b5ada54eb1bce74c500a98cbc84d68b7e97e4719a1095efe6803c4,28.873615264892578
"4d-fen v1: K@0,1,0,1; N@0,3,0,0; b@0,7,3,7; Q@1,1,1,1; R@2,2,2,2; B@3,0,0,0; r@5,5,5,5; q@6,6,6,6; n@7,4,7,7; k@7,7,7,7",self_play,2fa56abbcd829af6f387fa9db0ca53d006febb5a4e48b8e45035b018f83686c4,29.131624221801758
"4d-fen v1: K@0,1,0,1; N@0,3,0,0; b@0,7,3,7; Q@1,1,1,1; R@2,2,2,2; B@3,0,0,0; r@5,5,5,5; q@6,6,4,6; n@7,4,7,7; k@7,7,7,7",self_play,07f8081babe229fdb9002620ecf6d7b0f38ad4227941fdc97060a0f01b6f2b08,33.11177062988281
"4d-fen v1: K@0,2,0,1; N@0,3,0,0; b@0,7,3,7; Q@1,1,1,1; R@2,2,2,2; B@3,0,0,0; r@5,5,5,5; q@6,6,4,6; n@7,4,7,7; k@7,7,7,7",self_play,6bbf23ac7f5eed15a7bee537b969b7d42aff37ac37743729a6b8de6ea1f01cbc,34.95222091674805
"4d-fen v1: K@0,2,0,1; N@0,3,0,0; b@0,7,3,7; Q@1,1,1,1; R@2,2,2,2; B@3,0,0,0; r@5,5,5,0; q@6,6,4,6; n@7,4,7,7; k@7,7,7,7",self_play,ed06400d6f503862370cc9431c6f91a88002fa6a1a6bf95485bab8a9aae1b607,41.13831329345703
"4d-fen v1: K@0,2,0,1; N@0,2,2,0; b@0,7,3,7; Q@1,1,1,1; R@2,2,2,2; B@3,0,0,0; r@5,5,5,0; q@6,6,4,6; n@7,4,7,7; k@7,7,7,7",self_play,43e6af7008e70834a935988eb4d3b4f3b1c04eac98813f0447f59fbb53391bc3,40.842613220214844
"4d-fen v1: K@0,2,0,1; N@0,2,2,0; b@0,7,3,7; Q@1,1,1,1; R@2,2,2,2; B@3,0,0,0; r@5,5,5,0; q@6,6,4,6; n@7,6,6,7; k@7,7,7,7",self_play,86bdb89338e9115bb4905a4e1685130f44f0e6016719bc839a168863c5bc2c65,40.20570755004883
"4d-fen v1: K@0,2,0,1; N@0,4,1,0; b@0,7,3,7; Q@1,1,1,1; R@2,2,2,2; B@3,0,0,0; r@5,5,5,0; q@6,6,4,6; n@7,6,6,7; k@7,7,7,7",self_play,eff2129bd4b78775bf5af131a30bd99a7e696be9658da6671c4a401c21fc1530,40.89076614379883
"4d-fen v1: K@0,2,0,1; N@0,4,1,0; b@0,7,3,7; Q@1,1,1,1; R@2,2,2,2; B@3,0,0,0; r@5,0,5,0; q@6,6,4,6; n@7,6,6,7; k@7,7,7,7",self_play,e191fa8fa7490b2ee4663a6e2e3e0808f21ff26f9467642e323c4969221fe8f4,42.75715637207031
"4d-fen v1: K@0,2,0,1; b@0,7,3,7; Q@1,1,1,1; R@2,2,2,2; N@2,4,1,1; B@3,0,0,0; r@5,0,5,0; q@6,6,4,6; n@7,6,6,7; k@7,7,7,7",self_play,0482e728552c4276fab2eabdacdeee1661bb1b56b35aa0d762da7553d5c04098,42.25428009033203
"4d-fen v1: K@0,2,0,1; b@0,7,3,7; Q@1,1,1,1; R@2,2,2,2; N@2,4,1,1; B@3,0,0,0; r@5,0,5,0; q@6,6,4,6; k@6,6,6,6; n@7,6,6,7",self_play,747160c59673b8b2ead76b0077516aa5a1049bee9e114d25e2115b8fe2ed5852,43.26351547241211
"4d-fen v1: K@0,2,0,1; b@0,7,3,7; Q@1,1,1,1; N@2,2,0,1; R@2,2,2,2; B@3,0,0,0; r@5,0,5,0; q@6,6,4,6; k@6,6,6,6; n@7,6,6,7",self_play,af7d40e14a90a33e07d4fda1e14855c75397df8eb1317ce98f8c987762b151a0,42.938438415527344
"4d-fen v1: K@0,2,0,1; b@0,7,3,7; Q@1,1,1,1; N@2,2,0,1; R@2,2,2,2; B@3,0,0,0; r@5,0,5,0; q@6,6,4,6; k@6,6,6,5; n@7,6,6,7",self_play,0b4f5a8911ae740ec90bc020310bfe06c6321aa843dcc0e91acc6c478440358e,43.144775390625
"4d-fen v1: K@0,2,0,1; b@0,7,3,7; N@2,2,0,1; R@2,2,2,2; B@3,0,0,0; Q@4,4,1,1; r@5,0,5,0; q@6,6,4,6; k@6,6,6,5; n@7,6,6,7",self_play,aa6952959bac6dc413af47d562bb90386e4e2156a3ff38f1549f867783954437,50.83855056762695
"4d-fen v1: K@0,2,0,1; b@0,7,3,7; N@2,2,0,1; R@2,2,2,2; B@3,0,0,0; Q@4,4,1,1; r@5,0,5,0; q@6,6,4,6; k@6,6,6,5; n@7,7,6,5",self_play,4a08a2ecd09263ba85e2bc038c7590bc9fad3ffa103e6b0298eba790ff2a40a5,51.00699996948242
"4d-fen v1: K@0,2,0,1; b@0,7,3,7; N@1,0,0,1; R@2,2,2,2; B@3,0,0,0; Q@4,4,1,1; r@5,0,5,0; q@6,6,4,6; k@6,6,6,5; n@7,7,6,5",self_play,f072d89d1520b0cf60f78b966ccc59092d9ea6ba1c50e7a6019012df7f8bccdf,50.88667678833008
"4d-fen v1: K@0,2,0,1; b@0,7,3,7; N@1,0,0,1; R@2,2,2,2; B@3,0,0,0; Q@4,4,1,1; r@5,0,5,0; n@5,6,6,5; q@6,6,4,6; k@6,6,6,5",self_play,928eed105fdf079ca9c08384b48454839e4a8400261fe70a29a4d13d0ede675c,50.735843658447266
"4d-fen v1: K@0,2,0,0; b@0,7,3,7; N@1,0,0,1; R@2,2,2,2; B@3,0,0,0; Q@4,4,1,1; r@5,0,5,0; n@5,6,6,5; q@6,6,4,6; k@6,6,6,5",self_play,df09193cb5c44b8b50215ded8c8d39e7c89f65a5a9912f66f65281d353433105,51.058860778808594
"4d-fen v1: K@0,2,0,0; b@0,7,3,7; N@1,0,0,1; R@2,2,2,2; B@3,0,0,0; Q@4,4,1,1; r@5,0,5,0; n@5,6,6,5; q@6,6,4,6; k@6,6,7,5",self_play,de374a0162f1c7c933107b341c5458c0ecf6b69800cfb18b3fb6ec95522dbee1,52.73795700073242
"4d-fen v1: K@0,2,0,0; b@0,7,3,7; N@1,0,0,1; R@2,2,2,2; B@3,0,0,0; r@5,0,5,0; n@5,6,6,5; Q@6,6,1,1; q@6,6,4,6; k@6,6,7,5",self_play,c8075a1c94fdbd59213a3f4f268e6a16b2537c47c02def2dfccc9ea9c6a20cc8,63.88670349121094
"4d-fen v1: K@0,2,0,0; b@0,7,0,4; N@1,0,0,1; R@2,2,2,2; B@3,0,0,0; r@5,0,5,0; n@5,6,6,5; Q@6,6,1,1; q@6,6,4,6; k@6,6,7,5",self_play,4a25d0e1a858d237104e13d77fae3b1531f77ec2ab0d8eed4ebd473e8862ab34,63.88670349121094
"4d-fen v1: K@0,2,0,0; b@0,7,0,4; N@1,0,0,1; R@2,2,5,2; B@3,0,0,0; r@5,0,5,0; n@5,6,6,5; Q@6,6,1,1; q@6,6,4,6; k@6,6,7,5",self_play,00fee6cb8e68167a7319c2cf43ad647fc9df97b8b186738e86b807ef116773e1,65.19402313232422
"4d-fen v1: K@0,2,0,0; N@1,0,0,1; R@2,2,5,2; B@3,0,0,0; r@5,0,5,0; n@5,6,6,5; b@6,1,0,4; Q@6,6,1,1; q@6,6,4,6; k@6,6,7,5",self_play,4c9afac010df1c2c8857b734a252086e7c6ebc09c4ae9eb977ee67de4e6067a7,64.21627807617188
"4d-fen v1: K@0,2,0,0; N@1,0,0,1; B@3,0,0,0; r@5,0,5,0; n@5,6,6,5; b@6,1,0,4; Q@6,6,1,1; q@6,6,4,6; k@6,6,7,5; R@7,2,5,2",self_play,a2517e7913f34cbf64e7a374f52795493e714ce6999abf625905a4029a5b688c,66.36119842529297
"4d-fen v1: K@0,2,0,0; N@1,0,0,1; B@3,0,0,0; r@5,0,5,0; n@5,6,6,5; b@6,5,4,4; Q@6,6,1,1; q@6,6,4,6; k@6,6,7,5; R@7,2,5,2",self_play,a56a108552cf3eec3eb1bff7a36d3bdf192146c0f70c9184a36b78041a93c8d5,64.74996948242188
"4d-fen v1: K@0,2,0,0; N@1,0,0,1; r@5,0,5,0; n@5,6,6,5; B@6,0,3,0; b@6,5,4,4; Q@6,6,1,1; q@6,6,4,6; k@6,6,7,5; R@7,2,5,2",self_play,7496064406a3b3efa9bc98f8c967f9d01b9000431716a7b767e6ffc5148943e9,66.19934844970703
"4d-fen v1: K@0,2,0,0; N@1,0,0,1; r@5,0,5,0; n@5,6,6,5; B@6,0,3,0; b@6,5,4,4; Q@6,6,1,1; q@6,6,4,6; R@7,2,5,2; k@7,6,6,4",self_play,c2566e397213dd927a912fcc8ec0e66eb727d93ef06ed163f216a6c1faad1c00,69.2037124633789
"4d-fen v1: K@0,2,0,0; N@1,0,1,3; r@5,0,5,0; n@5,6,6,5; B@6,0,3,0; b@6,5,4,4; Q@6,6,1,1; q@6,6,4,6; R@7,2,5,2; k@7,6,6,4",self_play,2bae59154b7794770bf387fa994d3302c8b5cd874148aa45e9d87596c1271050,69.444091796875
"4d-fen v1: K@0,2,0,0; N@1,0,1,3; r@5,0,5,0; q@5,5,4,6; n@5,6,6,5; B@6,0,3,0; b@6,5,4,4; Q@6,6,1,1; R@7,2,5,2; k@7,6,6,4",self_play,43bdf9d3bbbab0c906ae54dad3067f80edab174cdc87c43a45e04cfca5b55ff6,68.85228729248047
"4d-fen v1: K@0,0,0,0; N@0,3,0,0; R@2,2,2,2; B@3,0,0,0; Q@4,4,1,1; b@4,7,7,7; r@5,5,5,5; q@6,6,6,6; n@7,4,7,7; k@7,7,7,7",self_play,87b9e49551f2b079e4ae3bd19bd8dbc6b598279eed98cab1a7ea6d9ecd586b79,31.73582649230957
"4d-fen v1: K@0,0,0,0; N@0,3,0,0; R@2,2,2,2; B@3,0,0,0; Q@4,4,1,1; b@4,7,7,7; r@5,5,5,2; q@6,6,6,6; n@7,4,7,7; k@7,7,7,7",self_play,ea50673bb9bc2714d414016ca16732dc9666fca5f227bf580b5646a46655cfbe,34.29158401489258
"4d-fen v1: N@0,3,0,0; K@1,1,1,0; R@2,2,2,2; B@3,0,0,0; Q@4,4,1,1; b@4,7,7,7; r@5,5,5,2; q@6,6,6,6; n@7,4,7,7; k@7,7,7,7",self_play,b62b811d2d89c653de9720b0ce419f71b775b57dbdbd0645fff8d5f4c6a83775,35.98836898803711
"4d-fen v1: N@0,3,0,0; K@1,1,1,0; R@2,2,2,2; B@3,0,0,0; r@3,5,5,2; Q@4,4,1,1; b@4,7,7,7; q@6,6,6,6; n@7,4,7,7; k@7,7,7,7",self_play,163c765f15522c30835e72a8d9926ee0c35f7fb4fe0ea918d669dc9d0f7122c6,36.01549530029297
"4d-fen v1: K@1,1,1,0; N@1,5,0,0; R@2,2,2,2; B@3,0,0,0; r@3,5,5,2; Q@4,4,1,1; b@4,7,7,7; q@6,6,6,6; n@7,4,7,7; k@7,7,7,7",self_play,dc91906f701dcb5ce5d2cafa37ad9fabb62ccdf1ef3141e3f54cd21c1d152f4d,37.232608795166016
"4d-fen v1: K@1,1,1,0; N@1,5,0,0; R@2,2,2,2; B@3,0,0,0; r@3,5,5,2; Q@4,4,1,1; b@4,7,7,7; q@5,5,6,6; n@7,4,7,7; k@7,7,7,7",self_play,39b9af895b7483592692e0624b9bc95780c4dee4bccfcd56490867a44b575633,38.22901916503906
"4d-fen v1: K@1,1,1,0; N@1,5,0,0; R@2,7,2,2; B@3,0,0,0; r@3,5,5,2; Q@4,4,1,1; b@4,7,7,7; q@5,5,6,6; n@7,4,7,7; k@7,7,7,7",self_play,f5bfb11abc3c753c1a5f417518cf023d8632ef6e107635e4e11a5ed107eebdf7,43.92079544067383
"4d-fen v1: K@1,1,1,0; N@1,5,0,0; R@2,7,2,2; B@3,0,0,0; r@3,5,5,2; Q@4,4,1,1; b@4,7,7,7; q@5,5,6,6; k@6,6,7,7; n@7,4,7,7",self_play,2a64839ae1c9fa391aeb509d287eb0ed3c9bfd433331d989829d07fe33b2d979,45.515296936035156
"4d-fen v1: K@1,1,1,0; R@2,7,2,2; B@3,0,0,0; N@3,5,1,0; r@3,5,5,2; Q@4,4,1,1; b@4,7,7,7; q@5,5,6,6; k@6,6,7,7; n@7,4,7,7",self_play,578d5be9abda84f326b4f01b19c8a73dbb5ceba7fc08873390fc4dea930371f6,45.29203796386719
"4d-fen v1: K@1,1,1,0; R@2,7,2,2; B@3,0,0,0; N@3,5,1,0; r@3,5,5,2; b@4,0,0,7; Q@4,4,1,1; q@5,5,6,6; k@6,6,7,7; n@7,4,7,7",self_play,a926ea0cd52766af10b8900dd150c7e24aafd2616c2a24fa029e232ff8db22b1,48.41035461425781
"4d-fen v1: B@1,0,2,0; K@1,1,1,0; R@2,7,2,2; N@3,5,1,0; r@3,5,5,2; b@4,0,0,7; Q@4,4,1,1; q@5,5,6,6; k@6,6,7,7; n@7,4,7,7",self_play,e33f72e125721c59d805c644e6a25f8ac3462c00e289488e35e5f8e0b7161ef0,48.616790771484375
"4d-fen v1: B@1,0,2,0; K@1,1,1,0; R@2,7,2,2; N@3,5,1,0; b@4,0,0,7; Q@4,4,1,1; q@5,5,6,6; k@6,6,7,7; n@7,4,7,7; r@7,5,5,2",self_play,4ff41085ed00f1580bb8bd7f91ab85bc4fbb412e3f3a18db0830ed4134d3afd4,50.12794494628906
"4d-fen v1: B@1,0,2,0; K@1,1,1,0; R@2,7,1,2; N@3,5,1,0; b@4,0,0,7; Q@4,4,1,1; q@5,5,6,6; k@6,6,7,7; n@7,4,7,7; r@7,5,5,2",self_play,67324781191d51569c744a8ed4b183baf5a7232e53e87fb2989ebfdde6426512,50.937034606933594
"4d-fen v1: B@1,0,2,0; K@1,1,1,0; R@2,7,1,2; N@3,5,1,0; b@4,0,0,7; Q@4,4,1,1; q@5,5,6,6; k@6,6,7,7; n@7,4,7,7; r@7,5,3,2",self_play,1f8c0b1fbc198c41f222a767977283c0356f89e3745e0a6a066663fb084f8a14,51.42296600341797
"4d-fen v1: B@1,0,2,0; K@1,1,1,0; R@2,7,0,2; N@3,5,1,0; b@4,0,0,7; Q@4,4,1,1; q@5,5,6,6; k@6,6,7,7; n@7,4,7,7; r@7,5,3,2",self_play,94e5ef21a55aac777d4be61f050ecd6a40d7d3492b7fc5754044d655ae46d8fc,52.566165924072266
"4d-fen v1: B@1,0,2,0; K@1,1,1,0; R@2,7,0,2; N@3,5,1,0; b@4,0,1,6; Q@4,4,1,1; q@5,5,6,6; k@6,6,7,7; n@7,4,7,7; r@7,5,3,2",self_play,cdf1f30d3ac5468238d8260258dd48c6c13d4a40533e16f950ded7ac2c15c030,51.34234619140625
"4d-fen v1: K@1,1,1,0; R@2,7,0,2; N@3,5,1,0; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; q@5,5,6,6; k@6,6,7,7; n@7,4,7,7; r@7,5,3,2",self_play,8ca76be04038358333fdc801e73e73e7d6dc917cf642b0d7d39f6ce74db02788,52.5776252746582
"4d-fen v1: K@1,1,1,0; q@1,5,2,6; R@2,7,0,2; N@3,5,1,0; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; k@6,6,7,7; n@7,4,7,7; r@7,5,3,2",self_play,b70166b92820e3e0c9fc5e123d893772354fdb3cdf9390149fddad186150e8e2,63.70025634765625
"4d-fen v1: K@1,0,1,0; q@1,5,2,6; R@2,7,0,2; N@3,5,1,0; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; k@6,6,7,7; n@7,4,7,7; r@7,5,3,2",self_play,f3b8e7a9de295657c0bae12faacd8e85ce83fbd985e51dc3f1cb8a821728df6d,63.9528923034668
"4d-fen v1: K@1,0,1,0; q@1,5,2,6; R@2,7,0,2; N@3,5,1,0; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; k@6,6,7,7; n@7,4,7,7; r@7,5,3,5",self_play,8bd47fc3cee7a2cff8e3a17c56835a682b536328bbc4d4035dabdd051d6d5c1e,62.61966323852539
"4d-fen v1: K@1,0,1,0; q@1,5,2,6; R@2,3,0,2; N@3,5,1,0; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; k@6,6,7,7; n@7,4,7,7; r@7,5,3,5",self_play,376f3510f663d5276b8335bd860e0cc0847f182378d905744808973018e28a1d,58.058868408203125
"4d-fen v1: K@1,0,1,0; q@1,5,2,6; R@2,3,0,2; N@3,5,1,0; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; k@5,7,7,6; n@7,4,7,7; r@7,5,3,5",self_play,82a6f9e5c8191bac50de6e2847302dca6707dcd17edd869049f63e3c67b965bf,60.18247604370117
"4d-fen v1: K@0,0,2,1; q@1,5,2,6; R@2,3,0,2; N@3,5,1,0; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; k@5,7,7,6; n@7,4,7,7; r@7,5,3,5",self_play,3ef53492ef90d714bd66b72d8ea0443088c75bdbc68efe19adda164077e8842d,62.22282791137695
"4d-fen v1: K@0,0,2,1; R@2,3,0,2; q@2,6,2,6; N@3,5,1,0; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; k@5,7,7,6; n@7,4,7,7; r@7,5,3,5",self_play,5021c208a8a7387d1f3d7247203c077d4d765952ecd1d514417e72582e88cba0,61.56850051879883
"4d-fen v1: K@1,1,2,2; R@2,3,0,2; q@2,6,2,6; N@3,5,1,0; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; k@5,7,7,6; n@7,4,7,7; r@7,5,3,5",self_play,f2a16afdfb62df777345b31abc566a0f7e96ce38d5e72042ff40cac9d610f023,59.48680877685547
"4d-fen v1: K@1,1,2,2; R@2,3,0,2; q@2,6,2,6; N@3,5,1,0; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; n@5,4,7,6; k@5,7,7,6; r@7,5,3,5",self_play,412d5608e18a68724d2107b7b3a983d37a7393bc48e7a0109dde82517730ffd2,59.35289764404297
"4d-fen v1: K@1,1,2,2; q@2,6,2,6; R@3,3,0,2; N@3,5,1,0; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; n@5,4,7,6; k@5,7,7,6; r@7,5,3,5",self_play,cc7195d5eba25ae15eb6950303eee4077d768270d5009598083424fe903368e0,59.61775588989258
"4d-fen v1: K@1,1,2,2; q@2,7,2,5; R@3,3,0,2; N@3,5,1,0; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; n@5,4,7,6; k@5,7,7,6; r@7,5,3,5",self_play,45322379ff923d0588f86e41ab0e119adb5ebc70e6cbd866177852dfc9f55e1e,60.98318099975586
"4d-fen v1: K@1,1,2,2; q@2,7,2,5; R@3,3,0,2; N@3,3,1,1; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; n@5,4,7,6; k@5,7,7,6; r@7,5,3,5",self_play,4b716c2a92956fe767fd236212d19e80e57c1d9e4e42d9bcf201c1d9a8929eae,60.2325553894043
"4d-fen v1: K@1,1,2,2; q@2,7,2,5; R@3,3,0,2; N@3,3,1,1; b@4,0,1,6; B@4,0,5,0; Q@4,4,1,1; n@5,4,7,6; k@6,7,6,5; r@7,5,3,5",self_play,fe781d73aa2cd647ddd10dd1ff49aadd5af26df54f4e2a05d5056a765ee50a96,59.94032669067383
4d-fen v1:,fixture,9bd58ce5b89a26bbe138f0dc4c4d820a5edc0a68ab93c2b8a35b4e20abb8ef53,0.0
"4d-fen v1: Pw@3,3,3,0",fixture,18a477bb524d626f90682fea98103beae65fc0a3370ac284fb15b12d8c114eac,423.6305236816406
"4d-fen v1: pw@3,3,3,7",fixture,2f30a96655af5b9c7dffd0b9bb51fd65ce8d08f9ddff00acf02262f723a13926,423.63677978515625
"4d-fen v1: N@3,3,3,3",fixture,214b57219a0cefb9e93f9517f48fbfc05e0005a61e119521741c774fc73b2dcd,4810.6455078125
"4d-fen v1: B@0,0,0,0",fixture,dd0bcf41c9a68ee17336e9aa9c7be1aadc23beece147bbbd4f8426472f9ec257,9543.1787109375
"4d-fen v1: R@3,3,3,3",fixture,720b761aa3e3a4d7e5fe4bb6d3e3cd0767eea03e1d3881b7efef3be4193dca72,6883.7197265625
"4d-fen v1: Q@4,4,4,4",fixture,3f0237970cf240fc18b4f59c01e976af2d34798d377ddd673cecd1c77369ee61,42526.7265625
"4d-fen v1: K@3,3,3,3",fixture,c475a2a20037415402795150ca0545bbabbc79ae33638ea6553e698a295f50e2,38336.6015625
"4d-fen v1: Pw@2,2,2,1; pw@2,2,2,6",fixture,b9c3c55f8e019077ec52b90b3369f7f8cce4248d0ea70a6ce210209bb8193576,3.656963586807251
"4d-fen v1: R@0,0,0,0; R@0,7,0,0; R@7,0,0,0; R@7,7,0,0",fixture,739074b54616d8fe8fa10019b3787565877ee4a8792e4bd35fb2af54b0d9495d,27534.935546875
"4d-fen v1: R@0,0,0,0; N@0,1,0,0; B@0,2,0,0; K@0,3,0,0; Q@0,4,0,0; B@0,5,0,0; N@0,6,0,0; R@0,7,0,0; Pw@1,0,0,0; Pw@1,3,0,0; pw@6,3,0,7; k@7,3,0,7",fixture,a4bfdec26177e235442bc384d753f67c052971ad9ed25f463758ae051074951f,84056.5859375
"4d-fen v1: R@0,0,0,0; Pw@0,0,0,1; N@1,0,0,0; B@2,0,0,0; K@3,0,0,0; Pw@3,0,0,1; pw@3,0,7,6; k@3,0,7,7; Q@4,0,0,0; B@5,0,0,0; N@6,0,0,0; R@7,0,0,0",fixture,fddd8d4538e8d7c06e66d175db18723d3821a7a6c47ba7ec685ff3509e5205ca,84056.5859375
"4d-fen v1: Py@3,0,3,3",fixture,8f4ce630f6aa9bf84c290be683070e7580851af9d6dae262bd4f653a90f0764b,423.63055419921875
"4d-fen v1: Py@2,1,2,2; py@2,6,2,2",fixture,3ea95f243be0d7f3c34a44d0a6d55c12f4df320710e83e452528363423a6b1a3,3.656963586807251
"4d-fen v1: Pw@1,1,1,0; pw@1,1,1,7; Py@5,0,5,5; py@5,7,5,5",fixture,cf2b0d0efc23ee1f0ca8328c65b501573c608ac2c8a674e79978beefd24591e4,7.060749530792236
"4d-fen v1: K@0,0,0,0; N@0,0,0,1; k@7,7,7,7",synthetic,89f4ae743af509909c7723f20ee53ac83e86376e9acda0663f3ea23ef1c644fb,4810.646484375
"4d-fen v1: K@0,0,0,0; N@0,0,0,2; k@7,7,7,7",synthetic,9740d41e1be6f0ae693a02885e4ab0dca86d5306954e07bc524ed89383abe2a3,4810.6484375
"4d-fen v1: K@0,0,0,0; N@0,0,0,3; k@7,7,7,7",synthetic,6e9600404cd47dc97db2e22d1306ba693aa141e1ec76e0490fdc7538ce229c96,4810.65185546875
"4d-fen v1: K@0,0,0,0; N@0,0,0,4; k@7,7,7,7",synthetic,f41daf44955201ff7ff3be6d8d8e767298b3cf4cd05ad77bcb01f4db6319ac82,4810.65673828125
"4d-fen v1: K@0,0,0,0; N@0,0,0,5; k@7,7,7,7",synthetic,98a874b47d15f54d3f52e32b350378146eb1a4da3f917540f1fc51a935606326,4810.6630859375
"4d-fen v1: K@0,0,0,0; N@0,0,0,6; k@7,7,7,7",synthetic,1a4b8e6da060587d0281521021b8c93111c6a8e929e1f173fbbfaa2c96bc98e2,4810.6708984375
"4d-fen v1: K@0,0,0,0; N@0,0,0,7; k@7,7,7,7",synthetic,0929efde130d9449ce69026cc1b2803ef30ef3bbd5d67aa04126aa0afa997100,4810.68017578125
"4d-fen v1: K@0,0,0,0; N@0,0,1,0; k@7,7,7,7",synthetic,d0b17430a3cf981542ea6b32b67e10d61c145486ebae8f23533bc93543eee92a,4810.646484375
"4d-fen v1: K@0,0,0,0; N@0,0,1,1; k@7,7,7,7",synthetic,788837df80bd0a02e4dc28b6f901ac335f93573d802606fc76b96d16e860931d,4810.646484375
"4d-fen v1: K@0,0,0,0; N@0,0,1,2; k@7,7,7,7",synthetic,a926bcd856a933af1e495cc603c72562ce535ac9b2e4e8520abd118479d1b797,4810.6484375
"4d-fen v1: K@0,0,0,0; N@0,0,1,3; k@7,7,7,7",synthetic,5e40bda191d407bbaf6eed0d2ebccd998136cb12f9353b191395bd4fa07dd91b,4810.65087890625
"4d-fen v1: K@0,0,0,0; N@0,0,1,4; k@7,7,7,7",synthetic,5b82dbffa5affb023b6939543d0615cfd3ba93ba2edec9ca3f4ebc3976059e29,4810.65576171875
"4d-fen v1: K@0,0,0,0; N@0,0,1,5; k@7,7,7,7",synthetic,43188282932eb029b5929f86be15d2af2751a2d228156bfaf203649ca746dd4d,4810.66162109375
"4d-fen v1: K@0,0,0,0; N@0,0,1,6; k@7,7,7,7",synthetic,186a0d86d9a78713c37cbad0f06874fd6160c53c11c910637b21942a0caa6412,4810.6689453125
"4d-fen v1: K@0,0,0,0; N@0,0,1,7; k@7,7,7,7",synthetic,b666444789928540bd67871d77d410c700a4e3a410915c7c79e1008314cd9913,4810.67724609375
"4d-fen v1: K@0,0,0,0; N@0,0,2,0; k@7,7,7,7",synthetic,f3c01fd74724645ced21e18c2e9eeb5d0de2cbead90f0df09a9051ab9c04bb15,4810.6484375
"4d-fen v1: K@0,0,0,0; N@0,0,2,1; k@7,7,7,7",synthetic,7a59ff1187d74d17821f1659ed5cc12f545318983e88ffdf4f104b43c8cb18ab,4810.6484375
"4d-fen v1: K@0,0,0,0; N@0,0,2,2; k@7,7,7,7",synthetic,ace326e7a5cfde22a0b83c15542187e0272dd9df19af51043659a47ca87630b8,4810.6494140625
"4d-fen v1: K@0,0,0,0; N@0,0,2,3; k@7,7,7,7",synthetic,a40cfd92eacb160dca509f3e9267b42b3e83531a67334147a92d2a9df8db7d28,4810.65185546875
"4d-fen v1: K@0,0,0,0; N@0,0,2,4; k@7,7,7,7",synthetic,2b9caf05f4a60e0f1b81cdc5a49480131b183f0d037e2247ded2b0c6d629c26b,4810.65625
"4d-fen v1: K@0,0,0,0; N@0,0,2,5; k@7,7,7,7",synthetic,d7e48e423657392b34cc60b2659de93f7ba51feec642ff5cf9327521aeed8dbc,4810.66162109375
"4d-fen v1: K@0,0,0,0; N@0,0,2,6; k@7,7,7,7",synthetic,acbc83f28678b2a2567d919dfe455a247fcd6efcde4d09565ad463835ec10997,4810.66796875
"4d-fen v1: K@0,0,0,0; N@0,0,2,7; k@7,7,7,7",synthetic,0cf1a73776b60434d0150d36f209c73684c78456827775fa2f0f8e5745d5f35d,4810.67626953125
"4d-fen v1: K@0,0,0,0; N@0,0,3,0; k@7,7,7,7",synthetic,b83c5762482f8885ee7f4d944d0dc3665d64554478133190e162ef252cfc621d,4810.65185546875
